blue_top_xp,blue_top_total_gold,blue_top_current_gold,blue_top_cs,blue_top_dmg_done,blue_top_dmg_taken,blue_jg_xp,blue_jg_total_gold,blue_jg_current_gold,blue_jg_cs,blue_jg_dmg_done,blue_jg_dmg_taken,blue_mid_xp,blue_mid_total_gold,blue_mid_current_gold,blue_mid_cs,blue_mid_dmg_done,blue_mid_dmg_taken,blue_bot_xp,blue_bot_total_gold,blue_bot_current_gold,blue_bot_cs,blue_bot_dmg_done,blue_bot_dmg_taken,blue_sup_xp,blue_sup_total_gold,blue_sup_current_gold,blue_sup_cs,blue_sup_dmg_done,blue_sup_dmg_taken,red_top_xp,red_top_total_gold,red_top_current_gold,red_top_cs,red_top_dmg_done,red_top_dmg_taken,red_jg_xp,red_jg_total_gold,red_jg_current_gold,red_jg_cs,red_jg_dmg_done,red_jg_dmg_taken,red_mid_xp,red_mid_total_gold,red_mid_current_gold,red_mid_cs,red_mid_dmg_done,red_mid_dmg_taken,red_bot_xp,red_bot_total_gold,red_bot_current_gold,red_bot_cs,red_bot_dmg_done,red_bot_dmg_taken,red_sup_xp,red_sup_total_gold,red_sup_current_gold,red_sup_cs,red_sup_dmg_done,red_sup_dmg_taken
0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0
0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0
215,598,98,4,724,166,310,597,97,4,3776,680,276,580,80,4,1600,122,0,521,21,0,173,557,0,583,83,0,434,449,185,563,63,2,512,0,355,622,122,5,4768,675,246,607,107,5,1003,136,0,526,26,0,982,222,0,583,83,0,691,385
841,1047,547,13,3814,1266,864,1289,789,12,7686,1790,780,860,360,11,5402,989,37,664,164,1,328,557,37,717,117,0,434,449,552,790,290,8,4810,1094,670,907,407,13,9874,1491,709,907,407,13,2938,938,357,897,397,12,1913,255,357,717,217,0,771,385
903,1202,152,14,4031,1266,1065,1530,255,16,10544,1926,996,1023,148,13,5697,1137,272,857,357,5,931,1210,552,1063,463,6,1789,702,1323,1120,620,18,6287,1172,1243,1293,793,25,18787,2563,1310,1462,152,21,3615,1006,645,1460,135,20,3572,713,615,1066,216,0,1710,717
1796,1683,633,31,8860,2197,1361,1783,508,22,14304,2777,1349,1235,360,19,11505,2267,1073,1259,759,19,3038,1457,630,1272,17,7,2370,1380,2001,1473,973,29,11182,1789,1326,1804,529,26,23435,3418,1943,1961,651,32,7182,1800,1108,1785,460,29,6517,823,821,1200,350,0,2353,717
2505,2060,1010,44,15779,2220,1703,2102,27,32,18618,3135,1989,1574,349,30,15906,2419,1227,1438,138,22,4440,2186,839,1412,157,7,2535,1380,2339,1680,1180,33,12110,2125,1909,2143,868,35,28427,3918,2074,2163,53,37,10987,2134,1927,2416,1091,40,11044,1441,1138,1356,506,2,2892,945
3058,2330,1280,53,20202,3401,1915,2322,247,36,22510,3618,2273,1768,193,35,18590,2626,2030,1794,494,33,8306,2735,1196,1636,376,8,2760,1956,3142,2064,1564,45,16911,2931,2399,2483,1203,44,36976,4678,2635,2436,326,47,16800,2960,2229,2643,283,46,13932,1522,1325,1510,185,2,3639,1355
3952,3009,659,64,26107,3851,2251,2574,499,44,32822,4846,2890,2103,528,45,24587,2766,2092,1937,337,34,8708,3509,1419,1775,515,8,3378,1956,3406,2357,107,46,17305,3463,2793,3183,223,51,42645,4921,3221,2745,200,55,20476,2960,2798,3313,203,62,19384,1765,1863,1645,245,3,3640,1355
4600,3236,886,70,31316,4710,2788,2904,824,53,39791,5684,3561,2655,1080,57,32651,3312,2548,2144,544,39,10283,4159,1666,2042,127,12,4267,1956,4053,2741,491,58,23229,3952,3439,3552,592,63,53477,5779,3709,3077,532,65,25150,3734,3043,3541,431,69,22862,1790,2108,1800,400,3,3870,1521
