blue_top_xp,blue_top_total_gold,blue_top_current_gold,blue_top_cs,blue_top_dmg_done,blue_top_dmg_taken,blue_jg_xp,blue_jg_total_gold,blue_jg_current_gold,blue_jg_cs,blue_jg_dmg_done,blue_jg_dmg_taken,blue_mid_xp,blue_mid_total_gold,blue_mid_current_gold,blue_mid_cs,blue_mid_dmg_done,blue_mid_dmg_taken,blue_bot_xp,blue_bot_total_gold,blue_bot_current_gold,blue_bot_cs,blue_bot_dmg_done,blue_bot_dmg_taken,blue_sup_xp,blue_sup_total_gold,blue_sup_current_gold,blue_sup_cs,blue_sup_dmg_done,blue_sup_dmg_taken,red_top_xp,red_top_total_gold,red_top_current_gold,red_top_cs,red_top_dmg_done,red_top_dmg_taken,red_jg_xp,red_jg_total_gold,red_jg_current_gold,red_jg_cs,red_jg_dmg_done,red_jg_dmg_taken,red_mid_xp,red_mid_total_gold,red_mid_current_gold,red_mid_cs,red_mid_dmg_done,red_mid_dmg_taken,red_bot_xp,red_bot_total_gold,red_bot_current_gold,red_bot_cs,red_bot_dmg_done,red_bot_dmg_taken,red_sup_xp,red_sup_total_gold,red_sup_current_gold,red_sup_cs,red_sup_dmg_done,red_sup_dmg_taken
0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0
0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,57,363,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,363,57,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0
0,521,21,0,730,1107,0,521,21,0,837,844,0,603,103,0,613,512,30,521,21,0,162,360,0,521,21,0,105,455,18,841,341,0,1939,828,340,740,240,4,2307,1009,18,921,421,0,816,877,37,521,21,0,568,53,37,543,43,0,39,52
338,734,234,5,1102,1146,300,797,297,0,1782,613,510,809,309,8,6559,1761,708,880,380,12,2064,479,300,734,234,5,1501,685,356,991,191,2,2172,828,490,928,428,8,7657,1471,448,1182,282,8,2169,1179,488,934,434,15,2844,289,488,737,237,0,1010,147
1077,1057,557,14,3251,1460,714,992,492,0,2429,760,835,1097,597,16,13561,2770,1261,1076,576,16,3241,1102,775,1118,618,17,4067,764,912,1279,479,9,5955,828,907,1220,720,16,10966,1952,1030,1522,622,19,4404,1769,718,1162,662,21,4577,444,780,887,382,1,1655,279
1847,1438,938,26,5481,2155,930,1465,15,1,2965,1293,1034,1355,70,20,13964,3579,1787,1386,886,24,5037,1480,1400,1994,1494,23,7195,1421,1437,1604,804,18,8626,1166,1037,1423,923,20,12363,1956,1623,1871,971,30,6304,2270,1067,1978,78,28,6729,1373,1129,1388,98,1,2144,1297
2093,1617,217,29,7094,2498,1222,1682,232,3,6647,1507,1571,1728,443,32,25561,5004,2097,1620,370,28,5718,1637,1599,2201,226,28,9198,1947,1806,1846,246,25,10014,1497,1786,1680,1180,28,20912,3163,1961,2093,143,36,7195,2313,1463,2334,434,39,11086,1520,1524,1583,293,1,2449,1510
2534,1810,405,33,8431,2888,1655,1816,16,3,7175,1725,1779,1948,48,36,28272,5112,2589,1855,605,34,6754,1637,2031,2613,288,42,12938,1957,2576,2237,637,38,12689,1580,2176,2001,326,36,26216,3672,2639,2458,508,48,9442,2373,1823,2641,736,50,13716,1607,1885,1766,476,2,2838,1539
3182,2113,708,41,11010,3279,2074,1964,164,4,8452,1797,2197,2261,361,44,34752,6614,3298,2155,905,45,10913,1904,2389,2944,319,51,15190,1957,3255,2582,982,48,15951,1736,2711,2361,686,48,35783,3995,3318,2839,889,61,11847,2962,2050,2924,69,56,15994,1632,2112,1915,110,3,4087,1702
3231,2250,145,42,12331,4434,2278,2432,97,47,41249,7876,2470,2329,529,4,10830,2142,4442,3042,1792,59,19345,2213,2785,3422,797,63,20940,1961,3986,3581,130,55,21236,2946,3215,2823,348,55,44425,5588,3862,3367,217,63,14998,3802,2716,3270,415,68,20296,2710,2225,2049,169,3,4087,1759
