blue_top_xp,blue_top_total_gold,blue_top_current_gold,blue_top_cs,blue_top_dmg_done,blue_top_dmg_taken,blue_jg_xp,blue_jg_total_gold,blue_jg_current_gold,blue_jg_cs,blue_jg_dmg_done,blue_jg_dmg_taken,blue_mid_xp,blue_mid_total_gold,blue_mid_current_gold,blue_mid_cs,blue_mid_dmg_done,blue_mid_dmg_taken,blue_bot_xp,blue_bot_total_gold,blue_bot_current_gold,blue_bot_cs,blue_bot_dmg_done,blue_bot_dmg_taken,blue_sup_xp,blue_sup_total_gold,blue_sup_current_gold,blue_sup_cs,blue_sup_dmg_done,blue_sup_dmg_taken,red_top_xp,red_top_total_gold,red_top_current_gold,red_top_cs,red_top_dmg_done,red_top_dmg_taken,red_jg_xp,red_jg_total_gold,red_jg_current_gold,red_jg_cs,red_jg_dmg_done,red_jg_dmg_taken,red_mid_xp,red_mid_total_gold,red_mid_current_gold,red_mid_cs,red_mid_dmg_done,red_mid_dmg_taken,red_bot_xp,red_bot_total_gold,red_bot_current_gold,red_bot_cs,red_bot_dmg_done,red_bot_dmg_taken,red_sup_xp,red_sup_total_gold,red_sup_current_gold,red_sup_cs,red_sup_dmg_done,red_sup_dmg_taken
0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0
0,500,50,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0
123,542,92,1,164,137,310,596,96,4,5800,738,215,574,74,3,448,150,168,605,105,5,1112,140,168,603,103,0,258,17,185,584,84,3,829,98,325,601,101,4,3358,851,246,567,67,3,659,52,60,552,47,2,298,128,60,578,78,0,174,260
524,685,235,2,1544,782,704,891,391,12,9209,1267,833,874,374,11,2631,343,412,839,339,11,2941,601,450,857,357,0,1789,498,924,906,406,13,3310,413,676,906,406,12,8374,1564,924,886,386,13,2851,266,436,842,337,11,1833,973,436,873,373,1,975,959
1140,973,123,10,3582,1130,793,1170,320,12,10411,1870,1477,1155,220,21,5192,383,722,1216,216,19,4300,1104,667,1332,172,0,2139,1035,1477,1225,725,24,6816,861,855,1437,152,16,10686,2088,1376,2108,158,20,5141,373,902,1368,863,23,4551,1148,902,1321,421,1,2250,1124
1818,1354,504,22,6877,1924,1488,1645,795,28,20793,3061,1892,1464,529,30,6718,383,1215,1873,873,29,8718,1782,1107,1731,566,1,2833,2021,1849,1487,292,29,8835,1510,1272,2139,854,24,15735,3696,2024,2470,520,32,7203,373,974,1585,205,23,5303,1264,943,1530,130,1,2479,2061
2065,1498,248,23,7358,1924,1853,1946,1096,36,27434,3687,2480,1837,902,42,9949,1015,1245,2010,110,30,9415,2578,1201,1866,186,1,2833,2021,2525,1855,660,43,12282,1614,1709,2508,173,28,18633,4183,2611,2784,834,40,10615,821,1541,2380,999,36,10569,1775,1358,1679,279,2,3142,2202
2681,1833,583,32,9528,2094,1853,2092,267,36,29744,4357,2818,2032,82,46,12000,1335,1976,2457,557,44,19552,2894,1314,2060,380,1,2983,2946,2957,2176,181,52,14377,1647,2005,2769,433,33,25775,5555,3085,3153,1203,51,14080,922,1662,2523,143,37,11433,1837,1647,2127,727,2,4439,2629
3329,2220,970,44,15142,2916,2514,2485,660,48,44428,5893,3342,2347,397,55,14945,1356,2408,2850,950,56,25315,4767,1747,2339,259,1,4446,3983,3451,2500,505,61,17196,2142,2755,3369,1034,44,32683,7476,3576,3433,308,61,17055,1053,1876,3007,577,39,12128,2686,2307,2628,1228,5,5762,3596
3759,2497,197,53,18332,3315,2910,2772,97,55,48690,6634,3990,2914,964,68,19782,1876,2810,3156,306,63,27298,5450,1747,2539,384,1,4736,5106,4344,2989,994,79,22715,2633,3045,3679,444,48,36914,8480,4280,3974,849,72,20906,1304,2183,3410,980,45,16123,3036,2491,3030,275,6,6596,3619
