blue_top_xp,blue_top_total_gold,blue_top_current_gold,blue_top_cs,blue_top_dmg_done,blue_top_dmg_taken,blue_jg_xp,blue_jg_total_gold,blue_jg_current_gold,blue_jg_cs,blue_jg_dmg_done,blue_jg_dmg_taken,blue_mid_xp,blue_mid_total_gold,blue_mid_current_gold,blue_mid_cs,blue_mid_dmg_done,blue_mid_dmg_taken,blue_bot_xp,blue_bot_total_gold,blue_bot_current_gold,blue_bot_cs,blue_bot_dmg_done,blue_bot_dmg_taken,blue_sup_xp,blue_sup_total_gold,blue_sup_current_gold,blue_sup_cs,blue_sup_dmg_done,blue_sup_dmg_taken,red_top_xp,red_top_total_gold,red_top_current_gold,red_top_cs,red_top_dmg_done,red_top_dmg_taken,red_jg_xp,red_jg_total_gold,red_jg_current_gold,red_jg_cs,red_jg_dmg_done,red_jg_dmg_taken,red_mid_xp,red_mid_total_gold,red_mid_current_gold,red_mid_cs,red_mid_dmg_done,red_mid_dmg_taken,red_bot_xp,red_bot_total_gold,red_bot_current_gold,red_bot_cs,red_bot_dmg_done,red_bot_dmg_taken,red_sup_xp,red_sup_total_gold,red_sup_current_gold,red_sup_cs,red_sup_dmg_done,red_sup_dmg_taken
0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0
0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0
215,598,98,4,754,54,325,601,101,4,3334,853,246,616,116,5,1080,0,150,612,112,5,1364,123,150,543,43,0,276,73,61,542,42,1,527,0,325,601,101,4,3272,679,246,574,74,3,843,158,113,584,84,3,927,114,113,543,43,0,481,75
924,1004,504,18,5056,1019,685,889,389,12,9470,1952,986,1007,507,16,3785,174,564,969,469,16,3891,123,564,722,222,0,1077,102,652,713,213,4,1790,776,704,906,406,12,9210,1252,833,894,394,12,2920,649,450,916,416,15,2753,348,450,677,177,0,481,75
1140,1193,243,21,6229,1495,1035,1177,677,20,11989,2613,1477,1301,801,26,6293,229,901,1288,788,27,7602,622,901,957,457,0,2699,807,1109,1173,173,11,3173,998,851,1479,-121,12,9473,1925,1415,1129,629,19,4851,949,733,1197,697,22,4390,1103,733,932,432,0,987,534
1602,1505,155,29,9969,2688,1139,1385,110,24,14218,3263,2125,1683,433,39,12261,239,977,1410,260,27,7992,2044,1100,1233,733,2,3458,1359,2084,1822,822,23,10338,1746,1120,2233,633,13,12440,2783,2063,1439,939,27,6984,995,1330,2496,1996,30,7703,1766,1330,1713,1213,2,2277,800
2373,1932,582,43,12840,2923,1867,1837,562,39,22561,4226,3114,2710,10,54,18503,856,1279,1778,628,35,9711,2053,1403,1443,208,2,5067,1402,2269,1986,236,25,11486,1746,1602,2613,1013,21,21218,3428,2558,1713,193,33,14317,995,1701,2862,312,38,10409,2111,1330,1906,56,2,2326,800
2913,2480,255,50,16362,4401,1952,1959,684,39,23426,4675,3605,2990,290,64,21711,1303,1577,2047,897,43,11784,2132,1515,1617,382,2,5999,2257,2810,2535,35,33,15379,2986,2311,3024,574,36,31942,3739,3240,1966,441,41,17726,1425,2190,3404,854,51,14644,2487,1820,2400,550,2,2680,859
3407,2840,615,60,21206,5989,2121,2244,219,40,26718,5399,4275,3570,20,70,24661,1589,2040,2330,1180,52,14653,2782,1948,1859,624,4,7369,3508,3398,2859,359,42,20290,3753,2575,3246,371,40,35304,4200,3621,2396,41,43,18779,2556,2617,4030,1480,59,19940,3293,2151,2732,882,2,3149,1139
3564,3058,233,62,21423,5989,2655,2548,523,48,35378,6665,4613,3817,267,75,28334,2878,2603,2735,1585,65,19689,2782,2081,1994,99,4,7369,3508,3675,3261,411,48,23680,3862,3006,3754,879,44,40160,5388,4209,2998,643,48,23825,3345,2834,4294,219,67,21768,3353,2338,2866,66,2,3694,1304
