blue_top_xp,blue_top_total_gold,blue_top_current_gold,blue_top_cs,blue_top_dmg_done,blue_top_dmg_taken,blue_jg_xp,blue_jg_total_gold,blue_jg_current_gold,blue_jg_cs,blue_jg_dmg_done,blue_jg_dmg_taken,blue_mid_xp,blue_mid_total_gold,blue_mid_current_gold,blue_mid_cs,blue_mid_dmg_done,blue_mid_dmg_taken,blue_bot_xp,blue_bot_total_gold,blue_bot_current_gold,blue_bot_cs,blue_bot_dmg_done,blue_bot_dmg_taken,blue_sup_xp,blue_sup_total_gold,blue_sup_current_gold,blue_sup_cs,blue_sup_dmg_done,blue_sup_dmg_taken,red_top_xp,red_top_total_gold,red_top_current_gold,red_top_cs,red_top_dmg_done,red_top_dmg_taken,red_jg_xp,red_jg_total_gold,red_jg_current_gold,red_jg_cs,red_jg_dmg_done,red_jg_dmg_taken,red_mid_xp,red_mid_total_gold,red_mid_current_gold,red_mid_cs,red_mid_dmg_done,red_mid_dmg_taken,red_bot_xp,red_bot_total_gold,red_bot_current_gold,red_bot_cs,red_bot_dmg_done,red_bot_dmg_taken,red_sup_xp,red_sup_total_gold,red_sup_current_gold,red_sup_cs,red_sup_dmg_done,red_sup_dmg_taken
0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0
0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,505,5,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0
185,584,84,3,760,111,430,621,121,6,3700,762,276,620,120,6,1592,64,113,589,89,3,914,230,113,523,23,0,302,134,61,542,42,1,441,316,325,601,101,4,2650,453,276,561,61,2,873,128,113,563,63,2,152,0,113,523,23,0,0,107
798,916,416,15,3403,361,836,982,482,16,12266,1723,924,999,499,19,3955,141,337,774,274,7,1564,805,461,741,241,0,837,134,676,797,297,8,1794,618,552,897,47,8,5024,1262,863,874,374,11,2886,133,505,1334,834,14,2160,151,505,824,324,3,847,124
986,1134,284,18,4418,1240,1011,1185,685,20,14396,2967,1200,1208,708,24,6189,206,788,1132,632,18,4262,994,912,980,480,0,1787,339,1244,1358,858,11,4229,1341,769,1420,570,12,7987,2361,1242,1151,651,16,4391,836,618,1511,136,17,2409,541,618,993,493,5,1289,246
986,1256,106,18,4716,2078,1113,1388,188,24,16669,3210,1445,1356,81,26,6795,353,788,1254,104,18,4262,994,912,1114,264,0,1787,339,1524,1576,191,14,5949,1474,972,1660,810,16,10969,2811,1303,1273,23,16,4524,836,1181,1955,580,34,4142,601,1181,1190,690,6,1493,246
1295,1473,323,21,5225,2078,1634,1761,561,36,26616,3988,1939,1669,394,35,8789,381,1377,1608,458,29,7395,1137,1438,1361,511,0,2430,739,1923,1832,372,22,7055,1568,1074,1863,263,20,14160,3183,1950,1593,343,25,6289,962,1463,2232,857,42,6329,800,1463,1325,825,6,1676,769
1695,1714,564,27,6571,2170,1858,1981,781,40,31706,4841,2432,1950,675,44,12473,1487,1965,1936,786,38,10375,1368,1514,1515,365,0,2629,1558,2632,2129,669,32,10073,1771,1931,2375,775,31,20139,3597,2481,2068,818,28,8356,1206,2000,2902,577,54,9195,1162,2000,1696,1196,8,2894,912
2099,1989,839,32,7606,2403,2222,2249,174,48,38206,6197,3171,2283,573,57,17484,1497,2247,2274,174,48,12923,1376,1886,1665,515,0,3506,1558,3433,2468,1008,45,13253,1865,2415,2759,1159,43,28654,4254,2633,2433,98,29,9281,1206,2356,3254,479,64,11216,1162,2264,1942,367,11,3287,912
2558,2287,1137,43,9818,2718,2778,2576,496,57,44761,7192,3684,2781,1071,66,20485,1913,2648,2616,516,57,16390,1693,2226,1872,722,0,4053,1739,4081,2859,1399,57,18967,2030,2804,3201,1601,47,37167,5268,3341,2765,430,39,13543,1267,2814,3624,849,75,14898,1536,2660,2148,573,12,3655,953
