blue_top_xp,blue_top_total_gold,blue_top_current_gold,blue_top_cs,blue_top_dmg_done,blue_top_dmg_taken,blue_jg_xp,blue_jg_total_gold,blue_jg_current_gold,blue_jg_cs,blue_jg_dmg_done,blue_jg_dmg_taken,blue_mid_xp,blue_mid_total_gold,blue_mid_current_gold,blue_mid_cs,blue_mid_dmg_done,blue_mid_dmg_taken,blue_bot_xp,blue_bot_total_gold,blue_bot_current_gold,blue_bot_cs,blue_bot_dmg_done,blue_bot_dmg_taken,blue_sup_xp,blue_sup_total_gold,blue_sup_current_gold,blue_sup_cs,blue_sup_dmg_done,blue_sup_dmg_taken,red_top_xp,red_top_total_gold,red_top_current_gold,red_top_cs,red_top_dmg_done,red_top_dmg_taken,red_jg_xp,red_jg_total_gold,red_jg_current_gold,red_jg_cs,red_jg_dmg_done,red_jg_dmg_taken,red_mid_xp,red_mid_total_gold,red_mid_current_gold,red_mid_cs,red_mid_dmg_done,red_mid_dmg_taken,red_bot_xp,red_bot_total_gold,red_bot_current_gold,red_bot_cs,red_bot_dmg_done,red_bot_dmg_taken,red_sup_xp,red_sup_total_gold,red_sup_current_gold,red_sup_cs,red_sup_dmg_done,red_sup_dmg_taken
0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0
0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0
185,584,84,3,293,75,425,631,131,6,4475,657,276,580,80,4,1138,9,75,563,63,2,644,127,75,583,83,0,613,120,185,584,84,3,722,0,475,666,166,8,6021,747,185,581,81,3,431,122,113,563,63,2,264,182,113,523,23,0,134,89
863,934,434,13,9028,624,876,981,481,16,8654,1126,833,896,396,12,3097,315,431,818,318,9,2049,136,461,771,271,1,1343,444,554,804,304,8,2279,615,810,964,464,16,13118,1838,801,914,414,13,2277,601,450,881,381,13,1666,387,450,704,204,2,796,370
1344,1454,179,17,10605,1232,904,1104,254,16,10400,2122,1416,1190,690,23,5648,917,601,976,176,11,2497,924,939,1057,557,6,3787,759,1109,1060,110,16,4554,1433,1100,1622,22,21,14964,2396,1477,1248,748,26,4657,1046,895,1462,962,25,4571,1041,864,1374,874,5,3027,886
1838,1716,91,22,13786,2412,1322,1420,570,26,13737,2691,2005,1520,150,33,8552,1208,1276,1350,550,23,4330,1401,1088,1265,290,7,4370,843,1748,1472,522,24,7347,2491,1570,2204,604,28,19688,2716,2003,1512,1012,31,6421,1878,1066,1710,215,29,5538,1410,1035,1550,150,7,4325,912
2299,2000,375,31,15204,2543,1903,2052,1202,33,21774,3563,2466,1768,248,41,11006,1256,1803,2193,1388,30,7891,1697,1396,1760,50,7,5598,1865,1871,1616,116,25,7449,2613,1909,2450,850,35,25700,3238,2282,1753,253,35,7753,2507,1385,2245,100,36,8771,2142,1355,1855,55,8,5017,1955
2701,2286,661,38,20493,3155,2047,2215,240,36,23257,3671,3114,2133,613,52,15863,2338,2124,2336,81,31,8661,1707,1649,2370,660,9,6506,1874,2642,2007,307,38,13559,2625,2313,2733,1133,41,31750,4624,2896,2014,514,43,13006,3082,2005,2671,526,51,13262,2142,1542,1990,190,8,5017,1955
3401,2704,1079,52,23652,3397,2571,2483,508,44,31547,4892,3762,2505,180,64,19616,2338,2541,2682,422,41,11162,1791,1974,2583,873,10,8053,2187,3197,2345,345,48,16194,2685,2571,3008,303,46,35359,4945,3420,2329,429,52,18799,3091,2304,2897,752,54,14966,2644,1656,2193,393,9,5666,1960
3616,2862,187,54,25386,4680,2710,2633,253,46,33040,6096,4373,2858,533,74,25421,2338,3295,3434,1174,49,17891,2261,2110,2772,162,11,8575,2922,4015,3451,1451,62,24110,3958,2958,3593,88,48,38643,6108,4038,2708,808,64,23358,3971,2598,3482,487,59,16811,3466,2318,2662,862,16,7141,2946
