blue_top_xp,blue_top_total_gold,blue_top_current_gold,blue_top_cs,blue_top_dmg_done,blue_top_dmg_taken,blue_jg_xp,blue_jg_total_gold,blue_jg_current_gold,blue_jg_cs,blue_jg_dmg_done,blue_jg_dmg_taken,blue_mid_xp,blue_mid_total_gold,blue_mid_current_gold,blue_mid_cs,blue_mid_dmg_done,blue_mid_dmg_taken,blue_bot_xp,blue_bot_total_gold,blue_bot_current_gold,blue_bot_cs,blue_bot_dmg_done,blue_bot_dmg_taken,blue_sup_xp,blue_sup_total_gold,blue_sup_current_gold,blue_sup_cs,blue_sup_dmg_done,blue_sup_dmg_taken,red_top_xp,red_top_total_gold,red_top_current_gold,red_top_cs,red_top_dmg_done,red_top_dmg_taken,red_jg_xp,red_jg_total_gold,red_jg_current_gold,red_jg_cs,red_jg_dmg_done,red_jg_dmg_taken,red_mid_xp,red_mid_total_gold,red_mid_current_gold,red_mid_cs,red_mid_dmg_done,red_mid_dmg_taken,red_bot_xp,red_bot_total_gold,red_bot_current_gold,red_bot_cs,red_bot_dmg_done,red_bot_dmg_taken,red_sup_xp,red_sup_total_gold,red_sup_current_gold,red_sup_cs,red_sup_dmg_done,red_sup_dmg_taken
0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0
0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,785,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,6,550,50,0,371,0,6,562,62,0,211,0,6,500,0,0,0,0,6,940,440,0,202,0
185,584,84,3,668,74,325,601,101,4,3159,849,185,561,61,2,269,837,113,584,84,3,571,17,113,544,44,1,346,145,185,584,84,3,627,94,331,651,151,4,3110,910,283,674,174,5,1280,0,120,584,84,3,655,158,120,1003,78,0,803,199
677,818,318,9,2070,401,676,886,386,12,8525,1770,893,887,387,12,2260,1295,469,881,381,13,2118,192,469,678,178,1,417,295,552,832,332,11,2175,729,841,1004,504,16,10600,1747,900,963,463,14,4006,92,457,790,290,8,1661,336,457,1177,252,0,1652,270
1355,1204,704,22,3121,413,880,1170,670,20,10268,2057,1446,1175,675,22,3647,1615,733,1130,630,20,3126,373,733,869,369,4,940,883,552,955,105,11,3229,729,1016,1207,57,20,12915,2147,1453,1274,774,24,6616,97,956,1109,609,20,4133,449,833,1406,481,1,2801,288
1748,1730,1230,26,4304,941,955,1512,12,20,10534,3913,2125,1475,975,33,5895,2082,901,1294,44,23,4705,1374,963,1003,53,4,1403,1549,950,1623,773,14,4267,846,1125,1704,79,20,14580,3346,2167,1671,1171,34,10259,236,1448,1877,27,29,7489,1001,1324,2070,95,1,5006,945
2024,1958,208,32,4836,951,1430,1825,325,28,16964,5027,2711,1841,416,45,9791,2204,1495,1707,457,37,7989,2066,1250,1240,285,7,2863,2337,1592,1942,217,26,7741,858,1590,2030,405,28,24730,4223,2629,1997,197,44,13418,245,1692,2126,276,36,11260,1443,1569,2285,310,1,6548,971
2796,2342,592,44,6606,1095,1780,2088,588,36,22703,6530,3200,2170,745,53,13417,3519,1529,2279,534,37,8872,2107,1285,1449,419,7,3197,3080,1654,2064,339,26,7741,858,1999,2318,693,36,31237,6018,3210,2514,714,56,17952,245,2009,2660,460,44,15177,1513,1885,2493,518,2,8290,2304
3597,2716,966,59,9643,1116,1793,2215,365,36,22703,6740,3721,2536,261,65,16382,3737,1733,2478,333,41,10331,3437,1591,1694,64,10,5176,3674,1846,2279,554,31,9718,892,2051,2515,40,36,31494,6382,3683,3110,55,66,22217,624,2773,3524,1324,57,22513,1844,2083,2776,501,2,8817,2304
4245,3086,1336,70,14583,1838,2574,2606,756,46,33421,8421,4346,2902,627,76,20745,4092,2075,2772,622,51,13018,3841,1896,1874,244,12,5686,4352,2493,2589,64,39,12845,1744,2400,2758,283,40,39599,7816,4331,3692,637,79,28626,910,3313,3929,1729,70,28603,2382,2327,2981,706,6,10561,2509
