blue_top_xp,blue_top_total_gold,blue_top_current_gold,blue_top_cs,blue_top_dmg_done,blue_top_dmg_taken,blue_jg_xp,blue_jg_total_gold,blue_jg_current_gold,blue_jg_cs,blue_jg_dmg_done,blue_jg_dmg_taken,blue_mid_xp,blue_mid_total_gold,blue_mid_current_gold,blue_mid_cs,blue_mid_dmg_done,blue_mid_dmg_taken,blue_bot_xp,blue_bot_total_gold,blue_bot_current_gold,blue_bot_cs,blue_bot_dmg_done,blue_bot_dmg_taken,blue_sup_xp,blue_sup_total_gold,blue_sup_current_gold,blue_sup_cs,blue_sup_dmg_done,blue_sup_dmg_taken,red_top_xp,red_top_total_gold,red_top_current_gold,red_top_cs,red_top_dmg_done,red_top_dmg_taken,red_jg_xp,red_jg_total_gold,red_jg_current_gold,red_jg_cs,red_jg_dmg_done,red_jg_dmg_taken,red_mid_xp,red_mid_total_gold,red_mid_current_gold,red_mid_cs,red_mid_dmg_done,red_mid_dmg_taken,red_bot_xp,red_bot_total_gold,red_bot_current_gold,red_bot_cs,red_bot_dmg_done,red_bot_dmg_taken,red_sup_xp,red_sup_total_gold,red_sup_current_gold,red_sup_cs,red_sup_dmg_done,red_sup_dmg_taken
0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0
0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,13,900,50,0,404,675,13,680,180,0,682,591,0,505,5,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,13,575,75,0,462,745,13,880,380,0,804,341
185,542,42,1,1292,152,525,671,171,8,3297,756,246,587,87,4,905,166,150,973,118,3,964,895,150,783,153,0,1134,726,185,589,89,3,297,0,325,601,101,4,4752,740,215,541,41,1,306,217,150,669,164,4,1384,901,150,953,78,0,940,708
885,1198,698,11,3546,1041,1010,1034,534,20,12470,2104,700,1088,163,9,2890,936,402,1552,47,7,2822,1385,402,1360,80,1,2169,1138,492,813,183,8,1801,885,675,878,378,12,9635,1651,666,1002,102,4,1467,994,281,847,342,7,2065,1453,281,1143,118,0,1345,1136
1314,1461,61,19,5267,1244,1340,1350,415,24,15498,2599,1067,1336,411,17,5325,1724,516,1937,32,9,3610,2083,687,2204,94,3,2991,1211,1201,1177,547,19,4130,1386,1125,1237,737,24,15086,1956,1333,1336,436,14,4362,1733,594,1522,167,11,3055,2179,471,1493,118,0,1685,1799
1863,1793,393,28,8595,1614,1572,1577,287,29,18183,3157,1562,1675,350,28,8242,1866,1068,2348,438,24,6725,2239,1087,2428,318,3,3740,1503,1941,1489,859,27,5671,1800,1474,1546,1046,33,23426,3187,2011,1569,294,22,7787,1733,859,1749,394,17,4394,2366,797,1732,357,0,2129,2363
1931,2066,116,28,9477,3044,1766,2340,1050,29,20577,4415,1688,2098,423,28,8416,2789,1557,2868,958,39,12185,2297,1576,2754,644,4,5826,1563,2025,1776,346,27,6506,2757,1558,2309,9,33,24151,4116,2095,1847,137,22,9613,3296,1032,1934,579,21,6375,3084,1063,1939,214,3,2537,2940
2670,2391,441,40,12163,3061,2148,2645,415,37,28920,5108,2243,2579,904,32,11843,3746,1972,3539,1629,48,15796,3031,1991,3357,1247,4,8431,2187,2703,2059,629,37,9460,2943,2042,2649,349,45,30633,4521,2446,2087,377,30,13301,3843,1468,2248,743,29,9206,3737,1346,2198,73,3,3226,3732
3421,2951,1001,46,16778,3870,2508,2983,753,45,37908,7071,2531,2859,84,33,12554,3899,2320,3801,291,53,17436,3031,2028,3497,112,4,8431,2187,3350,2398,968,47,14746,4069,2610,3042,737,57,37156,5138,2660,2248,538,33,14960,4935,1925,2544,1039,36,11655,3737,1597,2478,353,4,4532,3964
4048,3297,1342,56,23269,3870,2594,3256,126,45,39646,8091,3190,3491,711,41,18421,4359,2851,4574,1064,67,22396,3303,2528,3825,440,4,10917,2837,3402,2595,280,47,14917,4514,3018,3445,1140,65,48028,6795,3299,3010,1300,42,18558,5384,2286,2758,1253,41,14664,5001,1897,2707,582,4,5352,4671
