blue_top_xp,blue_top_total_gold,blue_top_current_gold,blue_top_cs,blue_top_dmg_done,blue_top_dmg_taken,blue_jg_xp,blue_jg_total_gold,blue_jg_current_gold,blue_jg_cs,blue_jg_dmg_done,blue_jg_dmg_taken,blue_mid_xp,blue_mid_total_gold,blue_mid_current_gold,blue_mid_cs,blue_mid_dmg_done,blue_mid_dmg_taken,blue_bot_xp,blue_bot_total_gold,blue_bot_current_gold,blue_bot_cs,blue_bot_dmg_done,blue_bot_dmg_taken,blue_sup_xp,blue_sup_total_gold,blue_sup_current_gold,blue_sup_cs,blue_sup_dmg_done,blue_sup_dmg_taken,red_top_xp,red_top_total_gold,red_top_current_gold,red_top_cs,red_top_dmg_done,red_top_dmg_taken,red_jg_xp,red_jg_total_gold,red_jg_current_gold,red_jg_cs,red_jg_dmg_done,red_jg_dmg_taken,red_mid_xp,red_mid_total_gold,red_mid_current_gold,red_mid_cs,red_mid_dmg_done,red_mid_dmg_taken,red_bot_xp,red_bot_total_gold,red_bot_current_gold,red_bot_cs,red_bot_dmg_done,red_bot_dmg_taken,red_sup_xp,red_sup_total_gold,red_sup_current_gold,red_sup_cs,red_sup_dmg_done,red_sup_dmg_taken
0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0
0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,50,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0
61,556,56,1,323,321,478,660,160,7,3893,682,246,607,107,5,515,111,0,521,21,0,501,0,0,523,23,0,265,0,215,598,98,4,944,359,325,601,151,4,3753,921,185,581,81,3,383,98,131,598,98,4,828,0,131,523,23,0,0,0
738,858,358,10,1293,326,676,886,386,12,8370,1016,706,874,74,14,1757,929,450,846,346,11,1427,159,450,713,213,3,1011,11,738,860,360,12,1905,448,939,1395,945,17,12494,1866,703,978,478,10,1672,549,337,853,353,12,2178,71,337,678,178,1,363,0
1416,1153,653,17,2570,1000,772,1143,643,13,9194,1278,1105,1189,389,22,4336,1509,817,1204,704,18,3976,1218,817,1208,708,5,2835,1108,1325,1235,735,23,5226,840,1121,1853,1398,18,13241,2678,1476,1330,830,22,5195,807,662,1092,592,16,3720,1083,545,894,94,3,968,815
1508,1275,75,17,2640,1722,1008,1548,263,17,12404,1698,1473,1485,210,29,6312,2053,979,1716,266,22,4436,1218,1352,1405,205,8,3661,1116,1785,1504,154,32,7767,1092,1521,2481,2026,26,18338,3690,2069,1741,106,33,8372,912,784,1380,130,17,3947,1301,870,1133,333,6,2276,860
1816,1767,142,17,3501,2207,1499,1914,629,27,20771,2439,2151,1947,672,38,10292,2240,1536,2680,1230,33,7686,2440,1882,1893,693,9,6194,1607,2196,1948,248,33,8636,2168,1931,2792,202,34,22167,4356,2592,2001,366,41,13308,1192,952,1594,344,22,6189,2309,1039,1289,14,7,2972,1852
2640,2216,-159,18,5164,3843,1921,2361,26,31,25740,3479,2857,2481,1206,45,14656,3460,1767,3089,89,39,9420,2481,2051,2083,108,12,7397,1607,3088,2503,53,41,12129,4005,2051,2914,324,34,22424,5247,3234,2534,34,45,15845,3643,1382,1905,355,34,8805,2319,1194,1437,162,8,3118,1913
3072,2501,76,26,7482,3843,2335,2681,346,39,32976,4410,2999,2636,161,47,15213,4063,2173,3883,83,48,13768,3183,2460,2404,429,15,9649,1659,3283,2745,290,44,12640,4057,2449,3267,672,43,29310,5949,3942,2916,416,58,20633,4227,1551,2132,282,40,10414,3394,1734,1724,449,13,4003,1933
3390,3237,812,27,9249,4513,2795,2990,655,47,45755,5615,3714,3215,740,56,19046,4195,3243,5203,1403,52,19098,5115,2683,2723,298,15,10868,3002,4206,3254,799,62,17128,4632,2736,3517,72,47,32391,7619,4267,3437,137,64,23786,5848,1837,2500,150,46,12932,4566,1926,1930,180,14,4764,3104
