blue_top_xp,blue_top_total_gold,blue_top_current_gold,blue_top_cs,blue_top_dmg_done,blue_top_dmg_taken,blue_jg_xp,blue_jg_total_gold,blue_jg_current_gold,blue_jg_cs,blue_jg_dmg_done,blue_jg_dmg_taken,blue_mid_xp,blue_mid_total_gold,blue_mid_current_gold,blue_mid_cs,blue_mid_dmg_done,blue_mid_dmg_taken,blue_bot_xp,blue_bot_total_gold,blue_bot_current_gold,blue_bot_cs,blue_bot_dmg_done,blue_bot_dmg_taken,blue_sup_xp,blue_sup_total_gold,blue_sup_current_gold,blue_sup_cs,blue_sup_dmg_done,blue_sup_dmg_taken,red_top_xp,red_top_total_gold,red_top_current_gold,red_top_cs,red_top_dmg_done,red_top_dmg_taken,red_jg_xp,red_jg_total_gold,red_jg_current_gold,red_jg_cs,red_jg_dmg_done,red_jg_dmg_taken,red_mid_xp,red_mid_total_gold,red_mid_current_gold,red_mid_cs,red_mid_dmg_done,red_mid_dmg_taken,red_bot_xp,red_bot_total_gold,red_bot_current_gold,red_bot_cs,red_bot_dmg_done,red_bot_dmg_taken,red_sup_xp,red_sup_total_gold,red_sup_current_gold,red_sup_cs,red_sup_dmg_done,red_sup_dmg_taken
0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0
0,500,0,0,0,0,0,510,10,0,600,41,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,508,58,0,41,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0
185,542,42,1,142,0,462,657,157,7,4511,813,185,571,71,2,327,0,113,584,84,3,902,52,113,523,23,0,214,0,185,521,21,0,442,0,526,707,257,8,4387,298,276,600,100,5,915,122,113,584,84,3,483,0,113,523,23,0,0,0
737,790,290,9,4094,455,729,1337,837,13,9652,1348,798,917,417,16,2363,53,363,1495,995,6,3351,744,431,809,309,1,527,1329,738,783,283,8,2948,461,1034,1071,621,20,13319,1310,578,801,301,10,2054,647,362,1118,618,10,2679,992,337,777,277,0,971,816
1477,1123,623,21,7445,687,831,1540,165,17,11081,1444,1292,1218,243,24,4251,199,459,1677,227,7,3669,1207,527,1003,203,2,790,1444,1416,1155,655,20,5847,926,1457,1365,915,29,16647,1650,1225,1075,575,20,5225,676,622,1621,241,15,4188,992,756,1078,578,5,1621,816
2056,1720,1220,28,10955,1451,1306,2028,653,25,15420,1875,1972,1567,592,35,5223,199,929,2024,574,18,6407,1890,997,1215,415,4,1194,2030,1533,1291,41,21,6206,1752,1686,1648,268,34,19804,1843,1615,1351,851,26,7097,1451,962,1960,580,25,7381,1493,1095,1312,812,5,2924,1113
2303,1972,222,33,13450,1672,1509,2274,899,30,23080,2442,2773,1997,1022,50,9659,445,1085,2167,117,19,6596,1944,1120,1349,149,4,1194,2229,2120,1540,290,28,8457,2012,2075,1865,480,39,25431,2610,2352,1757,1257,40,11922,1664,1413,2513,1133,37,12156,1498,1547,1736,1236,6,4631,1516
3041,2311,561,46,17665,1769,1859,2525,1150,37,25699,2686,3233,2266,1291,59,11213,445,1581,2534,484,33,10314,1944,1402,1526,326,6,1974,2426,2519,1741,491,33,9968,2045,2465,2170,785,47,32035,3198,2413,1907,232,42,12186,1664,1620,2740,410,43,14357,1498,1754,1890,140,6,4991,1516
3492,2627,877,52,22971,2135,1859,2647,1272,37,27020,3810,3654,2569,1594,66,13562,631,1808,2782,732,37,12129,2135,1733,1781,581,9,2880,3444,3320,2184,934,49,13953,2105,2533,2609,1224,47,33584,3513,3029,2392,717,51,16591,2198,2071,3148,818,57,18998,1701,2243,2157,402,7,6319,2684
3769,2834,184,57,26014,2299,2197,2886,261,43,34287,4448,4128,3056,836,70,16401,855,2322,3082,1032,47,15879,2560,2051,2190,140,9,3372,3776,3812,2818,1568,58,19940,2405,2709,2857,172,51,38710,4704,3715,3066,1386,62,20147,2521,2470,3626,1296,63,22846,1812,2325,2433,203,7,6758,3324
4417,3217,567,69,31140,2499,3038,3344,714,58,45393,5293,4442,3279,999,75,17443,889,2752,3268,268,51,18456,2594,2113,2324,274,9,3372,3848,4365,3129,329,69,25574,2763,3223,3185,495,60,45376,5673,4115,3300,245,69,24524,2532,3149,3974,1644,73,26918,1879,2387,2599,369,9,7362,3324
4417,3340,255,69,32123,3964,3356,3585,305,63,49661,6660,4782,3623,503,82,20114,2328,3351,3508,508,58,23109,3323,2262,2588,38,11,4232,5197,4734,3777,977,69,28334,3455,3951,3812,1122,68,52317,6507,4724,4666,1611,73,30750,4295,3431,4271,391,79,32375,2733,3020,3014,784,13,10308,4129
5095,3764,679,83,37805,4009,3608,3851,571,68,61423,7269,5244,3921,736,89,27040,2328,3594,3703,153,62,24760,4075,2501,2771,221,14,5661,5902,5443,4407,1607,80,34031,3629,4552,4257,1567,80,63885,8340,4972,4929,399,78,33780,4373,3935,4956,451,86,37788,3129,3183,3432,27,13,11029,4362
5531,4079,994,93,43785,4310,4027,4108,828,75,67106,7755,5797,4254,1069,101,32340,2509,4170,4121,571,76,30148,4167,2789,3023,168,16,6794,6024,5719,4635,135,86,35593,3806,4975,4558,93,88,73082,9261,5525,5212,682,87,39746,4406,4236,5191,236,93,41842,3336,3329,3668,258,14,11650,4590
6240,4876,1791,108,51931,4401,4256,4406,201,76,68205,8765,6045,4826,6,107,35052,3081,4381,4322,172,81,34559,5114,3270,3384,524,21,8183,6553,6082,4815,315,87,35821,4066,5437,4869,404,92,76367,9612,5864,5459,929,95,46348,5287,4599,5563,608,102,49331,3404,3462,3892,482,15,12815,6042
6902,5301,346,121,59116,5106,4547,4638,433,80,72338,10084,6107,4969,149,108,36058,4438,4766,4604,454,87,37731,6768,3503,3629,319,23,10101,8333,6532,5142,642,93,40880,5620,6010,5230,765,100,88830,10398,7068,6744,2214,110,59072,6982,5171,6426,1471,109,55403,4004,3868,4408,998,19,15876,6735
7619,5742,347,134,66738,7251,4585,4796,236,81,76041,10974,6971,6193,1373,118,40749,4575,5042,4817,167,92,41637,6827,3677,3856,546,24,11112,8417,7165,5820,700,104,48283,5726,6725,5747,1282,108,98103,11007,7435,7236,731,110,60745,7343,5529,6741,336,113,61035,5440,3945,4655,145,22,17272,6735
7698,5888,93,135,67313,7765,5249,5127,567,89,84297,11707,7619,6555,1735,130,46414,4987,5276,5137,487,95,44033,7847,3937,4067,252,27,12416,10229,7441,6097,977,110,53592,6221,7109,6355,1890,114,104417,11506,8211,7795,1290,124,70232,7891,5995,7432,952,121,68221,5817,4379,4996,481,27,19822,7657
8155,6136,126,143,72311,8528,5625,5390,325,94,92764,12318,8293,6950,880,142,53956,5428,5488,5434,784,101,49059,8003,4150,4207,392,27,12676,10396,8065,6403,183,118,58380,6514,8085,6897,57,126,119500,12616,8860,8454,1949,133,79026,8291,6157,7732,77,125,75100,6958,4501,5186,171,27,20289,7657
8462,6378,368,150,76413,10966,6069,5610,545,98,98793,12946,8664,7225,305,147,57781,5428,5656,5647,122,106,51919,9330,4468,4382,562,28,12878,11825,8749,6768,548,126,64695,6807,8415,7462,622,130,126101,12789,9031,8630,151,133,80969,8513,6677,7993,338,131,81587,7070,4697,5376,361,28,21652,8336
8625,6625,610,152,77342,10966,6685,6044,354,106,104153,14497,9128,7497,577,149,62035,6019,6035,6419,894,107,54113,11171,4598,4523,303,28,12878,12885,8975,7080,460,128,67117,8955,9463,7958,1118,146,142080,15008,9314,9306,827,137,87061,10656,7050,8909,1254,135,87948,7575,5185,5861,836,30,22241,8659
9301,6986,971,166,89925,11520,6935,6328,638,112,114481,15568,9227,7777,857,154,64767,6523,6184,6597,1067,109,57501,12102,4842,4718,498,29,14008,13250,9273,7245,625,130,69457,10968,9921,8310,345,154,155720,15440,9395,9561,1081,141,89864,10786,7326,9137,182,141,96481,7695,5185,6001,76,30,22391,8659
9630,7223,1208,172,96129,12356,7781,6755,1060,127,126610,16268,9270,7932,312,154,65817,6706,6203,6719,1189,109,58421,12102,5139,4859,339,29,14194,15599,10145,7767,147,130,72912,11924,11403,9615,1650,164,166545,17481,10380,10223,1743,146,96754,13128,8397,9983,1023,149,107480,8831,6012,6672,747,30,24018,9422
10180,7345,1330,172,98071,13977,7781,6878,33,127,127787,17280,9289,8091,471,154,67271,8457,6252,6870,1340,111,59141,13868,5458,4999,79,29,14658,17597,10752,8218,598,133,77644,15143,11912,10148,2183,168,172321,17803,10982,11173,2693,149,105059,16357,9021,10538,1579,158,117576,10142,6716,7558,783,32,27741,10770
10950,7757,92,184,107807,14164,8344,7200,355,134,136701,17515,9558,8283,663,158,70438,10212,6925,7225,390,119,65594,14443,6264,5153,233,30,16164,17853,11143,8398,278,136,79134,15143,12325,10522,57,176,185296,18771,11038,11295,116,149,105484,16603,9174,10761,176,164,128140,10142,6716,7698,923,32,27973,10770
10975,7866,201,184,109796,16510,8369,7309,464,134,138076,19093,9739,8545,925,160,74958,13436,6925,7334,499,119,68398,16669,6264,5279,359,30,16394,20284,11965,9139,1019,147,87557,16586,13035,10996,531,188,207313,19984,11881,11806,627,153,111520,20361,9914,11538,953,169,138617,12574,7728,8102,1327,32,31909,11329
