blue_top_xp,blue_top_total_gold,blue_top_current_gold,blue_top_cs,blue_top_dmg_done,blue_top_dmg_taken,blue_jg_xp,blue_jg_total_gold,blue_jg_current_gold,blue_jg_cs,blue_jg_dmg_done,blue_jg_dmg_taken,blue_mid_xp,blue_mid_total_gold,blue_mid_current_gold,blue_mid_cs,blue_mid_dmg_done,blue_mid_dmg_taken,blue_bot_xp,blue_bot_total_gold,blue_bot_current_gold,blue_bot_cs,blue_bot_dmg_done,blue_bot_dmg_taken,blue_sup_xp,blue_sup_total_gold,blue_sup_current_gold,blue_sup_cs,blue_sup_dmg_done,blue_sup_dmg_taken,red_top_xp,red_top_total_gold,red_top_current_gold,red_top_cs,red_top_dmg_done,red_top_dmg_taken,red_jg_xp,red_jg_total_gold,red_jg_current_gold,red_jg_cs,red_jg_dmg_done,red_jg_dmg_taken,red_mid_xp,red_mid_total_gold,red_mid_current_gold,red_mid_cs,red_mid_dmg_done,red_mid_dmg_taken,red_bot_xp,red_bot_total_gold,red_bot_current_gold,red_bot_cs,red_bot_dmg_done,red_bot_dmg_taken,red_sup_xp,red_sup_total_gold,red_sup_current_gold,red_sup_cs,red_sup_dmg_done,red_sup_dmg_taken
0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0
0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0
185,563,63,2,149,0,355,622,122,5,5221,733,215,574,74,3,640,136,113,584,84,3,841,0,113,528,28,0,132,75,185,563,63,2,704,81,462,647,147,7,4168,812,276,625,125,6,1044,86,136,594,89,4,816,0,136,533,33,0,2,0
738,818,318,9,1833,551,767,976,471,13,8599,1533,768,822,322,10,2776,716,420,1338,838,13,2877,364,450,784,284,2,717,174,523,810,85,8,2030,805,851,986,486,16,10729,1646,829,919,419,16,2593,686,323,835,330,11,2421,167,323,709,59,2,723,975
1232,1113,613,17,4299,991,1052,1212,707,19,11111,1577,1321,1136,636,19,5684,845,702,1654,54,22,4361,374,732,1000,100,4,1527,262,1324,1215,490,22,4585,1399,1051,1179,254,20,12816,2154,1323,1147,647,20,7882,1350,842,1214,709,23,4118,192,719,918,268,4,1388,1078
1848,1466,266,28,6530,1198,1235,1419,914,23,16302,2225,1669,1324,89,23,7248,913,1059,1993,393,33,8485,1460,1090,1218,318,6,3236,896,1695,1505,30,29,7138,1399,1369,1499,574,24,15953,3056,1878,1449,374,29,9596,1405,1349,2123,1618,34,7652,661,1133,1211,561,6,2580,1515
2649,1848,648,43,11001,1535,1487,1660,105,27,19567,2603,1955,1593,353,28,8688,1249,1439,2423,473,43,12214,1586,1496,1496,596,9,3688,955,2248,1850,375,40,10461,1765,1729,1808,883,32,22687,3799,2342,1743,668,36,14562,1705,1518,2336,181,39,9665,717,1302,1367,-108,7,3056,1558
2987,2075,875,49,13252,2184,1913,1953,398,35,23620,3104,2446,1840,600,36,10919,1300,1739,2867,917,51,15836,1596,1797,1651,751,10,4016,955,2963,2265,784,54,14188,2435,2101,2113,1188,40,29153,4390,3017,2062,987,49,17325,1949,1818,2549,394,45,10830,921,1820,1571,96,11,3871,1707
3387,2344,1144,57,16191,3063,2429,2316,761,47,35795,4887,3094,2087,847,44,15064,1830,2003,3164,264,58,18081,1596,2061,1876,201,12,4818,972,3337,2505,275,59,16310,3239,2365,2315,1390,44,32712,5248,3665,2417,1342,60,21560,2493,2269,2965,810,59,14218,943,2272,1809,334,14,4711,1714
4004,2683,83,66,18798,3278,2735,2576,1016,52,38856,6288,3493,2302,137,50,18148,2299,2340,3475,575,69,22573,1887,2335,2052,377,14,5581,1100,3923,3073,843,71,23601,3539,2741,2603,303,48,36158,6174,4159,2736,486,69,24963,3040,2640,3541,1386,68,18735,1118,2643,2033,558,15,5758,2252
