blue_top_xp,blue_top_total_gold,blue_top_current_gold,blue_top_cs,blue_top_dmg_done,blue_top_dmg_taken,blue_jg_xp,blue_jg_total_gold,blue_jg_current_gold,blue_jg_cs,blue_jg_dmg_done,blue_jg_dmg_taken,blue_mid_xp,blue_mid_total_gold,blue_mid_current_gold,blue_mid_cs,blue_mid_dmg_done,blue_mid_dmg_taken,blue_bot_xp,blue_bot_total_gold,blue_bot_current_gold,blue_bot_cs,blue_bot_dmg_done,blue_bot_dmg_taken,blue_sup_xp,blue_sup_total_gold,blue_sup_current_gold,blue_sup_cs,blue_sup_dmg_done,blue_sup_dmg_taken,red_top_xp,red_top_total_gold,red_top_current_gold,red_top_cs,red_top_dmg_done,red_top_dmg_taken,red_jg_xp,red_jg_total_gold,red_jg_current_gold,red_jg_cs,red_jg_dmg_done,red_jg_dmg_taken,red_mid_xp,red_mid_total_gold,red_mid_current_gold,red_mid_cs,red_mid_dmg_done,red_mid_dmg_taken,red_bot_xp,red_bot_total_gold,red_bot_current_gold,red_bot_cs,red_bot_dmg_done,red_bot_dmg_taken,red_sup_xp,red_sup_total_gold,red_sup_current_gold,red_sup_cs,red_sup_dmg_done,red_sup_dmg_taken
0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0
0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0
185,584,84,3,585,325,363,616,111,5,3529,835,215,594,94,4,1122,81,113,584,84,3,399,0,113,523,23,0,0,141,185,584,84,3,700,141,300,586,86,4,5119,838,276,600,100,5,1089,206,131,598,98,4,1013,0,131,563,63,0,141,18
833,962,462,15,3627,824,761,908,403,13,6622,1178,862,946,446,16,4206,575,498,895,395,14,2049,495,398,735,230,4,947,404,738,839,339,11,3377,473,836,982,482,16,11550,1581,924,926,426,15,3572,887,450,867,367,13,3248,62,450,797,297,0,1314,164
1200,1169,64,20,5304,904,1061,1605,1100,14,8923,1907,1477,1208,708,24,7105,630,981,1825,1325,22,9183,1078,589,1045,165,4,1381,1269,1477,1218,718,24,6952,608,1061,1315,115,20,13739,2514,1477,1227,27,26,6584,1302,632,1405,905,14,4487,815,537,1087,212,0,1905,916
1909,1487,382,31,6438,904,1251,2102,1597,18,10950,2572,1783,1369,169,27,8309,630,1284,2404,4,24,11292,1363,691,1346,461,5,1626,2030,1539,1361,161,25,7277,608,1088,1458,-142,20,14500,3618,2001,1529,329,35,9114,1590,1073,1590,40,18,5686,1242,631,1286,61,0,2368,1652
2404,1802,697,39,9422,1369,1534,2574,459,22,13474,3135,2129,1831,196,30,10917,1791,1984,2864,464,38,15718,1439,710,1481,221,5,1626,2030,2309,1757,557,38,11322,1606,1483,1766,116,27,18777,3965,2463,2441,141,38,11266,2982,1346,1848,293,25,6558,1242,841,1421,196,0,2370,1652
3102,2192,1087,45,12766,2506,1960,3525,10,25,18901,4618,2682,2118,483,40,15947,2373,2226,3446,171,46,18631,2726,964,1854,194,7,2809,2488,3158,2333,133,47,14547,2789,1614,1984,-66,29,23053,5021,3026,2707,407,44,13751,3635,2310,2951,1396,40,11962,1477,954,1595,370,0,2733,2437
3538,2745,540,49,15196,2790,2311,3917,402,29,24049,5399,3330,2506,871,53,21834,2377,2742,3928,653,59,24588,2726,1266,2166,506,9,4231,2543,3927,2786,586,63,23881,5201,2279,2393,343,41,31616,6446,3674,3075,775,56,19249,4316,2848,3310,580,51,15184,1477,1028,1789,129,0,2920,2437
4186,3325,1120,62,22312,3399,2642,4158,643,33,27738,5619,3916,2858,373,64,26645,2677,3115,4278,998,69,27333,2956,1701,2420,760,12,5561,2934,4329,3065,365,69,26772,6284,2767,2695,295,49,38429,7253,4322,3467,1167,69,23989,5541,3102,3550,820,57,18182,1487,1282,1974,309,1,3051,2978
