blue_top_xp,blue_top_total_gold,blue_top_current_gold,blue_top_cs,blue_top_dmg_done,blue_top_dmg_taken,blue_jg_xp,blue_jg_total_gold,blue_jg_current_gold,blue_jg_cs,blue_jg_dmg_done,blue_jg_dmg_taken,blue_mid_xp,blue_mid_total_gold,blue_mid_current_gold,blue_mid_cs,blue_mid_dmg_done,blue_mid_dmg_taken,blue_bot_xp,blue_bot_total_gold,blue_bot_current_gold,blue_bot_cs,blue_bot_dmg_done,blue_bot_dmg_taken,blue_sup_xp,blue_sup_total_gold,blue_sup_current_gold,blue_sup_cs,blue_sup_dmg_done,blue_sup_dmg_taken,red_top_xp,red_top_total_gold,red_top_current_gold,red_top_cs,red_top_dmg_done,red_top_dmg_taken,red_jg_xp,red_jg_total_gold,red_jg_current_gold,red_jg_cs,red_jg_dmg_done,red_jg_dmg_taken,red_mid_xp,red_mid_total_gold,red_mid_current_gold,red_mid_cs,red_mid_dmg_done,red_mid_dmg_taken,red_bot_xp,red_bot_total_gold,red_bot_current_gold,red_bot_cs,red_bot_dmg_done,red_bot_dmg_taken,red_sup_xp,red_sup_total_gold,red_sup_current_gold,red_sup_cs,red_sup_dmg_done,red_sup_dmg_taken
0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0
5,525,25,0,240,64,5,950,450,0,103,0,5,545,45,0,229,282,5,595,95,0,117,0,5,525,25,0,255,458,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,741,190,0,520,20,0,64,755
190,588,88,2,536,89,330,1051,201,4,3434,772,282,665,165,6,1392,578,137,693,193,4,2939,9,137,553,53,0,255,506,185,568,68,2,719,0,325,601,101,4,3919,856,185,561,61,2,489,64,113,584,84,3,1223,190,113,563,63,0,111,755
929,945,445,14,3598,1179,840,1404,554,16,12307,1795,742,960,460,16,3799,1056,456,990,490,14,4538,321,456,736,236,3,1221,1115,768,935,435,14,4042,427,806,961,461,14,11907,1850,924,874,374,11,3517,703,527,990,490,17,3697,286,527,777,277,0,1038,1114
1167,1381,256,15,4314,1733,1216,1705,855,24,16315,2308,1391,1307,807,27,6054,1750,757,1278,778,21,6271,614,788,945,445,5,1934,1644,1128,1435,150,18,5787,908,1285,1325,825,26,17067,2486,1477,1103,603,17,5747,899,850,1288,788,27,5416,286,850,962,457,1,1260,1223
1404,1607,482,21,6621,2322,1371,1827,127,24,16407,2703,1824,1555,255,32,8304,2545,1247,1659,1159,33,8028,769,1277,1163,663,7,2856,1861,1775,1772,487,27,8658,1576,1594,1636,1136,34,22233,3192,2186,1445,945,28,12262,1347,1208,1634,1134,37,7891,310,1208,1116,611,1,1783,1223
2021,1894,69,28,9407,2856,1537,2046,346,28,20354,2901,1947,1706,106,34,9744,3358,1624,1981,1481,42,9791,894,1654,1379,879,10,3617,2071,2200,2204,54,36,10785,1637,1955,2149,49,38,26616,3933,2711,1693,133,36,15626,1805,1564,1939,1439,47,10160,520,1564,1291,786,1,2471,1305
2451,2129,229,35,13288,3015,2062,2844,1144,38,30069,3955,2409,2041,141,44,13447,4331,1865,2385,1885,44,11427,1665,1933,1888,1388,10,4925,2516,2753,2707,557,48,16618,1673,2393,2472,367,47,31851,4741,3170,1962,402,45,20861,2026,1990,2417,1917,56,11496,1604,1990,1825,1320,1,3471,2409
2665,2340,40,40,14609,4757,2197,3527,702,39,31443,4497,2859,2480,580,50,17255,5652,1991,2590,240,46,12107,1665,2104,2091,181,11,5232,2703,3141,3156,1006,53,19713,3048,2885,3096,991,55,39595,6776,3231,2084,524,45,21577,2238,2207,2630,330,61,12304,1635,2084,1979,174,1,3536,2503
3313,2665,365,48,18257,5460,2797,3951,1121,52,46223,5697,3349,2804,354,62,22164,5962,2592,3086,736,65,17294,1830,2704,2282,372,14,6142,3457,3508,3424,299,60,23271,3213,3303,3409,429,63,48510,7644,3539,2263,703,48,23941,2896,2564,2965,665,69,15985,1645,2349,2211,406,2,4507,2503
4353,3348,598,60,22950,6423,3359,4361,1531,62,54368,7224,3902,3279,829,73,28717,6278,2796,3720,170,67,18929,3002,2977,2811,46,15,8474,5000,4238,4161,1036,68,27946,4325,3805,3748,768,72,56798,8808,4340,2618,1058,59,27355,4041,2784,3267,367,76,18530,2865,2682,2811,256,2,5622,3639
5001,3894,744,71,32863,6538,3595,4594,464,66,59402,8508,4212,3905,180,79,33756,8155,3383,4086,536,78,24378,3051,2977,2952,187,15,8474,5000,4759,4442,242,74,30521,4325,4193,4628,68,77,59629,9268,4524,2762,352,60,27477,4041,3372,3750,850,80,21189,3059,3213,3161,606,2,7232,4138
5403,4164,289,76,35455,6732,4375,5170,1040,77,74240,10401,5036,4709,984,91,39126,8948,3952,4991,1441,91,29248,3905,3424,3346,581,17,10416,5316,5370,4722,522,84,36830,5703,4916,5470,905,88,73360,10008,5233,3340,930,73,35648,4313,3648,3942,192,84,23059,4267,3271,3519,964,3,8903,4286
6033,4377,502,81,39683,9169,4825,5510,20,85,82711,11072,5604,5313,463,101,46290,11082,4499,5732,2182,99,37800,5293,3999,3732,967,18,12171,7140,5674,5487,1287,86,40464,7021,5036,5640,1075,91,78053,11938,5390,3462,137,73,35955,5958,3901,4127,377,88,27293,5275,3642,3889,459,3,10411,4784
6543,4689,334,85,42217,9305,5732,6428,937,96,95793,12655,6278,6872,882,114,55964,11445,4714,5968,443,103,39141,5293,4345,4181,526,21,15843,7265,5961,5904,229,94,45520,7021,5438,5978,313,99,88746,12696,6098,4004,379,85,43344,7900,4299,4397,297,97,31786,6278,3929,4187,127,4,10770,4784
7190,5076,321,96,47337,9921,6663,6838,1348,112,114190,14746,6956,7302,562,128,64966,11483,4990,6174,574,108,43809,6698,4345,4322,67,22,17527,9335,6600,6684,1009,104,52542,7723,6279,6684,1019,107,98999,14355,6098,4131,106,85,45115,8615,4609,4645,545,101,35541,6528,4227,4682,618,5,12351,5819
8179,5508,453,101,52420,10415,6917,7100,295,116,118572,16038,7328,8217,1477,135,74051,11690,5432,6587,987,118,50211,7185,4610,4657,397,26,18874,9335,7172,7188,1008,118,59403,7945,6703,7048,503,117,108354,14913,6160,4554,94,85,45871,10188,5333,5101,1001,114,42540,6738,4375,4883,468,5,12581,6072
9207,6129,1074,109,60032,13133,8020,8121,1316,123,122725,17403,8119,8951,661,143,83079,14429,5976,7469,569,123,57252,8836,5083,5202,932,29,22511,9503,7543,7546,101,125,66506,9962,7366,7432,887,130,123707,17332,6877,4941,481,96,51348,10332,5852,5553,403,117,45621,8248,4761,5195,326,6,13382,7412
