blue_top_xp,blue_top_total_gold,blue_top_current_gold,blue_top_cs,blue_top_dmg_done,blue_top_dmg_taken,blue_jg_xp,blue_jg_total_gold,blue_jg_current_gold,blue_jg_cs,blue_jg_dmg_done,blue_jg_dmg_taken,blue_mid_xp,blue_mid_total_gold,blue_mid_current_gold,blue_mid_cs,blue_mid_dmg_done,blue_mid_dmg_taken,blue_bot_xp,blue_bot_total_gold,blue_bot_current_gold,blue_bot_cs,blue_bot_dmg_done,blue_bot_dmg_taken,blue_sup_xp,blue_sup_total_gold,blue_sup_current_gold,blue_sup_cs,blue_sup_dmg_done,blue_sup_dmg_taken,red_top_xp,red_top_total_gold,red_top_current_gold,red_top_cs,red_top_dmg_done,red_top_dmg_taken,red_jg_xp,red_jg_total_gold,red_jg_current_gold,red_jg_cs,red_jg_dmg_done,red_jg_dmg_taken,red_mid_xp,red_mid_total_gold,red_mid_current_gold,red_mid_cs,red_mid_dmg_done,red_mid_dmg_taken,red_bot_xp,red_bot_total_gold,red_bot_current_gold,red_bot_cs,red_bot_dmg_done,red_bot_dmg_taken,red_sup_xp,red_sup_total_gold,red_sup_current_gold,red_sup_cs,red_sup_dmg_done,red_sup_dmg_taken
0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0
0,500,0,0,106,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,57,0,500,0,0,57,106,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0
194,983,133,2,633,421,325,601,101,4,3613,836,194,661,161,2,396,141,113,563,63,2,110,0,162,593,43,0,67,69,185,584,84,3,663,676,325,601,101,4,2982,776,276,600,100,5,663,116,136,594,89,4,914,9,136,538,38,0,323,0
703,1364,514,9,2181,808,823,1235,735,13,7825,1730,842,961,461,10,1653,765,462,776,276,7,1103,519,481,861,311,1,634,560,522,788,288,8,1589,1468,860,969,469,16,8978,1572,829,907,407,16,2511,254,587,940,435,17,4024,316,587,792,292,0,1482,330
1553,1936,686,22,6086,1543,998,1462,312,17,10154,2296,1395,1170,670,15,2654,1164,782,976,476,11,2560,853,801,1076,526,1,1165,956,825,981,56,12,4238,2313,1163,1287,782,26,10726,2128,1477,1267,767,28,5017,413,850,1182,677,24,6117,745,850,987,487,0,2378,829
1706,2115,165,25,7577,2079,1433,2156,1001,26,15653,2668,1678,1550,225,17,3285,1394,1236,1364,864,23,3724,883,1254,1210,660,1,1165,956,1473,1348,423,23,6527,2807,1604,1665,1160,37,17825,2445,2022,1775,55,33,7159,1406,925,1318,63,25,6343,745,925,1121,136,0,2378,829
2409,2366,266,30,9855,2671,1556,2693,1538,26,16325,2668,2385,2417,1092,31,9514,1861,1820,1676,1176,34,5870,1101,1445,1670,120,1,1621,974,1568,1942,267,24,7144,4454,1816,1905,240,40,18696,3018,2370,2042,192,39,8669,2617,1447,1633,378,35,9347,903,1140,1376,91,0,2762,829
2962,2817,717,39,15389,3667,1664,3225,760,26,17842,3624,2631,2577,152,33,11155,2802,2452,2156,1656,48,9258,1338,1537,1979,304,1,2022,1310,2121,2204,529,31,10303,5518,2038,2072,407,44,24118,4651,2939,2622,772,49,11920,2728,1996,2030,775,48,13662,1598,1438,1760,475,0,3927,1605
3457,3119,1019,45,16277,3758,2048,4201,1736,28,20426,4590,2708,2999,174,33,12236,4089,2628,2763,143,50,11316,1901,1830,2702,1027,1,2850,2061,2860,2570,895,43,14354,5552,2161,2569,469,44,25437,5803,3017,2894,194,49,13027,3970,2214,3199,794,50,15909,2358,1663,2199,264,0,4845,2858
4275,3857,1757,60,23729,4028,2698,4765,785,36,25265,5856,3300,4001,1176,42,16930,4789,3128,3035,410,57,13553,2275,2208,3201,426,2,3607,2263,3136,2803,28,49,18570,6568,2355,2792,227,48,30879,7212,3756,3272,572,62,18838,5377,2905,3895,1490,62,21264,2870,1768,2577,242,0,5593,3293
4692,4267,417,68,28462,4028,2989,5537,1552,41,32297,6418,3529,4374,649,46,20084,5338,3805,3446,821,71,20262,2750,2747,3556,781,4,6109,3390,3704,3383,608,59,23358,7640,2594,3149,584,52,36550,7352,3756,3394,319,62,18913,5377,3059,4076,206,65,23762,3693,1806,2752,412,1,5839,4511
5278,4828,428,80,33307,4450,3207,6041,651,42,33040,6835,4087,4963,1238,53,23786,6108,4327,3808,753,73,22307,4108,3295,4581,926,5,6900,3520,4352,3778,653,72,29493,8213,3092,3472,907,60,45091,8074,4691,3844,769,78,25789,5404,4252,4980,1110,79,33318,5367,1806,2932,192,1,6993,5953
5554,5681,281,86,37970,6117,3760,6989,1599,51,44470,8237,5063,5697,1972,61,30316,7131,4729,4163,673,80,24858,4108,3613,4981,576,5,7987,3734,4539,3900,375,72,30104,10033,3680,3846,46,73,52390,9798,5825,4737,1662,89,33186,6708,4314,5124,329,80,33664,5426,2046,3188,443,2,7660,7471
6287,6061,661,102,50481,6334,4004,7752,2362,51,45760,9231,5219,6174,699,61,31817,7989,5436,4493,1003,88,31203,4498,3931,5332,52,5,9869,5124,5119,4935,160,78,34450,10634,4008,4083,283,77,56958,11083,5950,5309,1184,89,35253,7211,4624,5500,205,87,37074,7139,2632,3588,328,2,8906,9336
7069,7623,83,114,62780,8386,4615,8314,274,56,50436,10672,5778,7502,2027,67,37757,8419,5964,5066,111,95,34464,4809,4357,5890,605,6,11187,5977,5767,5678,903,90,43377,10806,4529,4615,815,81,60418,12352,5950,5447,87,89,37306,8235,4686,5644,59,88,38731,8780,3399,3973,709,3,9938,9592
7664,8255,715,121,68954,8528,4986,8566,521,57,56123,11024,5840,7624,249,67,39162,9328,6638,5775,820,108,42585,6282,5073,6148,863,8,13654,6270,5971,5940,765,97,47188,12172,5366,5053,1253,94,68961,14028,5962,5574,214,89,39689,8557,5402,6681,1096,102,47628,9657,4029,4364,274,3,11581,11373
8260,8844,4,126,74035,10318,6712,9777,1732,76,69380,12789,6673,8473,1098,79,48085,10873,7036,6390,585,112,45140,6353,5570,6638,303,8,15196,7913,6451,6428,203,97,51537,14250,5944,5404,989,100,76050,15360,6951,6082,722,107,50516,9972,5893,6988,353,110,51323,10719,4579,5104,114,3,12654,13280
9061,9518,679,139,85223,10971,7663,10499,2454,80,79498,15007,6949,8665,190,83,51450,10890,7486,6980,275,118,49331,7416,6105,6808,469,9,16136,8408,7067,6843,618,110,58089,14265,6192,5640,335,105,79498,17419,6951,6204,229,107,51011,10669,5955,7110,475,110,52331,12255,4852,5293,304,6,14495,15035
9763,9985,1145,154,98184,11236,8168,10940,546,88,95178,15299,8122,9534,1059,101,63428,11803,7971,7348,638,128,55524,9006,6732,7199,859,9,19566,8575,7344,7070,845,116,62684,16354,6961,6139,834,119,94748,17924,7475,6563,588,117,57108,10669,6664,7531,896,123,61305,12952,4918,5449,459,7,14496,15035
10470,10704,160,155,104489,13627,8965,11741,1346,98,108940,16266,8462,9900,610,108,69466,12499,8838,8095,1385,142,63927,9043,7454,8024,1679,10,21125,9705,7868,7437,412,126,70153,17564,7327,6367,1062,119,95867,19838,8345,6999,1024,128,63606,12464,7168,8462,1827,130,66464,13794,5183,5624,379,8,15173,16821
10760,10973,428,163,115098,13902,9173,11958,373,98,111240,18754,9750,10575,1286,120,81281,12930,9049,8517,142,142,67218,11275,7667,8240,295,10,22075,10837,8240,7754,379,133,75821,18633,8259,7726,1521,128,107619,21489,9151,8136,2161,139,72369,12861,7903,9009,574,130,68114,15786,6195,6060,265,8,17106,18423
11904,11898,1353,184,138125,16436,9711,12200,616,102,116193,21089,10163,10835,846,122,85028,14955,9349,8754,374,148,69628,11275,8350,8650,700,11,23542,12087,8670,8011,286,138,81238,20649,8898,8484,69,134,117523,23289,9658,8504,579,146,79481,13238,8361,9675,121,132,72187,17533,6874,6356,561,10,18186,20112
13247,12674,829,200,155706,17319,10244,12883,1293,108,127892,23064,10811,11276,1286,133,92570,14967,9841,9394,1009,153,77268,12743,8998,9044,1089,17,26966,14004,9317,8440,715,152,91135,22737,9418,9026,611,138,124944,25507,10163,8760,400,151,85187,14130,9072,10205,650,148,86503,19275,7131,6556,161,10,19217,21549
13927,13352,1503,216,173867,19143,10745,13445,106,108,129531,24160,11286,11798,739,133,94544,17054,10071,9766,532,153,77357,13558,9112,9284,430,17,26966,14004,9965,8862,387,165,101895,22894,9837,9223,58,138,124944,25507,10994,9446,236,157,103555,15374,9817,10948,73,149,88796,20185,8043,7027,152,11,19848,23096
14869,14545,2696,228,188555,20114,11701,14447,1108,108,133992,27015,11678,12116,1057,133,94859,19010,10790,10313,1078,153,81029,13905,10103,9971,1116,17,29031,15532,10155,9070,240,166,103020,25029,10028,9681,516,138,127079,27909,11150,9619,409,157,104024,17482,10047,11135,251,151,91503,23455,8249,7247,372,11,20298,25689
14869,14550,2701,228,188555,20114,11701,14452,1113,108,133992,27015,11678,12121,1062,133,94859,19010,10790,10318,1083,153,81029,13905,10103,9976,1122,17,29031,15532,10155,9075,245,166,103020,25029,10028,9686,521,138,127079,27909,11150,9624,414,157,104024,17482,10047,11141,256,151,91503,23455,8249,7253,378,11,20298,25689
