blue_top_xp,blue_top_total_gold,blue_top_current_gold,blue_top_cs,blue_top_dmg_done,blue_top_dmg_taken,blue_jg_xp,blue_jg_total_gold,blue_jg_current_gold,blue_jg_cs,blue_jg_dmg_done,blue_jg_dmg_taken,blue_mid_xp,blue_mid_total_gold,blue_mid_current_gold,blue_mid_cs,blue_mid_dmg_done,blue_mid_dmg_taken,blue_bot_xp,blue_bot_total_gold,blue_bot_current_gold,blue_bot_cs,blue_bot_dmg_done,blue_bot_dmg_taken,blue_sup_xp,blue_sup_total_gold,blue_sup_current_gold,blue_sup_cs,blue_sup_dmg_done,blue_sup_dmg_taken,red_top_xp,red_top_total_gold,red_top_current_gold,red_top_cs,red_top_dmg_done,red_top_dmg_taken,red_jg_xp,red_jg_total_gold,red_jg_current_gold,red_jg_cs,red_jg_dmg_done,red_jg_dmg_taken,red_mid_xp,red_mid_total_gold,red_mid_current_gold,red_mid_cs,red_mid_dmg_done,red_mid_dmg_taken,red_bot_xp,red_bot_total_gold,red_bot_current_gold,red_bot_cs,red_bot_dmg_done,red_bot_dmg_taken,red_sup_xp,red_sup_total_gold,red_sup_current_gold,red_sup_cs,red_sup_dmg_done,red_sup_dmg_taken
0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0
0,500,0,0,0,0,0,500,0,0,77,0,0,500,0,0,0,0,0,500,0,0,0,0,0,505,5,0,0,0,0,500,0,0,0,77,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,505,5,0,0,0
185,563,63,2,589,280,515,671,171,8,4347,856,215,574,74,3,682,0,136,573,68,3,1215,564,136,559,59,1,415,300,185,584,84,3,1030,166,330,608,108,4,5198,962,276,620,120,6,1277,0,154,587,82,4,1112,317,154,618,118,0,914,131
738,755,255,6,2186,1015,1181,1142,642,24,16259,1972,893,894,394,12,2751,97,398,1456,951,11,3946,1138,398,881,6,2,1193,1253,924,962,462,15,4795,868,785,1293,793,12,8824,1569,924,966,466,17,3720,172,548,1323,818,16,4060,518,474,980,5,0,1867,1005
1416,1039,539,15,3704,1136,1566,1402,32,29,18342,1981,1324,1156,31,20,5000,862,660,1740,285,21,5667,1148,641,1050,175,4,1596,1253,1109,1127,192,17,5493,868,1084,1516,1016,16,10228,1714,1426,1261,761,27,6586,873,818,1550,45,22,7672,632,508,1130,150,1,2167,1005
1929,1322,822,22,5599,2285,1830,1715,345,37,24576,2459,2302,1812,37,31,9987,1686,1111,2581,1126,33,10010,1570,1062,1419,69,6,2928,2266,1847,1501,566,30,12918,2254,1442,1919,419,20,13307,2544,2044,1571,146,35,10790,1597,1418,2294,789,37,15029,920,847,1344,64,1,2625,1843
2409,1585,235,30,6695,2396,2080,1964,594,43,30520,3337,2988,2180,400,43,14645,1772,1205,2739,284,35,10919,1724,1186,1574,224,7,3380,2863,2124,1680,45,33,13435,2306,1600,2096,596,24,20702,4014,2630,1922,497,46,15173,1996,1875,2593,1083,46,17622,1544,1066,1539,259,1,4063,1843
3149,1997,647,44,8967,2637,2714,2673,88,53,40858,4260,3651,2652,867,55,20781,2526,2148,4279,1824,49,18094,2690,1638,2146,195,8,4231,3577,2618,2134,499,39,16419,2560,2048,2438,213,28,22322,5749,3092,2195,20,54,18963,3037,2143,3035,150,46,18897,2681,1312,1729,449,4,4770,2885
3919,2398,1048,57,13568,4240,3110,2940,355,61,45714,4717,3931,2863,253,57,21834,3294,2247,4444,689,51,19016,2690,1737,2316,361,10,4236,3657,3388,2542,907,52,23075,3569,2672,2920,695,42,34650,7160,3407,2609,429,61,22164,3050,2631,3465,580,61,23474,2681,1830,1911,631,6,5152,2905
4221,2863,338,59,14241,4715,4038,3413,828,77,64914,6143,4579,3254,644,70,26183,3389,2735,4790,1035,64,23557,2837,2226,2513,558,13,5290,4216,3480,2686,201,53,24446,4685,3273,3295,1070,54,43171,8148,4055,2910,730,72,27359,3502,3027,3839,954,72,28122,2885,2226,2131,851,6,5953,2905
4786,3190,665,68,17369,6019,4374,3702,142,81,67463,6687,4733,3429,469,73,28621,4802,3289,5820,2060,75,28256,3017,2723,2842,882,16,6630,4525,3973,3027,542,62,30173,5565,3856,3954,1729,59,52350,10016,4883,3652,1472,82,33923,4905,3243,4097,57,79,33395,2885,2380,2271,116,6,5953,2905
5525,3576,1051,73,21327,7549,5035,4818,1258,89,77410,7870,5582,4082,1122,87,35602,5342,3608,6076,516,79,30143,3017,2903,3041,156,17,6733,4525,4786,3589,1104,70,36623,7327,3870,4077,152,59,53828,11159,5148,3860,255,87,37328,5015,3909,4854,814,92,39222,2885,3244,2722,567,11,7611,3242
5682,3776,451,74,21405,7549,5882,5309,1749,105,96238,8720,6229,4465,1505,100,41452,5354,3934,6503,143,79,31573,4441,3264,3285,325,17,7339,5107,4971,3804,164,72,37863,7338,4185,4654,729,62,57581,12141,5370,4199,29,89,39624,6443,4274,6532,12,102,45466,2988,3610,3309,1149,12,10231,3431
6080,3996,31,80,23425,9121,5910,5431,71,105,98276,8839,6587,4720,35,108,45589,5354,4381,6893,533,92,36487,4495,3586,3579,614,21,8679,5107,5533,4201,556,77,41837,8519,5028,5130,1205,78,69485,13877,6198,4582,412,105,51139,6601,4697,6794,274,110,49721,3338,3760,3484,119,13,11053,3431
6759,4417,452,93,28694,9295,6254,5677,317,110,105309,9752,7450,5166,481,123,54412,5476,4736,7261,901,103,41112,5618,3818,3719,754,21,9794,6852,6058,4551,306,87,46311,8664,5591,5503,1578,90,85795,15431,6540,5015,845,108,52098,6918,5155,7236,711,120,56472,5262,4185,4055,685,14,13648,3913
7407,4819,854,105,33791,10158,7486,6295,935,133,130207,10626,8098,5561,236,135,63178,6199,4829,7403,168,104,41480,6441,4252,4015,1040,25,9880,6852,6577,4793,548,90,48798,9339,6151,5923,1998,94,90376,16475,6817,5222,177,113,54522,8030,5464,7527,327,126,59070,5262,4630,4601,106,17,15469,3928
8310,5518,1553,117,42756,11356,8006,6646,161,138,131967,11061,8765,5933,608,146,69835,6267,5596,7883,648,120,51250,7152,4441,4272,1292,27,11035,6985,6854,4999,154,95,52209,11009,6380,6167,277,99,99549,17293,7502,5641,591,125,62588,8045,6212,8047,837,144,71470,5910,4787,4831,337,18,16519,4198
8600,6045,80,123,47008,11500,8439,7083,598,143,145666,13310,9111,6220,895,152,77390,7173,6079,8409,1169,130,61069,7483,4454,4463,68,27,11960,7421,7568,5343,498,104,58725,11119,7186,6563,673,108,104714,19451,8225,6037,987,137,72222,9460,7128,9296,2086,163,85272,6384,5044,5048,553,19,17583,4408
