blue_top_xp,blue_top_total_gold,blue_top_current_gold,blue_top_cs,blue_top_dmg_done,blue_top_dmg_taken,blue_jg_xp,blue_jg_total_gold,blue_jg_current_gold,blue_jg_cs,blue_jg_dmg_done,blue_jg_dmg_taken,blue_mid_xp,blue_mid_total_gold,blue_mid_current_gold,blue_mid_cs,blue_mid_dmg_done,blue_mid_dmg_taken,blue_bot_xp,blue_bot_total_gold,blue_bot_current_gold,blue_bot_cs,blue_bot_dmg_done,blue_bot_dmg_taken,blue_sup_xp,blue_sup_total_gold,blue_sup_current_gold,blue_sup_cs,blue_sup_dmg_done,blue_sup_dmg_taken,red_top_xp,red_top_total_gold,red_top_current_gold,red_top_cs,red_top_dmg_done,red_top_dmg_taken,red_jg_xp,red_jg_total_gold,red_jg_current_gold,red_jg_cs,red_jg_dmg_done,red_jg_dmg_taken,red_mid_xp,red_mid_total_gold,red_mid_current_gold,red_mid_cs,red_mid_dmg_done,red_mid_dmg_taken,red_bot_xp,red_bot_total_gold,red_bot_current_gold,red_bot_cs,red_bot_dmg_done,red_bot_dmg_taken,red_sup_xp,red_sup_total_gold,red_sup_current_gold,red_sup_cs,red_sup_dmg_done,red_sup_dmg_taken
0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0
0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0
185,584,84,3,547,158,326,704,204,4,1801,373,253,1057,557,4,556,93,120,596,96,2,1106,259,120,656,156,0,677,62,185,584,84,3,640,13,320,601,101,4,1941,655,215,574,74,3,458,0,0,521,21,0,112,619,0,583,83,0,512,603
966,1324,824,18,4831,642,355,827,252,4,2081,1221,993,1449,949,18,2277,184,402,1016,516,6,2349,950,440,1472,972,1,1741,1075,493,783,208,7,1563,841,720,1483,983,4,4369,1462,741,776,276,7,1238,0,517,1142,642,5,3087,1307,29,766,191,0,607,659
1243,1524,374,22,6073,833,569,1249,24,4,2579,1906,1453,1691,1191,25,4954,1488,810,1380,230,9,3562,1727,638,1641,181,3,2074,1210,1446,1274,699,26,6766,850,1064,2092,417,8,8464,2020,1404,1357,857,17,7706,966,736,2070,120,8,4942,1899,409,1144,569,0,1809,1067
1952,1947,797,37,9700,1724,907,1539,309,10,4510,1920,1791,1912,262,31,6096,1500,1179,1963,813,16,5918,2724,1006,2036,101,3,2792,2150,1881,1564,989,32,8795,1314,1505,2864,1189,15,12823,3300,1650,1620,70,22,9617,1067,897,2534,34,9,5629,2723,732,1584,1009,0,2341,1674
2406,2672,97,45,12832,2047,1417,1804,569,15,8756,2372,2438,2265,615,42,8358,1629,1292,2137,682,18,7392,3612,1158,2280,335,5,3255,2697,1942,1708,83,33,9174,1871,1731,3168,468,19,16314,4673,2297,1868,318,30,11841,1076,1525,3152,652,21,8220,3173,841,1858,508,0,2521,1674
2877,3780,205,52,18080,2082,1762,2612,577,19,10554,3622,2813,3013,263,45,11189,3113,1391,2334,279,18,7392,3612,1386,2869,709,5,4376,3463,2647,2373,748,43,14310,1916,2147,3604,104,24,19132,5781,2862,2525,975,39,16720,2056,1828,3432,332,24,9482,3910,1125,2478,28,0,2898,3680
3586,4182,82,65,23349,2113,1951,2844,299,23,13845,3990,3211,3207,457,50,13388,3130,1654,2820,765,22,9904,4510,1769,3277,1117,6,6293,4957,3350,2669,1044,50,16728,1961,2455,4211,711,28,23209,6527,3123,2799,99,45,18722,2306,2472,4166,1066,34,13255,5078,1394,2852,397,1,3178,3680
3986,4451,351,73,25277,2308,2370,3310,150,29,17613,5368,3768,3657,907,59,18647,4505,2010,3466,1406,27,11980,5608,1913,3577,542,6,8037,5723,3748,2953,128,60,20290,2131,2583,4634,1134,28,24197,8058,3494,3183,483,50,22250,4039,2741,4657,657,37,15263,5467,1561,3262,807,1,3959,4673
