blue_top_xp,blue_top_total_gold,blue_top_current_gold,blue_top_cs,blue_top_dmg_done,blue_top_dmg_taken,blue_jg_xp,blue_jg_total_gold,blue_jg_current_gold,blue_jg_cs,blue_jg_dmg_done,blue_jg_dmg_taken,blue_mid_xp,blue_mid_total_gold,blue_mid_current_gold,blue_mid_cs,blue_mid_dmg_done,blue_mid_dmg_taken,blue_bot_xp,blue_bot_total_gold,blue_bot_current_gold,blue_bot_cs,blue_bot_dmg_done,blue_bot_dmg_taken,blue_sup_xp,blue_sup_total_gold,blue_sup_current_gold,blue_sup_cs,blue_sup_dmg_done,blue_sup_dmg_taken,red_top_xp,red_top_total_gold,red_top_current_gold,red_top_cs,red_top_dmg_done,red_top_dmg_taken,red_jg_xp,red_jg_total_gold,red_jg_current_gold,red_jg_cs,red_jg_dmg_done,red_jg_dmg_taken,red_mid_xp,red_mid_total_gold,red_mid_current_gold,red_mid_cs,red_mid_dmg_done,red_mid_dmg_taken,red_bot_xp,red_bot_total_gold,red_bot_current_gold,red_bot_cs,red_bot_dmg_done,red_bot_dmg_taken,red_sup_xp,red_sup_total_gold,red_sup_current_gold,red_sup_cs,red_sup_dmg_done,red_sup_dmg_taken
0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0
0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,505,5,0,0,0,0,500,0,0,0,0,0,505,5,0,2,0,0,500,0,0,0,0,0,500,0,0,0,0,0,505,5,0,0,0
215,542,42,1,495,614,363,611,106,5,2570,674,246,539,39,1,310,141,27,1032,532,0,1031,850,58,957,457,1,979,451,0,521,21,0,625,190,462,652,152,7,4563,829,276,607,107,5,1013,14,13,609,109,0,790,697,13,828,178,0,545,1007
738,846,346,11,2874,1407,843,943,438,15,11174,1895,924,872,372,11,2226,492,234,1224,224,4,1887,1052,634,1231,731,9,2102,842,646,790,290,8,3244,859,666,884,384,11,8605,1186,924,953,53,16,4845,155,324,844,344,6,2445,1074,201,997,272,2,946,1311
1233,1054,104,15,4087,1901,873,1097,242,17,14727,2735,1477,1141,641,19,4575,1023,453,1388,388,6,2037,1052,760,1365,90,9,2211,842,1387,1378,78,15,5090,1191,1097,1461,961,18,12606,1544,1477,1234,334,26,8429,682,814,1257,757,20,3855,1101,690,1213,488,4,1684,1437
1851,1373,423,23,4922,1922,1108,1464,-141,21,16055,3591,2125,1510,125,31,8429,1230,894,1999,49,13,4337,2142,1109,1687,412,14,5278,1896,2250,1752,152,27,7643,1372,1631,2123,1623,27,16685,2649,2054,1996,1096,35,11934,1174,1082,1616,16,27,5390,1994,1153,1856,1131,6,2886,2357
2526,1696,746,34,7409,2576,1642,1781,176,31,24524,4424,2422,1967,582,33,10351,2305,1480,2320,370,22,7539,2165,1270,1958,283,14,6018,3077,2619,1952,277,31,9604,1983,1688,2245,135,27,16964,3264,2331,2209,184,40,13915,1197,1482,1825,225,32,6746,3019,1260,1990,190,6,3209,2609
2988,1930,980,41,10179,3665,1808,1999,394,35,28136,4995,3007,2372,122,42,12990,3132,1554,2923,73,22,8693,2704,1343,2168,93,14,6405,3170,3451,2214,539,39,13071,2861,1735,2367,257,27,18698,3855,2331,2332,307,40,14643,1883,1819,2066,466,39,8559,3019,1322,2124,324,6,3522,3312
3448,2170,370,48,11437,3684,2146,2450,845,39,30391,5607,3273,3383,1133,44,15190,3436,2507,3569,719,40,15822,2877,1512,2595,520,14,6889,4129,3798,2496,246,45,16156,2875,1933,2595,20,31,22602,5097,2761,2613,588,48,17642,2215,2253,2355,755,45,10263,3616,1359,2259,459,6,3755,3956
4072,2516,711,57,14915,5544,2602,2758,328,47,39113,6413,3883,3784,1529,57,19228,3841,2787,3789,939,45,18128,3009,1629,2751,601,15,7194,4133,4413,2766,516,52,21453,4395,2579,2988,413,43,33968,5756,3379,2945,70,57,22247,2356,2827,2837,1237,63,14419,3616,1871,2471,666,10,4379,3956
4548,2875,370,70,18939,6004,3117,3200,770,51,48960,7282,4436,4057,1802,66,22569,4116,3303,4250,1400,62,21827,3861,2145,2999,849,18,8590,4179,5152,3126,76,66,26551,4506,2639,3146,566,44,36293,5768,3808,3226,351,67,26625,2533,3162,3155,1555,74,16526,3749,2183,2648,843,12,5071,3993
5196,3281,776,82,23017,7428,3633,3525,1095,61,56775,7843,5041,4372,2117,74,26231,4727,3652,4618,1763,71,24889,3887,2433,3155,1005,19,9034,4283,5676,3436,386,74,30371,5412,3005,3403,823,50,44524,7231,4303,3541,666,75,30579,3923,3602,3521,371,85,18774,3804,2416,2877,1067,14,5707,4095
5695,3544,1034,89,24643,8341,3982,4027,-3,66,64016,10056,5562,4613,383,82,29059,5166,3923,4814,109,75,26486,4134,2558,3302,52,20,9174,4283,6324,3783,733,84,37171,5874,3396,3924,399,53,48817,7860,4876,4055,330,87,35459,4365,4288,3961,806,99,23473,3810,2772,3035,350,15,5848,4353
