blue_top_xp,blue_top_total_gold,blue_top_current_gold,blue_top_cs,blue_top_dmg_done,blue_top_dmg_taken,blue_jg_xp,blue_jg_total_gold,blue_jg_current_gold,blue_jg_cs,blue_jg_dmg_done,blue_jg_dmg_taken,blue_mid_xp,blue_mid_total_gold,blue_mid_current_gold,blue_mid_cs,blue_mid_dmg_done,blue_mid_dmg_taken,blue_bot_xp,blue_bot_total_gold,blue_bot_current_gold,blue_bot_cs,blue_bot_dmg_done,blue_bot_dmg_taken,blue_sup_xp,blue_sup_total_gold,blue_sup_current_gold,blue_sup_cs,blue_sup_dmg_done,blue_sup_dmg_taken,red_top_xp,red_top_total_gold,red_top_current_gold,red_top_cs,red_top_dmg_done,red_top_dmg_taken,red_jg_xp,red_jg_total_gold,red_jg_current_gold,red_jg_cs,red_jg_dmg_done,red_jg_dmg_taken,red_mid_xp,red_mid_total_gold,red_mid_current_gold,red_mid_cs,red_mid_dmg_done,red_mid_dmg_taken,red_bot_xp,red_bot_total_gold,red_bot_current_gold,red_bot_cs,red_bot_dmg_done,red_bot_dmg_taken,red_sup_xp,red_sup_total_gold,red_sup_current_gold,red_sup_cs,red_sup_dmg_done,red_sup_dmg_taken
0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0
0,505,5,0,0,0,0,500,0,0,0,0,0,500,0,0,0,90,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,520,20,0,90,0
210,639,139,3,864,198,325,601,101,4,3243,900,301,1100,595,7,1391,295,185,563,63,2,276,0,24,653,153,0,295,467,185,563,63,2,440,856,300,586,86,4,4952,694,185,561,61,2,688,215,123,542,42,1,154,0,0,623,123,0,414,0
762,920,420,12,3039,544,835,954,454,16,12201,2035,762,1353,848,14,2889,496,402,818,18,10,2686,985,212,829,29,2,1497,1261,592,783,283,8,1451,1662,774,886,386,12,8587,1335,924,795,295,9,2352,679,664,1669,1169,15,4283,952,540,1110,610,1,1891,629
1657,1552,152,23,7146,1263,1328,1341,841,28,17600,2880,1490,1646,1141,25,5691,690,921,1144,344,22,5086,1034,605,1027,227,5,2640,1323,902,994,94,11,2837,2492,1109,1191,691,21,14363,2217,1386,1011,511,14,6153,847,849,1855,255,18,4627,952,540,1245,145,1,2141,629
2243,1857,382,31,11725,1951,1468,1803,3,29,19469,3554,2035,2238,103,30,6831,1611,1038,1473,173,24,5763,2021,916,1389,589,6,2960,1901,1550,1235,335,15,4352,3666,1257,1523,173,23,17421,3112,1838,1453,68,15,7207,1579,1341,2382,782,24,6733,1211,600,1534,434,1,2535,986
2891,2388,913,42,16888,2177,1843,2112,312,37,25983,4399,2806,2675,540,45,12771,2267,1471,1886,586,38,8531,2316,1349,1632,832,9,4239,2191,1918,1449,549,20,5341,4249,1715,1879,529,33,24453,3920,2210,1662,277,20,8988,2368,1804,2753,1153,36,10433,1242,1033,1709,609,1,3176,986
3447,2875,1395,53,22159,2814,2151,2385,585,45,33732,4811,3112,2928,43,52,16047,3314,1880,2218,918,50,12592,2516,1573,1787,62,10,4982,2516,2287,1620,720,23,6155,4751,2014,2072,722,39,33864,5222,3379,2289,389,32,11200,3167,2146,3050,1450,46,14123,1808,1397,1883,783,1,3662,1128
3941,3158,1678,59,25251,3383,2485,2695,45,51,37241,5402,3687,3254,369,61,19351,3586,2061,2445,195,56,14294,2516,2040,2095,370,17,6876,3172,3255,2161,1261,26,7625,5105,2668,2442,1092,49,40753,6300,3659,2431,181,33,11795,3540,2465,3381,206,55,17811,1854,1624,2077,77,1,5250,1739
3965,3290,355,60,25503,3383,2597,2993,343,51,39998,6618,4068,3886,101,65,21713,4745,2337,2834,584,61,17964,3769,2239,2790,315,17,7420,4422,3904,2546,1646,33,11427,5331,2888,3003,18,49,46913,7916,4312,3436,1185,35,15767,5670,3143,3786,611,68,24014,2028,1970,2323,248,1,5505,2896
5043,4315,1380,75,35164,4487,3027,3642,992,61,46870,7041,4116,4105,320,65,21997,6102,2675,3075,225,68,20651,3781,2760,3376,151,22,10231,5637,3935,2668,218,33,12439,7177,3428,3316,331,57,54129,9484,5105,4166,1916,45,21237,6701,3629,4813,1638,74,27388,2085,2298,2668,188,2,5669,4085
5796,5654,2719,86,44232,5396,3773,4150,1500,70,56027,8443,4672,4496,711,73,25242,6533,2951,3332,482,73,22621,5130,3086,3938,708,25,11813,5783,4092,2791,266,33,12766,8687,3930,3744,754,66,65283,10413,5567,4428,253,50,24118,7279,4132,5321,146,80,31909,2220,2298,2829,49,2,6042,5622
