blue_top_xp,blue_top_total_gold,blue_top_current_gold,blue_top_cs,blue_top_dmg_done,blue_top_dmg_taken,blue_jg_xp,blue_jg_total_gold,blue_jg_current_gold,blue_jg_cs,blue_jg_dmg_done,blue_jg_dmg_taken,blue_mid_xp,blue_mid_total_gold,blue_mid_current_gold,blue_mid_cs,blue_mid_dmg_done,blue_mid_dmg_taken,blue_bot_xp,blue_bot_total_gold,blue_bot_current_gold,blue_bot_cs,blue_bot_dmg_done,blue_bot_dmg_taken,blue_sup_xp,blue_sup_total_gold,blue_sup_current_gold,blue_sup_cs,blue_sup_dmg_done,blue_sup_dmg_taken,red_top_xp,red_top_total_gold,red_top_current_gold,red_top_cs,red_top_dmg_done,red_top_dmg_taken,red_jg_xp,red_jg_total_gold,red_jg_current_gold,red_jg_cs,red_jg_dmg_done,red_jg_dmg_taken,red_mid_xp,red_mid_total_gold,red_mid_current_gold,red_mid_cs,red_mid_dmg_done,red_mid_dmg_taken,red_bot_xp,red_bot_total_gold,red_bot_current_gold,red_bot_cs,red_bot_dmg_done,red_bot_dmg_taken,red_sup_xp,red_sup_total_gold,red_sup_current_gold,red_sup_cs,red_sup_dmg_done,red_sup_dmg_taken
0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0
0,505,5,0,49,812,0,505,505,0,0,0,0,500,0,0,57,0,0,500,0,0,145,0,0,500,0,0,0,0,6,920,420,0,213,38,6,548,48,0,256,204,6,533,33,0,148,0,0,500,0,0,0,0,6,533,33,0,193,9
123,547,47,1,866,817,108,673,673,4,2082,706,253,674,174,5,1498,329,39,1383,883,0,1551,496,39,586,86,0,277,0,192,1004,504,3,1036,507,6,584,84,0,441,530,144,624,124,3,692,869,75,521,21,0,171,48,6,556,56,0,303,771
605,1060,10,7,2781,1603,543,882,207,8,5987,1298,871,1039,539,16,3799,612,471,1769,1269,13,4455,739,471,822,322,3,1096,128,591,1245,170,10,3117,1098,618,918,418,11,8765,1824,727,872,372,11,2417,1388,394,825,325,10,2701,307,325,754,254,3,1018,813
1346,1295,245,13,6124,2385,894,1219,544,17,11825,2480,1454,1336,836,26,5889,727,634,1968,1468,17,6544,2244,634,977,477,4,1860,782,1331,1596,521,21,5965,1859,829,1263,388,16,10918,2154,1436,1264,764,25,4886,1776,727,1661,1161,19,5635,587,658,1023,523,4,1658,1534
2123,1737,682,28,10378,2631,1354,1522,412,25,16998,3012,1949,1600,1100,33,7782,902,1156,2343,368,28,8188,2292,846,1175,200,7,2337,790,1454,1718,168,21,6204,2299,1241,1570,695,24,15848,2879,1931,1541,16,31,6526,2050,1071,2000,75,29,7752,587,972,1256,81,7,2662,1555
2308,1881,151,29,11024,2882,1703,1838,728,33,24380,3844,2554,1897,1397,43,9783,1142,1631,2763,788,42,12269,2435,1320,1385,405,9,3870,902,2133,2068,518,31,11155,2596,1700,1899,1024,35,25987,3670,2207,1724,199,34,7492,3415,1433,2305,380,39,10976,911,1310,1405,225,8,2665,1711
3115,2279,544,42,15562,3378,2014,2423,1308,38,28064,4064,3198,2297,122,52,11872,1166,1968,3183,1208,54,16355,3026,1658,1649,669,11,5908,1077,2409,2279,729,36,13040,2987,1987,2133,158,38,27204,3889,2563,1951,426,41,9024,3758,1866,2703,778,52,14485,1233,1743,1647,467,11,3682,1949
3886,2708,973,57,21241,3707,2284,2675,-30,42,33302,4735,3883,2713,533,66,15304,1275,2144,3479,204,61,17779,3162,1834,1852,172,12,6953,1087,3057,2589,1039,44,18087,3936,2607,2533,558,50,36045,4756,3211,2228,703,47,11301,4489,2092,2999,1074,59,18675,1469,1970,1877,697,13,5333,2363
4317,3036,1301,63,24623,3711,2781,3100,395,51,42140,5859,4213,2984,804,71,16915,1426,2883,3896,621,75,22907,3535,1978,2000,320,13,7205,1087,3157,2763,158,46,19712,4267,2941,2765,785,58,42696,5386,3553,2507,982,53,12632,4866,2437,3164,139,61,21849,1617,2070,2112,202,15,5936,2425
4961,3410,500,78,30762,4071,3358,3491,786,63,56131,7140,4827,3331,1151,84,22232,1640,3227,4196,911,84,25618,3772,2283,2182,502,15,8339,1485,3835,3181,576,60,24813,4663,3392,3126,96,67,50565,6108,4014,2774,1249,62,14831,5295,2867,3531,506,72,25204,2152,2314,2273,363,16,6385,2878
5609,3847,937,90,36758,4694,3729,4752,2047,64,59678,8489,5364,3785,280,94,29163,2221,3554,5944,59,89,29740,6592,2728,3128,1448,17,10254,1733,4544,3512,907,69,28901,5163,3495,3598,218,67,53274,7614,4814,3075,0,73,18160,5401,2976,3824,149,72,26680,3054,2490,2414,504,16,6480,3869
6010,4095,210,98,41965,4809,3729,4874,129,64,59998,9922,5781,4489,979,104,33467,2940,3926,6346,461,95,35789,6967,2955,3365,660,19,11145,1733,4820,3718,363,74,31090,5223,4038,4039,654,76,59438,7966,5339,3386,311,81,22798,6631,3681,4902,1222,93,39220,3410,3194,2770,860,20,8016,3986
6934,4618,733,117,52352,4824,4068,5250,430,68,68126,10884,6310,4783,273,114,38953,2940,4419,7423,1538,107,45445,10087,3205,3704,999,20,12125,2333,5333,3985,630,78,35050,7176,4183,4641,1256,76,60679,9023,5830,3667,592,91,27405,7338,3957,5129,299,99,41776,3526,3346,3036,1121,21,8960,5276
7211,4916,1031,123,55701,5493,4565,6201,96,72,73796,11955,6996,5802,47,129,45805,3222,4824,7905,720,112,48428,10087,3729,4061,156,22,13007,2367,5700,4275,920,87,39696,7662,4405,4890,420,81,65505,9737,6137,3901,391,98,30901,8492,4605,5548,718,112,49329,3589,3346,3176,286,21,8960,5276
8193,5962,2077,133,71105,7491,5130,6646,541,76,76400,13542,7621,6286,516,137,54555,3671,5494,9631,2441,120,59048,12377,4522,4836,926,26,15985,2713,6008,4431,1076,89,41564,9738,4549,5082,612,81,67917,11470,6197,4473,148,98,32469,10777,4669,5740,10,112,53499,5212,3417,3366,401,21,9521,6752
8512,6176,216,136,73829,8838,5774,7387,1282,87,91528,17290,8147,6718,948,146,65188,5715,6035,10068,428,133,70020,12720,4696,5026,291,26,17106,4981,6739,5385,1180,94,46497,11709,4961,5279,809,81,69004,13146,6588,4816,491,107,36325,10865,5314,6115,385,123,59233,5490,4491,3851,886,28,11244,8075
8604,6369,409,137,76522,11199,6010,7649,574,91,95487,17613,8488,7071,686,152,68852,5715,7028,11310,1670,145,86083,15047,4696,5217,232,26,18136,6058,7228,5791,311,99,50963,12465,5988,6433,1113,87,74368,14659,7422,5422,1097,112,41962,11985,5908,7348,43,124,60353,6664,4612,4078,313,29,11865,8429
8688,6526,561,139,81419,11199,6602,8209,1134,98,105767,19679,8950,7446,1061,162,73240,5976,7460,11634,324,153,92799,15047,5550,5877,892,32,20946,6736,8247,6394,914,118,62401,12657,6510,6813,1493,95,86916,15011,7698,5650,75,118,45598,14649,6494,7707,402,134,68248,6970,4650,4263,494,30,11997,9085
9493,6985,1020,149,88147,11232,7273,8734,594,110,123902,20354,9905,7988,348,169,77890,7704,7810,11993,684,162,100916,15651,5792,6087,67,34,21335,6736,8524,6573,293,121,66411,15019,7159,7197,777,107,99766,15495,8223,5940,365,128,52751,15144,7179,8227,922,149,77288,7124,5058,4459,679,32,12237,9200
10312,7695,1730,149,91037,12327,8110,9752,1613,110,128297,22418,10487,8603,963,173,83479,9950,8359,12733,68,166,107036,18973,6339,6432,408,35,22141,8742,8952,6823,543,121,67785,18157,7433,7421,1001,108,100568,17976,8511,6400,585,128,54924,18425,7871,9353,2048,154,84036,9314,5663,4692,912,32,13422,11306
