blue_top_xp,blue_top_total_gold,blue_top_current_gold,blue_top_cs,blue_top_dmg_done,blue_top_dmg_taken,blue_jg_xp,blue_jg_total_gold,blue_jg_current_gold,blue_jg_cs,blue_jg_dmg_done,blue_jg_dmg_taken,blue_mid_xp,blue_mid_total_gold,blue_mid_current_gold,blue_mid_cs,blue_mid_dmg_done,blue_mid_dmg_taken,blue_bot_xp,blue_bot_total_gold,blue_bot_current_gold,blue_bot_cs,blue_bot_dmg_done,blue_bot_dmg_taken,blue_sup_xp,blue_sup_total_gold,blue_sup_current_gold,blue_sup_cs,blue_sup_dmg_done,blue_sup_dmg_taken,red_top_xp,red_top_total_gold,red_top_current_gold,red_top_cs,red_top_dmg_done,red_top_dmg_taken,red_jg_xp,red_jg_total_gold,red_jg_current_gold,red_jg_cs,red_jg_dmg_done,red_jg_dmg_taken,red_mid_xp,red_mid_total_gold,red_mid_current_gold,red_mid_cs,red_mid_dmg_done,red_mid_dmg_taken,red_bot_xp,red_bot_total_gold,red_bot_current_gold,red_bot_cs,red_bot_dmg_done,red_bot_dmg_taken,red_sup_xp,red_sup_total_gold,red_sup_current_gold,red_sup_cs,red_sup_dmg_done,red_sup_dmg_taken
0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0
0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,50,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0
185,563,63,2,954,55,325,601,101,4,2845,744,215,561,61,2,216,162,51,942,442,1,795,243,51,706,206,0,431,724,185,584,84,3,380,163,325,606,156,4,2216,583,246,621,121,5,862,39,37,542,42,1,1190,229,37,523,23,0,499,803
553,776,276,7,2373,821,835,954,454,16,11098,1622,863,835,335,8,1810,894,382,1455,105,6,2258,963,515,895,265,2,992,884,862,941,441,15,3963,748,823,1277,827,16,9463,1707,924,1023,523,18,3225,92,417,1242,42,5,2716,1169,170,726,151,1,574,873
1324,1176,676,20,4773,1051,1138,1255,105,24,14756,1847,1446,1143,643,19,3870,1223,833,1876,526,21,4884,1016,966,1090,460,2,1065,1047,1139,1148,298,20,5180,1564,1482,1713,1263,30,19028,2440,1446,1313,813,27,5836,101,592,1449,249,9,3648,1284,469,921,346,2,623,946
1913,1682,1182,25,6442,1399,1573,2038,888,28,18252,2823,1738,1625,25,21,5342,1919,1270,2282,932,32,9543,1064,1403,1447,812,3,3309,1189,1320,1595,195,20,6262,2811,1584,1895,145,34,20622,3294,1845,1733,-87,33,6720,1167,1100,1816,616,21,5970,1660,977,1165,590,5,2023,1556
2098,1847,147,27,7155,1795,1911,2321,1171,36,29793,3564,2170,1872,272,26,6447,2265,1724,2988,1638,43,14791,1477,1857,1879,1244,3,6066,1954,1845,1945,545,30,8712,3322,1997,2159,409,42,28659,3822,2275,2029,209,43,9711,1177,1336,2057,107,28,7580,2506,1340,1386,811,7,3498,2023
2745,2252,552,41,8931,1820,2348,2886,86,42,35504,3973,2926,2452,852,35,11126,3123,2342,3971,246,52,19476,2638,2076,2448,63,3,6967,2536,2183,2186,186,37,10156,3326,2205,2640,-60,44,33545,4871,2646,2295,45,49,12486,2572,1573,2413,163,31,8704,3598,1481,1521,71,7,3757,2314
3519,2784,1084,54,13115,3169,2745,3519,714,48,41946,4440,3520,2822,392,47,14927,3268,2870,4337,912,63,24128,2669,2326,2642,257,3,8240,2825,2724,2545,545,48,15812,4610,2950,3066,366,56,41647,5508,3232,2672,422,61,16592,2839,2129,2709,459,38,12189,3686,1556,1655,205,7,4761,3398
3928,3090,590,62,16321,4021,3636,4367,1562,56,52523,6003,4082,3134,704,56,22120,4105,3322,5049,1624,76,32394,3154,2787,3075,690,3,10947,3702,3038,2920,45,52,18712,5557,3217,3599,-151,59,44312,6710,3880,3254,1004,74,24288,2859,2523,3037,787,47,15191,4627,1883,1866,416,8,5142,4912
