blue_top_xp,blue_top_total_gold,blue_top_current_gold,blue_top_cs,blue_top_dmg_done,blue_top_dmg_taken,blue_jg_xp,blue_jg_total_gold,blue_jg_current_gold,blue_jg_cs,blue_jg_dmg_done,blue_jg_dmg_taken,blue_mid_xp,blue_mid_total_gold,blue_mid_current_gold,blue_mid_cs,blue_mid_dmg_done,blue_mid_dmg_taken,blue_bot_xp,blue_bot_total_gold,blue_bot_current_gold,blue_bot_cs,blue_bot_dmg_done,blue_bot_dmg_taken,blue_sup_xp,blue_sup_total_gold,blue_sup_current_gold,blue_sup_cs,blue_sup_dmg_done,blue_sup_dmg_taken,red_top_xp,red_top_total_gold,red_top_current_gold,red_top_cs,red_top_dmg_done,red_top_dmg_taken,red_jg_xp,red_jg_total_gold,red_jg_current_gold,red_jg_cs,red_jg_dmg_done,red_jg_dmg_taken,red_mid_xp,red_mid_total_gold,red_mid_current_gold,red_mid_cs,red_mid_dmg_done,red_mid_dmg_taken,red_bot_xp,red_bot_total_gold,red_bot_current_gold,red_bot_cs,red_bot_dmg_done,red_bot_dmg_taken,red_sup_xp,red_sup_total_gold,red_sup_current_gold,red_sup_cs,red_sup_dmg_done,red_sup_dmg_taken
0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0
0,500,0,0,0,0,0,500,0,0,0,0,0,505,5,0,1,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,50,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0
168,541,41,1,669,145,325,601,101,4,3217,854,168,592,92,4,682,0,113,584,84,3,1258,200,113,583,83,0,504,139,185,563,63,2,594,8,430,621,171,6,4082,874,246,561,61,2,560,153,168,612,112,5,1101,99,168,591,91,0,614,331
754,863,363,10,1765,319,856,1254,749,13,7805,1578,426,861,211,5,2087,880,487,930,430,16,5036,880,487,817,317,0,1495,670,645,832,332,11,1918,139,1011,1062,612,20,14624,2193,1038,1340,90,14,4081,1231,412,881,381,12,3307,574,412,877,377,0,2089,1024
1399,1154,654,20,3874,703,1298,1599,1094,22,15508,2670,1095,1174,524,17,4428,999,755,1183,183,21,6260,1530,602,992,42,0,1769,786,1172,1057,557,14,3247,903,1381,1616,1166,26,18928,3517,1406,1588,338,22,5464,1416,914,1335,835,27,6478,594,914,1196,696,0,3975,1312
1614,1353,103,24,5139,1456,1742,1977,1472,34,19578,3039,1539,1401,751,24,8176,1839,1242,1606,606,36,9926,1661,997,1126,176,0,2646,811,2268,1737,137,26,7823,1487,1755,1921,371,34,27480,4065,2042,1942,692,33,9328,2340,1282,1603,233,32,8870,604,1065,1330,105,0,4134,1312
2409,1977,727,35,8733,2491,2117,2266,276,42,25759,3806,2182,1897,1247,35,11818,2009,1352,1900,250,37,11538,2771,1045,1621,81,0,3173,1624,2759,1986,311,34,10403,1487,2169,2223,673,43,35228,5058,2349,2145,95,37,10968,2829,1887,2518,1148,42,12718,1085,1226,1860,85,0,4700,2130
2777,2148,398,38,11186,2996,2368,2618,628,46,31481,4206,2596,2213,1563,42,14742,2270,2091,2319,669,52,15925,2841,1190,2128,113,1,3530,1624,3253,2615,940,41,16024,1987,2410,2704,54,47,36737,5655,2663,2353,303,42,13759,2915,2073,2754,54,46,13131,1169,1652,2250,125,1,5478,2988
3505,2615,860,47,18162,3785,2796,3245,1255,52,36662,5197,3120,2562,437,53,17897,2280,2412,2594,344,58,18624,3264,1511,2282,267,1,3698,2032,3687,2911,36,48,20117,3780,2936,3044,394,59,47883,7078,3311,2741,391,55,20177,3042,2761,3222,522,62,18168,1169,1999,2507,377,2,7143,3589
3505,2913,158,47,19111,4013,3032,3463,1473,56,47076,6682,3677,2843,718,62,21776,3810,3001,2969,719,69,24604,3801,1733,2477,62,1,4237,2961,4118,3297,422,56,26169,3929,3332,3357,707,63,57477,8262,3897,3087,737,65,26248,3699,3129,3566,866,71,22438,2289,2306,2785,655,4,8515,4335
