blue_top_xp,blue_top_total_gold,blue_top_current_gold,blue_top_cs,blue_top_dmg_done,blue_top_dmg_taken,blue_jg_xp,blue_jg_total_gold,blue_jg_current_gold,blue_jg_cs,blue_jg_dmg_done,blue_jg_dmg_taken,blue_mid_xp,blue_mid_total_gold,blue_mid_current_gold,blue_mid_cs,blue_mid_dmg_done,blue_mid_dmg_taken,blue_bot_xp,blue_bot_total_gold,blue_bot_current_gold,blue_bot_cs,blue_bot_dmg_done,blue_bot_dmg_taken,blue_sup_xp,blue_sup_total_gold,blue_sup_current_gold,blue_sup_cs,blue_sup_dmg_done,blue_sup_dmg_taken,red_top_xp,red_top_total_gold,red_top_current_gold,red_top_cs,red_top_dmg_done,red_top_dmg_taken,red_jg_xp,red_jg_total_gold,red_jg_current_gold,red_jg_cs,red_jg_dmg_done,red_jg_dmg_taken,red_mid_xp,red_mid_total_gold,red_mid_current_gold,red_mid_cs,red_mid_dmg_done,red_mid_dmg_taken,red_bot_xp,red_bot_total_gold,red_bot_current_gold,red_bot_cs,red_bot_dmg_done,red_bot_dmg_taken,red_sup_xp,red_sup_total_gold,red_sup_current_gold,red_sup_cs,red_sup_dmg_done,red_sup_dmg_taken
0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0
0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0
185,563,63,2,781,72,325,601,101,4,3260,665,246,606,106,4,707,77,113,584,84,3,435,459,113,549,49,1,344,254,185,563,63,2,557,114,325,601,101,4,3786,704,185,561,61,2,672,187,75,564,64,2,714,408,75,583,83,0,379,85
431,720,70,4,2282,992,835,954,454,16,11564,1425,893,982,482,16,3857,286,527,976,476,16,1899,733,527,769,269,3,1721,623,1038,1329,829,15,4955,910,676,886,36,12,8321,1149,833,782,282,8,2968,353,474,872,372,12,2163,507,412,817,317,0,1145,219
1232,1071,421,15,3813,1001,1229,1255,755,24,15861,1869,1446,1281,781,26,5553,431,758,1239,739,24,2665,891,758,925,425,4,1954,929,1161,1494,144,17,5195,910,1051,1204,354,20,12833,1938,1477,1076,576,19,5697,552,888,1234,734,23,4533,540,827,1032,532,0,1891,346
1910,1445,795,27,6505,1076,1440,1486,186,25,19307,2029,2125,1637,1137,37,9310,691,1028,1934,84,33,5073,1034,1028,1197,97,5,2910,1178,1871,1854,504,28,8493,1648,1358,1516,666,29,20735,2606,2033,1366,866,26,8241,952,1451,1524,1024,30,5784,574,864,1206,56,0,2161,1013
2232,1767,17,30,8687,2441,1815,2019,719,29,22435,2720,2773,2002,202,49,16257,719,1290,2190,40,41,7870,2179,1290,1367,267,7,4002,2289,2272,2348,123,33,11645,2723,1906,1931,31,36,25802,3488,2526,1985,635,34,11678,1321,1917,2244,1744,39,8514,1365,1330,1605,455,1,3760,1336
2845,2071,321,40,12665,2441,2143,2322,1022,37,33768,3835,3264,2316,516,60,18823,921,1725,2529,379,54,11302,2535,1571,1564,389,10,4719,2289,2613,2526,301,36,12109,2953,2234,2234,334,44,30082,4053,3048,2270,920,44,17133,1599,2086,2564,39,45,10666,1375,1560,1908,758,1,4849,1513
3030,2214,464,41,13517,3052,2610,2657,1357,41,39399,5142,3912,2718,918,72,22348,1450,2141,3370,20,68,15916,3708,1987,1930,755,11,6274,3444,3568,3012,787,54,17167,3461,2638,2658,758,48,35467,5665,3573,2559,1209,51,20862,2465,2658,3588,1063,55,16690,2194,1927,2608,658,4,5625,1630
4049,2723,23,58,20567,3196,2804,2880,480,45,46755,5718,4867,3415,414,85,27154,1781,2461,3718,368,78,19507,4254,2307,2151,301,13,7252,3739,3844,3204,54,58,18458,3637,3078,3015,365,58,42842,5950,3850,2682,32,51,20862,2691,3015,4004,1479,66,21799,2416,2284,2916,966,4,6793,1846
