blue_top_xp,blue_top_total_gold,blue_top_current_gold,blue_top_cs,blue_top_dmg_done,blue_top_dmg_taken,blue_jg_xp,blue_jg_total_gold,blue_jg_current_gold,blue_jg_cs,blue_jg_dmg_done,blue_jg_dmg_taken,blue_mid_xp,blue_mid_total_gold,blue_mid_current_gold,blue_mid_cs,blue_mid_dmg_done,blue_mid_dmg_taken,blue_bot_xp,blue_bot_total_gold,blue_bot_current_gold,blue_bot_cs,blue_bot_dmg_done,blue_bot_dmg_taken,blue_sup_xp,blue_sup_total_gold,blue_sup_current_gold,blue_sup_cs,blue_sup_dmg_done,blue_sup_dmg_taken,red_top_xp,red_top_total_gold,red_top_current_gold,red_top_cs,red_top_dmg_done,red_top_dmg_taken,red_jg_xp,red_jg_total_gold,red_jg_current_gold,red_jg_cs,red_jg_dmg_done,red_jg_dmg_taken,red_mid_xp,red_mid_total_gold,red_mid_current_gold,red_mid_cs,red_mid_dmg_done,red_mid_dmg_taken,red_bot_xp,red_bot_total_gold,red_bot_current_gold,red_bot_cs,red_bot_dmg_done,red_bot_dmg_taken,red_sup_xp,red_sup_total_gold,red_sup_current_gold,red_sup_cs,red_sup_dmg_done,red_sup_dmg_taken
0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0
0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,501,1,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0
92,542,42,1,431,227,325,601,101,4,2981,756,276,607,107,5,1521,364,75,563,63,2,711,88,75,523,23,0,237,0,123,565,65,2,501,287,325,601,101,4,3992,867,276,620,120,6,1340,513,113,584,84,3,533,16,113,523,23,0,0,0
429,755,255,6,1582,847,675,878,378,12,10517,1838,555,854,204,10,2890,836,450,860,360,12,2781,550,450,691,191,1,541,573,594,1240,40,10,2862,788,836,982,482,16,11446,1633,594,1161,86,12,3055,1103,455,874,374,13,2017,99,393,720,220,3,1547,340
861,1043,43,13,3773,2013,1214,1629,1129,24,15089,2148,924,1180,530,12,4444,1112,913,1155,655,20,5526,962,883,860,360,2,868,743,1490,1885,685,21,6956,1328,864,1105,180,16,11863,2262,1276,1455,380,23,5468,1295,833,1225,725,23,4067,453,771,936,436,5,2140,443
1265,1207,207,15,4124,2049,1627,1957,427,33,19829,3022,1511,1417,67,16,6994,2213,1439,1417,517,25,6745,962,951,1067,187,4,1118,743,2229,2288,1088,35,9658,1398,1220,1742,817,23,13688,2372,1867,1935,860,31,10020,2321,1164,1564,64,34,5637,462,1072,1133,123,6,3855,520
2000,1575,575,30,8813,3468,2212,2338,808,45,32069,3942,2149,1792,437,27,11325,2323,1776,1736,836,36,8551,1043,1289,1202,322,4,1118,1237,3145,2904,604,47,15280,1956,1761,2143,1218,35,26120,3474,2453,2216,266,41,13274,2368,1605,1914,409,47,8387,558,1451,1320,310,8,4809,550
2678,1900,550,42,12800,3485,2538,3185,20,45,33858,5377,2745,2066,711,36,14641,2746,2240,2737,12,40,11185,2358,1532,1431,76,4,1246,1762,3422,3307,207,53,18296,1981,2175,2521,61,40,29465,4801,3006,2826,876,50,18542,2938,2024,2547,292,52,10054,1679,1926,2690,415,9,8635,1839
2739,2043,693,43,14118,4227,3018,3521,356,55,42800,6398,3388,2626,96,40,18639,4083,2560,3065,340,50,15462,2388,2006,1658,303,6,1904,1879,4224,3708,608,66,21155,2327,2397,2744,284,44,34588,5749,3630,3188,1238,61,23005,3584,2177,2690,85,53,11354,2719,2079,2866,156,12,9414,1839
3142,2303,53,47,15418,5523,3887,4126,961,77,58973,7637,4036,3018,488,53,25250,4497,2697,3209,359,51,18148,3556,2331,1854,499,7,2200,2696,4920,4355,1255,75,24799,3828,2813,3401,941,48,40167,6869,4278,3580,380,74,27823,3608,2757,3156,551,66,15771,3405,2528,3234,514,17,13206,2579
