blue_top_xp,blue_top_total_gold,blue_top_current_gold,blue_top_cs,blue_top_dmg_done,blue_top_dmg_taken,blue_jg_xp,blue_jg_total_gold,blue_jg_current_gold,blue_jg_cs,blue_jg_dmg_done,blue_jg_dmg_taken,blue_mid_xp,blue_mid_total_gold,blue_mid_current_gold,blue_mid_cs,blue_mid_dmg_done,blue_mid_dmg_taken,blue_bot_xp,blue_bot_total_gold,blue_bot_current_gold,blue_bot_cs,blue_bot_dmg_done,blue_bot_dmg_taken,blue_sup_xp,blue_sup_total_gold,blue_sup_current_gold,blue_sup_cs,blue_sup_dmg_done,blue_sup_dmg_taken,red_top_xp,red_top_total_gold,red_top_current_gold,red_top_cs,red_top_dmg_done,red_top_dmg_taken,red_jg_xp,red_jg_total_gold,red_jg_current_gold,red_jg_cs,red_jg_dmg_done,red_jg_dmg_taken,red_mid_xp,red_mid_total_gold,red_mid_current_gold,red_mid_cs,red_mid_dmg_done,red_mid_dmg_taken,red_bot_xp,red_bot_total_gold,red_bot_current_gold,red_bot_cs,red_bot_dmg_done,red_bot_dmg_taken,red_sup_xp,red_sup_total_gold,red_sup_current_gold,red_sup_cs,red_sup_dmg_done,red_sup_dmg_taken
0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0
0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,505,5,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0
185,542,42,1,561,159,526,699,199,8,4498,644,185,541,41,1,268,138,136,563,63,2,752,9,136,578,73,1,582,0,185,584,84,3,732,125,325,601,101,4,2342,589,246,587,87,4,565,200,150,598,98,4,704,39,150,544,44,1,212,96
493,727,227,4,1309,782,745,1350,850,12,8655,1093,768,795,295,9,3398,1352,562,1215,715,11,3640,262,532,958,453,1,1912,356,893,955,455,15,3182,526,685,889,389,12,7303,1613,798,881,381,14,2976,1192,337,818,18,10,2100,963,337,699,199,2,789,995
1263,1106,606,16,4482,880,850,1935,1435,13,10081,1731,1098,1043,243,14,4371,1729,961,1491,241,20,5367,333,833,1492,987,1,2430,524,1294,1496,996,21,7070,632,818,1092,592,16,10190,2802,1146,1116,266,18,4331,1653,1046,1162,362,21,3263,963,594,834,334,2,873,1080
1726,1368,168,22,13356,1129,1185,2253,303,21,16541,2375,1532,1260,460,17,5112,2046,1514,1823,573,29,7967,436,983,1627,172,1,2430,543,1601,1688,288,25,7932,1206,1095,1375,525,24,13599,3355,1885,1537,687,34,6711,1864,1303,1466,36,29,4768,1093,821,1052,177,4,1271,1141
1972,1533,333,24,14774,1608,1471,2466,516,25,18032,2524,2283,1625,825,30,10977,3373,2155,2688,1438,39,11757,1191,1492,2156,701,3,4041,1477,2215,2007,607,37,10478,1572,1642,1984,1134,32,20370,5164,2255,1773,923,40,9377,3085,1440,1610,180,30,6042,1949,972,1358,483,5,2233,1891
2650,1861,661,33,17636,2487,2000,2734,784,31,22686,3023,2648,1813,278,34,12259,3774,2486,3328,513,41,12509,1205,1703,2801,686,3,4745,1820,2954,2384,984,49,14558,2188,2108,2289,339,40,27582,5476,3290,2405,1555,52,12351,3814,2190,2019,289,48,10747,2036,1141,1513,638,6,2461,2101
3171,2151,351,43,21118,2702,2504,3042,42,39,32635,3910,2948,2088,553,41,14060,3930,3104,4003,1188,54,17147,1205,1949,3167,1047,4,5175,3003,3602,2960,1260,62,19341,2328,2576,2952,1002,50,32717,6609,3504,2574,224,55,13756,3814,2343,2313,288,51,12002,2977,1489,1859,984,8,2926,3074
3292,2324,524,45,21866,2910,2574,3244,244,39,33105,5059,3046,2237,267,43,18444,5676,3701,4856,2041,63,22830,2224,2276,3798,773,5,6009,3291,4126,3302,502,72,22624,2557,3074,3643,1693,56,34800,7736,3738,2916,166,55,16252,5469,2380,2436,411,51,12935,4062,1612,2144,619,8,3129,3986
4032,2721,121,58,27032,4945,2863,3741,741,39,33314,6044,3653,2627,657,51,23668,7137,3971,5419,54,71,25634,2312,2560,4474,299,5,8384,3336,4895,3898,1098,81,27052,3888,3278,3881,381,61,39594,8275,4509,3188,438,61,21329,7131,2963,2768,743,64,17170,4089,1659,2298,373,9,4454,4372
4432,2886,286,60,29034,5480,3831,4471,1471,52,44004,6958,4048,3027,192,55,27916,9238,4810,6134,769,85,34147,2720,2862,4634,459,5,8425,3336,5604,4677,1877,95,36138,5006,3482,4077,202,61,41750,10109,4819,3420,320,64,22945,8439,3641,3462,1437,79,29533,4633,2083,2592,192,11,5296,5130
5330,4016,216,73,38011,6340,4367,4861,211,56,49196,7232,5395,3947,1112,67,34812,11552,4979,6448,383,91,37277,3815,3031,4922,312,5,10076,4773,5914,4961,511,101,37908,5106,4301,5144,1264,74,50818,12093,5582,4006,906,70,28723,10283,3940,3710,205,85,33042,5509,2858,3990,1585,13,6966,5602
5821,4327,527,84,42710,7628,4595,5434,134,56,50627,8613,5457,4069,769,67,34812,11661,5416,6976,911,97,41562,3901,3450,5782,1172,5,13016,6863,6467,5293,843,113,48964,6122,4552,5401,21,74,53819,14026,5816,4433,633,70,30048,11641,4111,4283,153,85,36408,6787,3043,4231,126,17,7363,6716
6407,4693,393,91,47107,9582,5245,5889,589,68,64387,9375,5920,4777,477,73,41208,13153,6350,8271,2206,107,49850,4019,3806,6153,373,6,13018,6863,7023,5847,1397,124,56939,7094,5245,6081,701,84,64968,15774,6090,4610,410,74,31528,12681,4484,4617,412,89,39240,7590,3447,4548,43,19,7897,8372
6593,4836,136,92,48042,10237,5902,6490,1190,77,79001,10477,6352,5068,768,79,44632,13547,7087,8784,319,113,55036,4019,4135,6513,733,8,13931,7425,7686,6729,379,132,62098,7569,5276,6267,87,85,66600,17520,7064,5065,865,87,39027,13781,4917,4979,274,96,42982,8076,3707,4764,259,20,8980,9043
7462,5186,486,102,53236,10371,6483,6985,135,83,83912,11492,6709,5309,1009,86,47363,13584,7434,9182,718,121,62130,5963,4443,6727,947,9,15579,7846,8622,7272,922,147,70464,8754,5823,7260,1075,87,70428,18550,7405,5428,1228,97,44255,14345,5193,5206,501,102,49115,9891,4457,5022,517,22,9760,9191
7880,5466,66,105,56943,12602,7754,7903,1053,102,101948,12509,6849,5431,331,86,47811,15249,7849,9542,727,131,68070,6082,4919,7372,77,10,17572,8940,8893,7714,549,147,70872,9377,6057,7478,543,87,72160,20195,7763,5720,415,102,49088,14804,6174,5701,996,116,65071,9913,4734,5237,257,22,10658,10501
8005,5742,342,107,58438,12602,7815,8075,300,102,102812,13031,7528,5848,748,96,54946,15265,8291,10144,1329,144,79027,6103,5324,7697,397,11,18213,8940,9540,8094,929,158,77243,10443,6857,7921,986,103,91674,21610,8084,6109,799,113,52532,15835,6623,5929,1224,122,76634,11318,5303,5549,565,26,12861,10551
8245,5914,119,110,59151,12618,9162,8761,981,116,123031,14016,7804,6075,225,102,59083,17044,8663,10440,576,150,85388,6103,5324,7837,538,11,21031,9378,10168,8772,82,170,84228,11574,7500,8271,411,108,97486,22052,8732,6518,408,125,59501,16077,6871,6169,164,125,79035,11701,5866,5779,795,27,13963,10598
8482,6154,359,113,61786,15585,9994,9535,1755,124,137654,16668,7804,6198,348,102,60911,18704,8854,10626,761,154,90381,8190,5841,8088,788,11,22241,11253,11099,9887,1197,174,91571,13598,8756,10014,2149,112,104150,24478,9562,7240,1130,138,68747,16336,7619,6568,563,132,86375,13850,7152,6383,1393,29,15865,12159
8482,6277,182,113,61786,15585,10254,9790,461,129,141670,16668,8206,6425,575,108,64910,18868,9163,10922,358,160,97032,8190,5841,8228,128,11,22241,11253,12112,10310,1220,174,95722,14202,9925,10506,741,120,117168,24978,10362,7662,452,138,72639,17899,8467,7118,1113,140,99322,14919,7952,6828,263,29,17184,12787
9152,6437,342,113,62394,16528,10747,10538,103,131,148825,19112,8694,6720,865,117,71663,19565,9602,11393,824,171,104270,8202,6610,8478,379,11,22881,12850,12920,10656,166,188,105800,14237,10465,11087,448,127,124479,26477,10827,8060,300,146,78913,19025,8989,7406,526,146,105397,16714,8263,7048,479,30,17573,15312
9313,6594,499,115,66896,19008,10747,10661,226,131,149302,19829,8781,6878,123,119,76197,22595,9671,11544,224,173,107126,10033,6700,8619,519,11,22891,13330,13907,11615,1125,191,115661,17689,11640,12218,1578,134,136705,29891,11991,9310,1545,155,91946,19656,8989,7629,749,146,107011,16714,8263,7289,644,30,18102,15312
9313,6717,122,115,66896,19008,11544,11131,146,147,165931,22097,9584,7226,471,128,84022,24437,10318,12042,723,187,118885,10059,7162,8774,669,12,23353,13444,14703,12107,518,191,120616,17846,12209,12475,660,143,147657,30723,12507,9671,1906,168,103628,22723,9551,8102,1222,162,126470,17786,8545,7464,814,31,18564,15312
9569,6874,279,117,69883,20861,11544,11253,69,147,167176,22435,10600,8160,280,130,86682,26058,10543,12289,969,194,127772,10082,7440,8915,810,12,24080,13466,14969,12338,128,197,126222,20494,12421,12682,868,148,153265,32311,12520,9793,229,168,104026,22794,9914,8337,232,169,130676,18863,8757,7610,960,31,19591,15614
10724,9320,425,123,76883,24959,11911,11700,165,147,169746,24734,10926,8332,52,130,86682,27092,11538,12653,233,195,132402,12197,8662,9276,471,12,26375,17313,15362,12755,546,197,126415,21596,13021,13203,513,150,156434,35239,13738,10907,1342,173,120481,27158,10124,8459,354,169,130829,20018,9429,7875,250,31,21326,18107
11339,9748,853,132,86427,27820,12537,12073,539,159,190237,25404,11272,8628,348,136,92760,29522,12003,13024,605,205,140502,12215,8700,9426,616,13,27294,17997,16572,13415,1206,203,134153,23522,14285,14075,1385,158,171924,37445,14679,11478,438,177,124827,28121,11524,9073,968,180,151803,20067,10455,8365,741,31,21924,19008
11475,9884,989,133,88957,32757,12588,12196,311,159,192101,28267,11364,8779,499,138,95689,31712,12028,13146,77,205,142302,14313,8769,9566,757,13,29307,21818,17617,14814,530,212,144577,26070,15544,15258,2568,162,186601,42071,15756,12010,971,184,133607,29353,12841,10550,2445,186,164199,20626,12011,9224,1599,33,25143,20617
11475,9894,999,133,88957,32757,12588,12206,321,159,192101,28267,11364,8789,509,138,95689,31712,12028,13156,87,205,142302,14313,8769,9578,768,13,29307,21818,17617,14824,540,212,144577,26070,15544,15268,2579,162,186601,42071,15756,12020,981,184,133607,29353,12841,10560,2455,186,164199,20626,12011,9236,1611,33,25143,20617
