blue_top_xp,blue_top_total_gold,blue_top_current_gold,blue_top_cs,blue_top_dmg_done,blue_top_dmg_taken,blue_jg_xp,blue_jg_total_gold,blue_jg_current_gold,blue_jg_cs,blue_jg_dmg_done,blue_jg_dmg_taken,blue_mid_xp,blue_mid_total_gold,blue_mid_current_gold,blue_mid_cs,blue_mid_dmg_done,blue_mid_dmg_taken,blue_bot_xp,blue_bot_total_gold,blue_bot_current_gold,blue_bot_cs,blue_bot_dmg_done,blue_bot_dmg_taken,blue_sup_xp,blue_sup_total_gold,blue_sup_current_gold,blue_sup_cs,blue_sup_dmg_done,blue_sup_dmg_taken,red_top_xp,red_top_total_gold,red_top_current_gold,red_top_cs,red_top_dmg_done,red_top_dmg_taken,red_jg_xp,red_jg_total_gold,red_jg_current_gold,red_jg_cs,red_jg_dmg_done,red_jg_dmg_taken,red_mid_xp,red_mid_total_gold,red_mid_current_gold,red_mid_cs,red_mid_dmg_done,red_mid_dmg_taken,red_bot_xp,red_bot_total_gold,red_bot_current_gold,red_bot_cs,red_bot_dmg_done,red_bot_dmg_taken,red_sup_xp,red_sup_total_gold,red_sup_current_gold,red_sup_cs,red_sup_dmg_done,red_sup_dmg_taken
0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0
0,500,0,0,0,0,0,505,5,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,505,5,0,0,0,0,500,0,0,0,0
123,563,63,2,564,52,325,606,106,4,3849,901,215,594,94,4,364,31,37,542,42,1,536,49,37,523,23,0,101,519,246,598,98,4,811,29,325,601,101,4,2325,825,246,599,99,4,254,0,173,592,87,4,1102,289,173,533,33,0,324,235
552,790,290,8,1627,358,835,959,459,16,12584,2186,802,934,434,14,1461,191,450,916,416,15,2950,293,450,699,199,2,515,599,832,955,455,15,2293,180,676,906,406,12,8655,1378,863,957,457,15,2617,59,473,875,370,13,3196,552,473,709,209,2,911,285
1386,1113,613,16,5089,1355,1127,1257,752,25,14857,2476,1477,1235,735,25,5173,687,1010,1232,732,24,5031,900,484,844,44,2,667,941,1446,1295,795,27,6426,856,770,1071,571,14,9492,1607,1446,1184,684,21,3604,840,599,1100,95,17,4205,1092,661,907,182,5,1822,472
1972,1417,292,24,7088,1619,1330,1478,973,29,18054,3280,2125,1495,995,34,8114,1228,1468,1557,1057,34,7117,904,636,1046,246,3,1359,1455,1910,1607,107,35,9286,1178,912,1289,789,18,11089,2042,1923,1510,1010,30,4848,1146,844,1355,350,22,6239,1261,906,1156,426,9,2794,854
2525,1729,604,35,10375,2365,1658,1781,1276,37,28700,4353,2401,1691,41,38,9049,1228,1637,1785,225,40,9771,1033,804,1202,177,4,1623,1514,2649,2034,534,49,15228,1491,1547,1677,1177,30,18707,3124,2631,1876,1376,42,7649,1203,1361,1761,756,36,10116,1300,1301,1357,627,10,3507,994
3172,2085,960,46,12779,3310,2087,2091,211,45,33804,4883,2895,2003,53,47,13213,1455,2088,2225,665,56,11539,1116,1256,1444,419,7,2392,1514,3202,2319,819,58,19680,1547,1802,1884,184,34,24693,3817,3123,2155,205,51,10212,1203,1536,1967,312,40,10960,1300,1415,1533,353,12,3910,994
3912,2409,1284,56,18983,4209,2220,2259,369,47,34387,4883,3719,2371,421,59,19171,2187,2435,2563,1003,66,17126,1515,1603,1668,643,9,3959,1733,3850,2733,1233,71,24995,2543,2216,2169,469,42,28586,4349,3771,2515,565,60,14091,2193,2043,2368,713,54,15205,1791,1921,1757,577,14,4855,1674
4188,2623,198,61,21866,4308,2838,2592,702,59,45512,6441,4405,2763,813,72,25081,2301,2914,2947,1387,78,21891,1673,1867,1875,850,10,5567,1916,4467,3267,1767,81,30968,2870,2899,2711,1011,50,38697,5626,4480,2907,47,73,18667,2197,2462,2787,1127,67,18629,1801,2340,1985,805,16,5895,1732
