blue_top_xp,blue_top_total_gold,blue_top_current_gold,blue_top_cs,blue_top_dmg_done,blue_top_dmg_taken,blue_jg_xp,blue_jg_total_gold,blue_jg_current_gold,blue_jg_cs,blue_jg_dmg_done,blue_jg_dmg_taken,blue_mid_xp,blue_mid_total_gold,blue_mid_current_gold,blue_mid_cs,blue_mid_dmg_done,blue_mid_dmg_taken,blue_bot_xp,blue_bot_total_gold,blue_bot_current_gold,blue_bot_cs,blue_bot_dmg_done,blue_bot_dmg_taken,blue_sup_xp,blue_sup_total_gold,blue_sup_current_gold,blue_sup_cs,blue_sup_dmg_done,blue_sup_dmg_taken,red_top_xp,red_top_total_gold,red_top_current_gold,red_top_cs,red_top_dmg_done,red_top_dmg_taken,red_jg_xp,red_jg_total_gold,red_jg_current_gold,red_jg_cs,red_jg_dmg_done,red_jg_dmg_taken,red_mid_xp,red_mid_total_gold,red_mid_current_gold,red_mid_cs,red_mid_dmg_done,red_mid_dmg_taken,red_bot_xp,red_bot_total_gold,red_bot_current_gold,red_bot_cs,red_bot_dmg_done,red_bot_dmg_taken,red_sup_xp,red_sup_total_gold,red_sup_current_gold,red_sup_cs,red_sup_dmg_done,red_sup_dmg_taken
0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0
0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,725,0,500,0,0,0,0,5,525,25,0,196,0,5,548,48,0,118,0,5,545,45,0,175,0,5,920,420,0,173,0,5,525,25,0,62,0
185,589,89,3,308,347,325,601,101,4,3118,946,276,620,120,6,1357,60,150,556,56,2,998,743,150,563,63,0,367,0,190,609,109,3,870,63,330,654,154,4,2440,480,129,566,66,0,243,159,137,1018,118,4,1291,98,137,553,53,0,62,13
738,907,357,14,1852,873,835,954,454,16,12013,2295,924,966,466,17,3583,128,488,1168,668,10,3667,904,488,943,443,0,1375,575,536,940,65,10,2437,207,536,1184,684,8,8575,1264,681,754,254,4,871,393,380,1266,366,11,2650,953,442,729,229,2,649,556
1477,1321,771,29,4235,981,1211,1255,755,24,16933,2800,1200,1168,668,22,5354,465,771,1484,584,19,5507,904,771,1098,598,0,1939,637,936,1175,300,16,4025,335,871,1468,968,16,12728,2373,1140,962,462,10,3292,893,702,1508,258,18,3714,1018,768,906,406,4,1337,895
1726,1562,262,33,5108,1361,1655,1619,1119,36,21256,3368,1825,1530,1030,34,8286,465,1059,1795,545,27,7625,989,997,1252,152,0,2704,653,1676,1528,653,27,7376,437,1274,1798,248,24,17320,2840,1634,1196,246,17,3924,1026,1383,1966,716,35,7479,1073,955,1082,207,6,1776,895
2322,2322,147,42,7719,2750,1854,2047,97,36,21813,3479,2472,1916,41,47,12693,679,1539,2072,822,36,9600,1181,1354,1460,360,1,3100,1242,2034,1842,92,29,8715,1473,1662,2130,580,33,23295,4175,2547,1868,918,28,9731,1735,1527,2152,252,38,8724,1408,1068,1238,363,7,2089,1062
2689,2591,266,51,9733,2835,1878,2199,244,37,26243,5642,2472,2038,163,47,13721,1997,1780,2271,271,41,11940,2189,1527,1655,55,1,3946,1773,2219,1986,236,30,10018,1473,2157,2677,1122,44,29557,5668,2853,2488,638,29,11649,2272,2166,3491,1591,49,14660,1816,1515,1663,788,9,3202,1610
3122,2887,562,58,12692,3299,2462,2612,657,49,35936,6642,2931,2440,565,54,17406,1997,2082,2616,616,51,14814,2301,1829,1789,189,1,4011,1809,3019,2422,672,46,14276,2297,2406,2876,96,48,31948,5685,3083,2879,229,32,13345,2282,2628,3815,40,58,17593,1830,1685,1865,265,10,3717,1618
3542,3442,167,64,15343,4407,2703,2934,54,52,39389,7627,3122,2627,752,58,18980,2027,2573,2928,293,62,17689,2301,1867,2004,404,1,5065,1869,3019,2545,95,46,14621,2836,2696,3131,351,53,37054,7318,3547,3159,509,38,16830,2373,3121,4106,331,67,19480,1830,1840,2014,414,11,4395,2034
