blue_top_xp,blue_top_total_gold,blue_top_current_gold,blue_top_cs,blue_top_dmg_done,blue_top_dmg_taken,blue_jg_xp,blue_jg_total_gold,blue_jg_current_gold,blue_jg_cs,blue_jg_dmg_done,blue_jg_dmg_taken,blue_mid_xp,blue_mid_total_gold,blue_mid_current_gold,blue_mid_cs,blue_mid_dmg_done,blue_mid_dmg_taken,blue_bot_xp,blue_bot_total_gold,blue_bot_current_gold,blue_bot_cs,blue_bot_dmg_done,blue_bot_dmg_taken,blue_sup_xp,blue_sup_total_gold,blue_sup_current_gold,blue_sup_cs,blue_sup_dmg_done,blue_sup_dmg_taken,red_top_xp,red_top_total_gold,red_top_current_gold,red_top_cs,red_top_dmg_done,red_top_dmg_taken,red_jg_xp,red_jg_total_gold,red_jg_current_gold,red_jg_cs,red_jg_dmg_done,red_jg_dmg_taken,red_mid_xp,red_mid_total_gold,red_mid_current_gold,red_mid_cs,red_mid_dmg_done,red_mid_dmg_taken,red_bot_xp,red_bot_total_gold,red_bot_current_gold,red_bot_cs,red_bot_dmg_done,red_bot_dmg_taken,red_sup_xp,red_sup_total_gold,red_sup_current_gold,red_sup_cs,red_sup_dmg_done,red_sup_dmg_taken
0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0
0,500,0,0,274,689,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,42,920,420,0,689,629,0,500,0,0,0,0,0,500,25,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0
185,563,63,2,530,859,310,597,97,4,4443,713,276,534,34,1,882,9,113,584,84,3,3185,0,113,543,43,0,304,0,227,1004,104,3,1520,781,525,671,171,8,3553,857,276,541,66,1,1251,20,150,591,91,4,1497,0,150,523,23,0,655,97
646,811,311,9,2679,1655,835,954,454,16,12287,1873,924,859,359,10,7796,152,375,825,325,10,5118,421,375,757,257,0,1318,60,966,1301,401,14,5218,1490,1010,1034,534,20,13278,1948,924,795,320,9,4472,20,564,941,441,15,4582,355,564,702,202,0,1205,292
892,1011,286,13,4462,2812,1010,1157,222,20,15209,2720,1250,1048,548,14,9195,517,727,1141,641,18,6736,1183,727,1002,502,0,2574,779,1347,1958,328,14,6604,3058,1244,1242,742,23,15234,2531,1306,1420,945,16,7361,631,911,1469,969,20,6894,976,936,1026,526,1,2247,1113
1168,1238,213,19,6255,2812,1176,1375,440,24,18728,3174,1702,1283,348,21,13716,1295,1412,1801,651,29,9122,1242,820,1170,320,1,2907,1218,2026,2332,202,26,10257,3435,1399,2045,45,27,17290,3105,1420,1662,237,17,8208,1085,1026,1712,162,21,7984,1219,989,1300,65,1,2513,1217
1568,1438,413,23,7568,2833,1385,1588,653,28,21208,4433,2349,1541,606,29,18211,2423,1569,1945,245,30,10013,2315,916,1685,185,1,4057,2058,3036,3095,965,44,17022,3560,1902,2466,461,40,26506,3651,2220,1988,563,31,13986,1794,2036,2722,1172,36,14491,1992,1321,1795,85,1,3160,2093
1909,1647,197,25,8866,4093,1646,1795,-40,32,29358,4969,2830,2087,302,35,20451,2776,2193,2385,685,46,14487,2761,1386,1879,379,1,4822,2849,3487,3868,263,50,21988,5281,2471,2834,829,52,36063,4979,2572,2236,376,38,16338,2126,2312,2935,210,42,17643,2475,1487,2048,338,4,4373,2586
1970,1783,333,26,9311,5148,1646,1945,110,32,32461,6406,3569,2598,213,47,25173,4304,2500,2605,205,52,16157,3799,1556,2523,123,1,5887,4040,4601,4857,1252,68,37709,5847,2917,3409,304,54,37859,5932,3242,2969,1109,46,25473,3178,2855,4282,307,52,25087,2943,2075,2848,623,5,6126,2993
1970,1906,456,26,9311,5148,2570,2363,528,44,43021,7750,4093,2920,535,56,29981,4790,2838,2798,398,56,19422,4704,1556,2661,261,1,6261,4040,5424,5338,1733,85,48736,6700,3341,3734,629,62,43209,6364,3551,3221,596,51,28531,3470,3453,4675,695,65,32366,3257,2116,3058,483,5,6755,3547
1970,1921,471,26,9311,5148,2570,2379,544,44,43501,7906,4093,2935,550,56,30302,4872,2933,2885,485,57,20478,5339,1556,2679,279,1,6261,4040,5454,5367,1762,86,49094,6700,3341,3749,644,62,43209,6364,3551,3236,611,51,28765,3493,3453,4691,711,65,32734,3257,2116,3094,519,5,7403,4292
