blue_top_xp,blue_top_total_gold,blue_top_current_gold,blue_top_cs,blue_top_dmg_done,blue_top_dmg_taken,blue_jg_xp,blue_jg_total_gold,blue_jg_current_gold,blue_jg_cs,blue_jg_dmg_done,blue_jg_dmg_taken,blue_mid_xp,blue_mid_total_gold,blue_mid_current_gold,blue_mid_cs,blue_mid_dmg_done,blue_mid_dmg_taken,blue_bot_xp,blue_bot_total_gold,blue_bot_current_gold,blue_bot_cs,blue_bot_dmg_done,blue_bot_dmg_taken,blue_sup_xp,blue_sup_total_gold,blue_sup_current_gold,blue_sup_cs,blue_sup_dmg_done,blue_sup_dmg_taken,red_top_xp,red_top_total_gold,red_top_current_gold,red_top_cs,red_top_dmg_done,red_top_dmg_taken,red_jg_xp,red_jg_total_gold,red_jg_current_gold,red_jg_cs,red_jg_dmg_done,red_jg_dmg_taken,red_mid_xp,red_mid_total_gold,red_mid_current_gold,red_mid_cs,red_mid_dmg_done,red_mid_dmg_taken,red_bot_xp,red_bot_total_gold,red_bot_current_gold,red_bot_cs,red_bot_dmg_done,red_bot_dmg_taken,red_sup_xp,red_sup_total_gold,red_sup_current_gold,red_sup_cs,red_sup_dmg_done,red_sup_dmg_taken
0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0
0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0
215,598,98,4,1105,130,325,601,101,4,3479,855,215,594,94,4,1301,74,168,626,126,6,1153,44,168,583,83,0,278,285,185,563,63,2,1535,293,325,601,101,4,2071,414,276,620,120,6,879,215,75,542,42,1,381,235,75,563,63,0,281,66
399,734,-166,5,2097,973,475,815,315,8,9078,2149,829,866,366,13,6583,724,487,923,423,16,3022,53,487,757,257,0,1156,429,584,748,98,6,3371,991,652,1218,718,8,3706,938,756,888,388,14,3124,892,499,825,325,10,2744,349,469,773,273,3,814,133
862,1050,150,14,3569,990,1028,1255,755,18,13767,2938,1446,1154,654,20,8899,777,960,1595,1095,24,5056,655,791,1087,182,1,1737,1300,1200,1113,463,18,5431,1183,929,1521,1021,16,7119,1320,1435,1229,729,24,4474,1264,769,1364,14,14,4902,1208,739,1138,638,3,1552,976
862,1172,272,14,3569,990,1130,1458,308,22,15120,3826,2125,1489,254,31,12972,791,1021,1717,117,24,6047,1328,791,1221,191,1,1737,1300,1939,1529,879,33,7504,1192,1124,2284,259,16,10427,2261,2021,1558,123,34,6582,1595,1227,1703,353,24,7047,1208,1136,1654,129,5,2059,1357
1786,1491,591,26,6135,1313,1599,1785,635,30,21352,4913,2616,1704,469,37,16718,2154,1293,1952,352,31,8208,1346,1003,1377,347,2,1835,1300,2373,1816,1166,39,9132,1314,1543,2547,522,24,17337,3016,2722,2244,809,47,10871,2526,2042,2095,745,37,13453,1314,1465,2004,479,5,3034,1591
1943,1679,-96,27,7172,2197,2033,2120,970,40,28037,5356,2807,1900,510,41,17992,2154,1707,2315,715,42,11453,2261,1417,1631,601,2,2837,2411,3069,2391,41,47,13087,2780,1867,2728,703,29,22217,3607,2995,2472,187,53,12820,2547,2445,2378,1028,46,17019,1705,1818,2263,728,7,4956,1869
2500,1850,75,30,8606,2698,2404,2637,1487,42,29196,5408,3516,2202,807,51,21704,2217,1965,2740,265,46,12654,2843,1496,1820,260,3,3139,2999,3502,2645,295,52,15055,3566,2280,3041,266,37,26152,3996,3643,2840,555,65,18685,2849,3108,3323,1973,56,21780,1825,2247,2757,197,7,6145,2662
2678,2323,548,30,9569,3651,2807,3293,2143,47,36823,5924,3658,2425,165,51,22363,3829,2552,3054,579,54,16740,2851,1710,2118,83,3,3900,4195,3882,3244,894,55,20113,4311,3077,4188,1408,46,35146,5222,3793,3106,206,65,19520,4386,3476,3544,494,62,24732,1948,2651,3199,239,8,6892,3826
