blue_top_xp,blue_top_total_gold,blue_top_current_gold,blue_top_cs,blue_top_dmg_done,blue_top_dmg_taken,blue_jg_xp,blue_jg_total_gold,blue_jg_current_gold,blue_jg_cs,blue_jg_dmg_done,blue_jg_dmg_taken,blue_mid_xp,blue_mid_total_gold,blue_mid_current_gold,blue_mid_cs,blue_mid_dmg_done,blue_mid_dmg_taken,blue_bot_xp,blue_bot_total_gold,blue_bot_current_gold,blue_bot_cs,blue_bot_dmg_done,blue_bot_dmg_taken,blue_sup_xp,blue_sup_total_gold,blue_sup_current_gold,blue_sup_cs,blue_sup_dmg_done,blue_sup_dmg_taken,red_top_xp,red_top_total_gold,red_top_current_gold,red_top_cs,red_top_dmg_done,red_top_dmg_taken,red_jg_xp,red_jg_total_gold,red_jg_current_gold,red_jg_cs,red_jg_dmg_done,red_jg_dmg_taken,red_mid_xp,red_mid_total_gold,red_mid_current_gold,red_mid_cs,red_mid_dmg_done,red_mid_dmg_taken,red_bot_xp,red_bot_total_gold,red_bot_current_gold,red_bot_cs,red_bot_dmg_done,red_bot_dmg_taken,red_sup_xp,red_sup_total_gold,red_sup_current_gold,red_sup_cs,red_sup_dmg_done,red_sup_dmg_taken
0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0
0,500,0,0,0,0,0,500,50,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,505,5,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,505,5,0,0,0
61,542,42,1,480,57,525,671,221,8,4234,847,246,574,74,3,899,223,107,942,442,1,1215,439,107,720,220,0,629,186,215,598,98,4,537,132,23,521,21,0,163,688,61,521,21,0,116,395,18,535,35,1,611,0,41,598,93,1,655,220
738,797,297,8,2518,446,1010,1034,584,20,13521,1856,706,795,295,9,1864,499,578,1348,848,15,6746,828,578,954,454,0,1811,867,833,955,455,15,2423,269,649,841,341,8,5416,1885,924,900,400,13,2266,557,450,874,374,13,3214,353,473,832,327,1,2015,588
1324,1039,539,15,3911,1310,1262,1255,805,24,16502,2611,1415,1155,55,21,6204,601,616,1471,121,15,7756,1734,700,1156,171,2,2119,946,1446,1232,732,24,5238,803,959,1125,625,16,13115,3084,1415,1148,648,21,3859,702,770,1197,697,22,6233,1042,794,1047,542,1,3486,1192
1880,1371,871,24,5966,1756,1491,1530,430,25,18273,3080,1569,1637,37,23,7578,1689,1005,2177,127,27,10030,2350,1090,1489,504,2,3329,1526,1880,1543,293,32,7159,1032,1408,1472,97,24,17054,4097,1910,1990,1040,26,6892,1585,1307,1989,39,26,7653,1307,1075,1371,81,1,3891,1511
2467,1644,149,30,8968,2506,2027,1923,823,37,29781,4154,2032,1897,297,29,10106,2024,1395,2425,375,34,12238,2350,1203,1624,124,2,3387,1722,2949,2284,1034,48,13606,1963,1724,1799,424,32,23178,4771,2496,2336,561,37,10342,1776,1627,2259,309,35,10667,1357,1495,1541,246,2,4008,1511
3020,1955,460,41,13525,2651,2250,2197,1097,41,32491,4903,2585,2204,304,40,15119,2159,1818,3238,1188,46,15664,2578,1664,1893,393,2,3785,2289,3134,2469,469,51,14588,2004,2286,2152,777,44,34909,6434,3117,2620,840,47,13136,1835,1833,2479,454,41,14904,2627,1701,1809,514,3,4964,2167
3361,2237,312,47,15307,2651,2323,2414,64,41,36469,6246,3048,2451,551,48,20864,2185,1891,3661,111,46,17240,3665,1936,2137,112,3,4661,3045,3812,2849,849,63,16465,2120,2490,2669,69,44,37565,7185,3667,3702,1922,55,16215,2377,2204,2733,708,46,17892,3127,2061,2348,63,4,6177,2641
4012,2599,669,61,20798,3231,3082,3052,702,53,50585,7208,3695,2803,903,59,25558,3245,2581,4275,725,61,26255,3829,2315,2370,340,4,5167,3695,4430,3147,1147,70,19831,2596,3109,3140,540,58,48747,8401,3963,3891,161,59,19375,2834,2420,2917,292,49,20029,3448,2337,2618,328,5,6975,3042
5221,3303,1373,74,28163,4587,3658,3418,1068,65,61069,8853,4032,3050,400,67,28786,3413,2919,4580,1030,71,31747,5445,2653,2575,545,4,6660,4137,5013,3428,1428,79,24521,3775,3889,3586,986,74,62323,10280,4397,4411,681,66,22783,4605,2905,3361,736,60,23506,4552,2821,2933,643,5,8858,3504
5778,3809,1879,82,33317,5537,4106,4018,133,65,63692,9459,4777,4484,534,78,35559,4448,3599,4952,302,79,34912,5445,3020,2935,130,4,6886,4771,5537,3752,927,88,28805,3862,3965,4029,129,74,62607,11483,4690,4630,110,68,23704,5024,3077,3597,172,64,24617,5024,3396,3274,509,8,11826,3624
6180,4143,413,88,36128,5951,4405,4613,728,73,67022,10196,5191,4731,431,83,38971,4637,4084,6090,1440,86,39527,5904,3344,3576,766,6,7181,4782,6391,4300,125,95,32414,5140,4562,4430,530,86,78563,12573,5400,5364,844,80,30838,5294,3353,3978,553,69,28653,6300,3496,3449,679,9,13245,3624
6732,4419,689,97,40953,6819,4777,4893,1003,81,78038,11094,6089,5593,143,89,44521,6148,4552,6461,1811,96,46675,5904,3616,4054,494,6,7899,4866,7168,4782,602,112,40724,5654,5563,5025,1125,101,89305,13655,5614,5565,195,85,33823,6967,3977,4345,920,83,35005,6458,3534,3650,130,9,13551,5075
6918,4605,225,100,43326,8558,5610,5324,1434,97,91393,13139,6931,6097,647,106,59652,6538,5638,7462,2812,109,55096,7107,4196,4535,125,6,8550,6298,8000,5323,1143,123,51562,6404,5710,5448,148,101,92142,15150,5865,6008,238,85,34135,8534,4570,4800,495,91,40659,7904,3985,4018,493,10,13619,5083
7542,5007,622,111,48970,8941,5870,5566,461,101,101362,13581,7268,6339,289,113,66456,7826,5898,7787,532,116,59325,8192,4557,4778,363,10,9212,6587,8587,5703,423,134,59062,6975,6349,5853,553,113,109381,16099,6789,6424,654,102,44701,9938,5033,5116,111,99,44611,7904,4183,4183,148,11,15186,5806
8190,5413,1028,123,55783,10662,6717,6158,1053,114,116357,14278,8025,6779,729,127,76000,8685,6371,8219,954,129,73124,8711,4876,4978,553,12,9726,7178,9173,5993,713,144,67481,7620,7299,6321,1021,132,126383,18019,7257,6683,413,106,48345,10049,5667,5578,573,115,54180,7904,4619,4353,313,12,16192,6447
8861,5995,710,130,61098,10773,8271,7477,2372,126,127520,16021,9149,7819,1769,142,88232,8976,7354,9045,1780,133,79152,10734,5354,5451,226,13,11068,7413,9173,6165,385,144,69074,10519,7422,6542,-83,135,128524,19167,7782,7050,780,113,53230,10280,6164,6095,1090,126,65600,8580,4906,4669,189,12,17544,7713
9232,6313,443,137,65089,10946,9105,7798,2688,135,136063,16571,9928,8512,1162,153,97955,9936,7844,9404,840,143,85068,11237,5735,5761,537,14,11982,7535,9173,6288,508,144,69074,10519,8017,6930,305,146,147624,21465,8306,7409,49,123,59216,10531,6639,6400,270,137,72141,9261,5093,4814,334,12,17848,8565
