blue_top_xp,blue_top_total_gold,blue_top_current_gold,blue_top_cs,blue_top_dmg_done,blue_top_dmg_taken,blue_jg_xp,blue_jg_total_gold,blue_jg_current_gold,blue_jg_cs,blue_jg_dmg_done,blue_jg_dmg_taken,blue_mid_xp,blue_mid_total_gold,blue_mid_current_gold,blue_mid_cs,blue_mid_dmg_done,blue_mid_dmg_taken,blue_bot_xp,blue_bot_total_gold,blue_bot_current_gold,blue_bot_cs,blue_bot_dmg_done,blue_bot_dmg_taken,blue_sup_xp,blue_sup_total_gold,blue_sup_current_gold,blue_sup_cs,blue_sup_dmg_done,blue_sup_dmg_taken,red_top_xp,red_top_total_gold,red_top_current_gold,red_top_cs,red_top_dmg_done,red_top_dmg_taken,red_jg_xp,red_jg_total_gold,red_jg_current_gold,red_jg_cs,red_jg_dmg_done,red_jg_dmg_taken,red_mid_xp,red_mid_total_gold,red_mid_current_gold,red_mid_cs,red_mid_dmg_done,red_mid_dmg_taken,red_bot_xp,red_bot_total_gold,red_bot_current_gold,red_bot_cs,red_bot_dmg_done,red_bot_dmg_taken,red_sup_xp,red_sup_total_gold,red_sup_current_gold,red_sup_cs,red_sup_dmg_done,red_sup_dmg_taken
0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0
0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0
185,542,42,1,315,0,510,686,186,7,4408,644,185,581,81,3,817,98,131,598,98,4,4918,0,131,543,43,0,346,79,185,584,84,3,232,45,300,586,86,4,5597,906,276,600,100,5,1122,215,131,577,77,3,690,0,131,523,23,0,0,28
585,706,206,3,897,0,747,995,495,12,8704,1247,768,894,394,15,4786,1208,596,1457,957,18,15201,736,596,1237,737,0,2220,625,924,1004,504,18,2356,200,794,1206,706,12,9639,1692,756,961,461,12,3355,1042,319,776,276,7,2274,1069,319,699,69,2,1020,987
1386,1127,627,18,3287,641,941,1508,278,13,9063,2114,1232,1383,183,19,7138,2425,820,1714,264,26,16948,741,882,1371,171,0,2339,625,1324,1232,732,24,4644,445,1028,1719,119,14,12802,2084,945,1216,131,13,4267,1481,1007,1423,923,18,4156,1791,495,1067,437,2,1648,1514
2052,1445,945,27,5344,1083,1432,1901,671,25,14965,3266,1726,1686,411,27,9663,2425,1047,2099,49,33,19601,915,1171,1694,494,1,4064,718,2125,1620,1120,37,8457,1085,1704,2230,630,32,19270,2675,1656,1624,539,28,6611,1489,1182,1615,190,22,4896,2001,801,1243,213,4,2113,1515
2542,1810,185,35,10178,2774,1581,2216,186,27,16047,3433,2205,2223,948,34,13566,2961,1218,2332,282,36,20482,1857,1307,1908,273,1,4988,1641,2501,1883,228,44,12075,3077,1860,2767,67,32,23268,3788,2243,1898,813,37,9461,1823,1515,2385,960,30,8253,2697,1135,1702,672,6,3914,1586
2893,2310,85,40,12006,3332,2078,2574,539,38,24566,4189,2339,2482,57,34,14435,3818,1845,2793,743,49,24699,1858,1779,2258,623,3,7082,2489,2766,2033,78,46,12779,3552,2067,2994,294,38,28092,4138,2856,2192,1107,48,13826,2506,1645,2507,82,30,8844,3377,1295,1858,128,7,4244,1728
3141,2433,208,40,12006,3332,2155,3074,1039,39,25231,4886,2883,2865,440,41,19088,4228,2151,3540,40,56,27973,2736,2161,2698,1063,3,7927,2519,3414,2434,479,59,18167,3676,2677,3420,720,50,37996,4902,3467,2755,1670,61,19019,2591,2232,2797,372,36,10553,3742,1356,1992,262,7,4448,3131
3879,2807,582,54,17368,3421,2476,3906,821,41,27735,5127,3031,3107,682,42,19830,5607,2638,4143,643,62,31404,4236,2319,3112,427,3,8594,2781,3875,2725,770,68,20446,4024,3040,3692,992,54,46425,7078,3906,3317,2232,69,24061,4476,2574,3109,684,47,14522,4160,1492,2176,446,7,4939,4329
