blue_top_xp,blue_top_total_gold,blue_top_current_gold,blue_top_cs,blue_top_dmg_done,blue_top_dmg_taken,blue_jg_xp,blue_jg_total_gold,blue_jg_current_gold,blue_jg_cs,blue_jg_dmg_done,blue_jg_dmg_taken,blue_mid_xp,blue_mid_total_gold,blue_mid_current_gold,blue_mid_cs,blue_mid_dmg_done,blue_mid_dmg_taken,blue_bot_xp,blue_bot_total_gold,blue_bot_current_gold,blue_bot_cs,blue_bot_dmg_done,blue_bot_dmg_taken,blue_sup_xp,blue_sup_total_gold,blue_sup_current_gold,blue_sup_cs,blue_sup_dmg_done,blue_sup_dmg_taken,red_top_xp,red_top_total_gold,red_top_current_gold,red_top_cs,red_top_dmg_done,red_top_dmg_taken,red_jg_xp,red_jg_total_gold,red_jg_current_gold,red_jg_cs,red_jg_dmg_done,red_jg_dmg_taken,red_mid_xp,red_mid_total_gold,red_mid_current_gold,red_mid_cs,red_mid_dmg_done,red_mid_dmg_taken,red_bot_xp,red_bot_total_gold,red_bot_current_gold,red_bot_cs,red_bot_dmg_done,red_bot_dmg_taken,red_sup_xp,red_sup_total_gold,red_sup_current_gold,red_sup_cs,red_sup_dmg_done,red_sup_dmg_taken
0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0
0,500,0,0,0,0,0,505,5,0,72,0,0,500,0,0,0,0,0,500,0,0,0,0,0,505,5,0,0,0,0,500,0,0,0,0,0,505,5,0,0,72,0,500,0,0,0,0,0,505,5,0,0,0,0,500,0,0,0,0
215,542,42,1,1083,854,325,606,106,4,3644,722,215,594,94,4,734,88,191,626,126,6,1528,220,191,639,134,2,817,105,0,537,37,0,792,566,300,591,91,4,4830,846,276,607,107,5,1301,0,135,606,101,5,1001,242,135,623,123,0,699,272
924,878,378,11,4152,984,875,1093,588,13,9461,1833,901,1241,741,12,4052,666,473,881,381,13,3880,671,473,853,348,2,1688,648,738,863,363,11,2559,795,676,891,391,12,9220,1817,738,868,368,13,3206,933,473,861,356,12,2875,548,473,857,357,0,1469,895
1262,1235,60,16,6369,1824,1126,1701,46,14,10535,2659,1194,1730,95,16,5070,986,925,1302,802,28,7115,858,925,1008,503,2,2854,704,1737,1708,148,17,3626,1259,836,1110,210,16,12986,2325,1477,1248,398,26,5809,961,805,1107,602,17,3834,814,775,1032,532,0,1905,895
1910,1532,357,26,9047,1978,1801,2185,525,31,21465,4073,1933,2118,483,30,9032,1801,1320,1683,1183,40,10549,1064,1320,1182,677,2,4511,735,2386,2082,522,28,5252,1259,1413,1483,583,28,17909,3081,2125,1509,659,34,9392,1540,1295,1432,927,28,6202,1150,1264,1249,749,1,2859,1076
2555,1837,662,37,11041,2185,2013,2692,1032,35,24593,4472,2266,2375,740,34,10727,1884,1546,2059,9,45,12842,1854,1489,1524,19,2,6286,1458,2909,2337,777,34,7215,1259,1717,1970,470,32,23752,4504,2773,1875,1025,46,12917,1698,1682,1953,748,34,7416,1531,1614,1594,1094,1,3713,1527
3389,2459,134,43,14382,2425,2399,3017,1357,39,30485,6003,2768,2883,258,41,13278,1884,2081,2398,348,58,16430,1874,1564,1658,153,2,7216,1773,3158,2565,265,37,8025,2421,2176,2280,480,39,31822,5405,3048,2082,182,52,14659,2380,1905,2166,211,39,9121,1531,1745,1748,148,1,4137,1527
4106,2909,579,58,19314,2661,3073,3434,1774,51,39206,8149,3318,3206,581,50,16137,3101,2476,2779,729,70,21800,2439,1959,1913,408,2,9196,2392,3897,2995,695,52,11514,2648,2702,2744,944,48,41083,6631,3739,2881,981,62,19300,2999,2338,2484,529,51,14042,2149,2178,2023,423,2,5951,2291
4754,3165,835,66,22285,3053,3473,3723,452,59,46591,8999,3628,3478,343,56,17711,3101,2982,3469,544,82,27933,2763,2465,2277,247,3,12071,2793,4298,3238,938,57,12688,3219,3064,3010,1210,56,49518,8054,4478,3487,37,78,27392,3280,2524,2698,743,56,16677,2732,2465,2204,129,3,6530,2810
5061,3350,220,70,24682,4904,3901,4080,810,63,51251,9910,4041,4060,925,60,19836,4002,3535,3956,706,93,33479,2827,2465,2437,157,3,12350,2969,5130,3721,1421,72,17891,3460,3437,3272,197,58,54464,8689,5033,3988,538,83,31648,4910,2994,3065,1105,66,20614,3179,2757,2502,423,4,7069,2810
5463,3646,516,77,27516,4904,4988,4862,1592,67,64187,10914,4442,4241,41,64,22259,4021,4340,4558,433,100,38641,4414,2465,2577,298,3,12799,4019,5625,4023,33,79,21744,4495,4373,3866,791,79,67227,9574,5339,4216,316,90,35885,4910,3502,3854,59,69,22783,4407,3671,3251,1161,12,10793,3455
6062,4200,1070,81,31050,5233,5642,5231,26,79,77192,12842,4962,4679,404,76,27908,4995,4806,4957,832,111,44586,4562,3123,2940,660,3,13914,4905,6464,4468,473,94,26787,4744,4867,4154,1079,87,77326,11022,5401,4338,88,90,36597,6456,3896,4138,343,75,27873,4407,3687,3446,326,13,10893,3636
