blue_top_xp,blue_top_total_gold,blue_top_current_gold,blue_top_cs,blue_top_dmg_done,blue_top_dmg_taken,blue_jg_xp,blue_jg_total_gold,blue_jg_current_gold,blue_jg_cs,blue_jg_dmg_done,blue_jg_dmg_taken,blue_mid_xp,blue_mid_total_gold,blue_mid_current_gold,blue_mid_cs,blue_mid_dmg_done,blue_mid_dmg_taken,blue_bot_xp,blue_bot_total_gold,blue_bot_current_gold,blue_bot_cs,blue_bot_dmg_done,blue_bot_dmg_taken,blue_sup_xp,blue_sup_total_gold,blue_sup_current_gold,blue_sup_cs,blue_sup_dmg_done,blue_sup_dmg_taken,red_top_xp,red_top_total_gold,red_top_current_gold,red_top_cs,red_top_dmg_done,red_top_dmg_taken,red_jg_xp,red_jg_total_gold,red_jg_current_gold,red_jg_cs,red_jg_dmg_done,red_jg_dmg_taken,red_mid_xp,red_mid_total_gold,red_mid_current_gold,red_mid_cs,red_mid_dmg_done,red_mid_dmg_taken,red_bot_xp,red_bot_total_gold,red_bot_current_gold,red_bot_cs,red_bot_dmg_done,red_bot_dmg_taken,red_sup_xp,red_sup_total_gold,red_sup_current_gold,red_sup_cs,red_sup_dmg_done,red_sup_dmg_taken
0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0
0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,2,0,0,505,5,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0
6,921,421,0,1475,479,331,601,101,4,2465,1088,6,599,99,0,313,443,61,547,47,1,147,0,6,661,161,0,903,336,0,521,21,0,1063,713,20,540,40,0,2742,818,0,521,21,0,239,870,168,605,105,5,1483,22,168,523,23,0,0,0
405,1155,655,7,3039,791,636,874,24,11,6756,1675,661,919,419,9,2756,1010,690,837,337,10,1719,100,120,875,375,0,1662,429,398,699,199,3,1671,1012,480,823,323,8,9432,1722,678,788,288,6,2472,1552,564,1043,543,16,4919,166,564,906,406,1,1782,211
1074,1785,235,17,5465,1493,951,1466,181,15,8645,2671,839,1068,67,11,3342,1329,953,1626,1126,13,3377,469,322,1335,835,0,2474,1059,885,1270,420,7,3285,1982,512,1096,296,8,11543,2835,985,1010,510,12,4162,2092,596,1465,15,16,5864,944,596,1120,70,1,2059,1087
1166,1907,357,17,8022,2461,1205,1754,469,23,15214,3014,1380,1703,703,21,6517,1573,1333,2050,150,20,4553,469,475,1497,147,2,3259,1059,1777,1735,885,25,9395,3343,887,1408,608,16,15601,3608,1138,1158,358,14,5028,2531,1028,1833,383,28,9857,1381,933,1255,130,1,2302,1189
2311,2762,1212,38,15610,3377,1808,2542,1257,31,21021,3652,1867,2434,1434,27,9371,2111,1729,2446,546,32,12510,1018,870,1731,381,2,4380,1255,1931,1893,168,27,10157,3533,1071,1545,45,17,16795,4422,1539,1405,205,19,7303,3602,1291,2074,624,34,11803,1972,1196,1443,318,2,2592,1795
2588,2968,93,43,17541,3386,2137,2805,1520,39,29217,4163,2347,2714,314,37,13499,2603,2143,2760,860,42,16259,1160,1039,2136,61,3,5443,2047,2610,2298,573,40,15296,3548,1369,1838,338,21,22956,5405,2123,1679,479,28,10624,4146,1848,2695,295,42,15393,2018,1754,1653,43,2,3244,1923
3189,3307,432,53,22901,4869,2619,3112,1827,47,40137,5769,3083,3269,869,46,19377,3235,2473,3079,79,50,18546,1408,1251,2356,281,4,6813,2123,3349,2720,995,55,23094,5350,2024,2090,590,27,27002,5811,2313,1847,247,31,12063,6366,2244,3034,334,51,19982,2022,2149,1827,217,2,3962,1931
3994,3704,29,66,29215,4912,3128,3711,576,55,50845,6800,3879,3705,1305,62,25440,3534,3083,3589,589,63,33445,1887,1666,2732,657,6,8637,2413,3614,3327,52,56,24080,5961,2520,2415,115,36,31398,6449,2961,2226,626,43,17078,6742,2488,3391,691,59,23637,3057,2393,2089,479,2,4677,2846
