blue_top_xp,blue_top_total_gold,blue_top_current_gold,blue_top_cs,blue_top_dmg_done,blue_top_dmg_taken,blue_jg_xp,blue_jg_total_gold,blue_jg_current_gold,blue_jg_cs,blue_jg_dmg_done,blue_jg_dmg_taken,blue_mid_xp,blue_mid_total_gold,blue_mid_current_gold,blue_mid_cs,blue_mid_dmg_done,blue_mid_dmg_taken,blue_bot_xp,blue_bot_total_gold,blue_bot_current_gold,blue_bot_cs,blue_bot_dmg_done,blue_bot_dmg_taken,blue_sup_xp,blue_sup_total_gold,blue_sup_current_gold,blue_sup_cs,blue_sup_dmg_done,blue_sup_dmg_taken,red_top_xp,red_top_total_gold,red_top_current_gold,red_top_cs,red_top_dmg_done,red_top_dmg_taken,red_jg_xp,red_jg_total_gold,red_jg_current_gold,red_jg_cs,red_jg_dmg_done,red_jg_dmg_taken,red_mid_xp,red_mid_total_gold,red_mid_current_gold,red_mid_cs,red_mid_dmg_done,red_mid_dmg_taken,red_bot_xp,red_bot_total_gold,red_bot_current_gold,red_bot_cs,red_bot_dmg_done,red_bot_dmg_taken,red_sup_xp,red_sup_total_gold,red_sup_current_gold,red_sup_cs,red_sup_dmg_done,red_sup_dmg_taken
0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0
0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,59,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,59,0,500,0,0,0,0,0,500,0,0,0,0
185,584,84,3,267,0,375,636,136,6,5243,763,276,617,117,5,889,0,113,584,84,3,849,0,113,531,31,0,303,0,185,584,84,3,788,72,375,636,136,6,5619,627,276,600,100,5,940,245,131,556,56,2,386,0,131,523,23,0,0,0
924,948,448,15,3607,608,810,964,464,16,10691,1889,893,872,372,12,2620,33,412,853,353,12,5306,656,412,774,274,1,1769,624,553,741,241,5,1891,657,850,958,458,16,10293,1456,863,953,453,16,3182,489,435,839,339,12,3430,507,435,772,267,1,1007,742
1047,1113,163,17,4628,1166,810,1087,77,16,11068,2485,985,1002,102,12,4385,1052,711,1333,128,15,5751,1107,711,1125,145,3,2026,1198,1477,1148,648,19,4716,984,1031,1581,206,20,11783,2113,1849,1820,120,26,7083,1642,919,1519,69,19,5757,1038,581,1180,150,1,1429,1152
1891,1758,8,27,8801,2083,1196,1432,422,25,18903,3400,1517,1286,386,19,6600,1774,1200,1630,425,25,8027,1541,1200,1402,422,4,4474,1540,1735,1510,360,23,6074,1978,1402,2119,744,26,15133,2498,2435,2170,395,35,11011,2068,1264,1782,332,24,8440,1453,864,1421,391,2,2368,1483
2538,1993,243,34,14301,2606,1664,2333,73,29,21710,4368,1996,1682,347,24,9050,2203,1487,2144,139,30,10411,2384,1426,1707,77,4,5336,2501,2475,1857,707,34,8792,2895,1787,2710,1335,32,21813,3268,2902,3021,846,37,13764,3453,1663,2173,73,32,10841,2187,1411,2218,1183,5,3576,2161
3493,2582,182,42,18651,3096,2360,2718,458,41,30351,4998,2487,1998,663,35,13015,2417,2096,2469,464,42,14426,2715,1519,1917,207,6,5932,3304,2908,2171,146,42,10810,3425,1957,2912,1532,37,26092,4118,3470,3307,1132,48,17528,3928,1724,2296,196,32,11562,2760,1502,2378,1343,5,5557,2337
4093,3187,787,50,23405,4160,2816,3173,913,45,37076,5229,2859,2254,54,40,16035,2417,2337,2675,670,47,15728,3432,1670,2073,238,6,6264,3701,3402,2363,38,46,14849,4902,2421,3400,2020,45,32614,4838,3904,3865,140,55,20787,4300,2044,2725,625,38,13723,3098,1822,2807,246,5,6154,2337
4523,3449,399,58,27070,4163,3057,3405,1140,50,40766,5865,3473,2532,332,49,20300,3472,2743,3381,1376,55,19981,4200,1952,2497,657,7,6997,4515,3865,2677,302,54,17613,4968,2996,3786,2406,57,45340,6060,4614,4265,540,65,26768,5133,2368,2981,881,46,18637,4189,2084,3055,495,6,7861,3746
