blue_top_xp,blue_top_total_gold,blue_top_current_gold,blue_top_cs,blue_top_dmg_done,blue_top_dmg_taken,blue_jg_xp,blue_jg_total_gold,blue_jg_current_gold,blue_jg_cs,blue_jg_dmg_done,blue_jg_dmg_taken,blue_mid_xp,blue_mid_total_gold,blue_mid_current_gold,blue_mid_cs,blue_mid_dmg_done,blue_mid_dmg_taken,blue_bot_xp,blue_bot_total_gold,blue_bot_current_gold,blue_bot_cs,blue_bot_dmg_done,blue_bot_dmg_taken,blue_sup_xp,blue_sup_total_gold,blue_sup_current_gold,blue_sup_cs,blue_sup_dmg_done,blue_sup_dmg_taken,red_top_xp,red_top_total_gold,red_top_current_gold,red_top_cs,red_top_dmg_done,red_top_dmg_taken,red_jg_xp,red_jg_total_gold,red_jg_current_gold,red_jg_cs,red_jg_dmg_done,red_jg_dmg_taken,red_mid_xp,red_mid_total_gold,red_mid_current_gold,red_mid_cs,red_mid_dmg_done,red_mid_dmg_taken,red_bot_xp,red_bot_total_gold,red_bot_current_gold,red_bot_cs,red_bot_dmg_done,red_bot_dmg_taken,red_sup_xp,red_sup_total_gold,red_sup_current_gold,red_sup_cs,red_sup_dmg_done,red_sup_dmg_taken
0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0
0,500,0,0,0,0,0,500,50,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0
185,542,42,1,387,122,325,601,151,4,4389,848,215,594,94,4,1332,406,113,584,84,3,901,0,113,523,23,0,67,56,185,568,68,2,1022,0,325,601,101,4,3528,876,276,620,120,6,1512,155,168,605,105,5,1208,0,168,544,44,1,357,0
738,783,283,7,2687,958,1211,1132,682,24,16388,1905,679,782,282,8,2316,1277,462,874,374,13,2589,260,432,725,225,3,990,704,833,911,411,12,3846,754,846,886,386,12,8995,1575,779,966,466,17,3532,562,460,854,349,12,3624,180,398,709,209,2,1139,502
1293,1029,529,12,4486,1591,1643,1778,1328,30,18453,1905,1312,1267,767,18,4763,1913,913,1295,795,28,4949,362,883,941,441,5,2072,1197,1477,1188,688,22,7805,1450,944,1029,104,13,9553,2076,1218,1168,668,22,5563,1060,897,1142,637,19,5228,806,682,939,439,5,2223,944
1848,1186,136,14,7249,3385,1814,2527,-173,30,19155,2207,1807,1495,245,24,6063,2125,1058,1738,138,29,5583,1331,1079,1075,75,5,2510,1530,2352,1840,1340,30,12013,2444,1253,1396,471,17,12940,3188,1713,1471,221,30,6985,1132,1173,1395,140,22,6743,1384,803,1373,173,5,2627,1373
2669,1784,59,24,10356,3604,2049,2786,86,36,24600,2831,2631,2217,962,38,10381,3061,1798,2085,485,42,9281,1571,1296,1280,280,6,3145,1971,2784,2117,367,38,13172,2734,1845,1770,845,29,22420,4172,1968,1660,185,34,9958,2440,1633,1658,403,30,8554,1523,828,1508,308,5,3138,1929
2947,1962,37,27,12551,5819,2800,3324,624,52,38382,3859,3172,2763,133,44,12985,4028,2321,2497,897,56,11142,1643,1633,1456,456,8,3847,1995,3985,2793,1043,50,19204,4649,2006,1945,75,31,24907,5364,2751,2181,706,40,12701,2649,1988,1923,668,35,9642,1845,904,1663,463,6,3539,2016
3533,2307,382,37,16491,8138,3068,3567,-133,58,42248,4454,3858,3161,526,58,18352,4736,2604,2731,1131,62,14366,1761,1879,1720,715,11,4927,2274,4744,3336,1581,61,27790,5380,2714,2676,806,40,32894,6449,3399,2475,1000,50,19320,3185,2643,2352,1092,50,13347,2021,1398,1894,694,9,4580,2101
3965,2700,475,44,19630,8138,3635,4198,448,62,50884,5175,4715,3820,310,62,22253,6460,2885,3022,122,72,18461,1934,2160,1897,67,13,6048,2629,5021,3739,44,67,31073,5552,3557,3309,539,44,36291,8277,3645,2671,96,54,21668,4133,3057,2750,1490,63,16888,2276,1875,2122,922,11,5797,2316
