blue_top_xp,blue_top_total_gold,blue_top_current_gold,blue_top_cs,blue_top_dmg_done,blue_top_dmg_taken,blue_jg_xp,blue_jg_total_gold,blue_jg_current_gold,blue_jg_cs,blue_jg_dmg_done,blue_jg_dmg_taken,blue_mid_xp,blue_mid_total_gold,blue_mid_current_gold,blue_mid_cs,blue_mid_dmg_done,blue_mid_dmg_taken,blue_bot_xp,blue_bot_total_gold,blue_bot_current_gold,blue_bot_cs,blue_bot_dmg_done,blue_bot_dmg_taken,blue_sup_xp,blue_sup_total_gold,blue_sup_current_gold,blue_sup_cs,blue_sup_dmg_done,blue_sup_dmg_taken,red_top_xp,red_top_total_gold,red_top_current_gold,red_top_cs,red_top_dmg_done,red_top_dmg_taken,red_jg_xp,red_jg_total_gold,red_jg_current_gold,red_jg_cs,red_jg_dmg_done,red_jg_dmg_taken,red_mid_xp,red_mid_total_gold,red_mid_current_gold,red_mid_cs,red_mid_dmg_done,red_mid_dmg_taken,red_bot_xp,red_bot_total_gold,red_bot_current_gold,red_bot_cs,red_bot_dmg_done,red_bot_dmg_taken,red_sup_xp,red_sup_total_gold,red_sup_current_gold,red_sup_cs,red_sup_dmg_done,red_sup_dmg_taken
0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0
8,500,0,0,0,0,8,510,10,0,1,0,8,510,5,1,1,0,8,500,0,0,0,0,8,505,5,0,1,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0
193,543,43,1,317,349,418,626,126,6,3725,939,223,604,99,5,1029,245,45,542,42,1,772,0,45,528,28,0,559,90,185,584,84,3,620,279,320,601,101,4,2402,560,185,541,41,1,236,428,150,612,112,5,716,0,150,523,23,0,208,0
684,783,283,7,2196,729,694,896,396,12,8583,1952,932,963,458,17,3639,496,370,1124,624,9,3761,816,494,893,393,0,2005,699,924,983,483,17,3112,764,361,1123,623,4,3239,1388,833,855,355,9,1334,946,454,946,446,12,3240,899,454,883,383,0,1317,959
1087,1004,29,10,3772,1771,886,1169,319,18,12281,2109,1485,1284,779,29,5942,716,653,1454,104,19,5545,837,776,1027,77,0,2865,795,1386,1503,53,21,5436,1542,631,1356,206,8,7021,2355,1386,1064,564,14,2260,1132,1037,1258,758,23,6927,920,454,1023,73,0,1507,1064
1888,1479,504,27,7246,1821,961,1472,187,20,14581,3234,1947,1895,1390,36,8854,1317,1356,1842,492,32,9200,871,933,1297,347,0,3146,917,1411,1695,245,21,5896,1542,1234,1700,545,20,10177,2619,1728,1274,24,16,2814,1790,1077,1693,643,24,7514,1367,605,1277,247,1,2392,1906
2195,1873,898,32,9921,2551,1447,1817,532,28,22544,4102,2132,2031,76,37,9931,1824,1752,2314,964,44,21172,1573,1328,1659,709,0,5398,1321,2518,2150,700,38,12045,1831,1383,2122,967,20,12952,3331,2351,1711,461,23,4963,1841,1726,1983,933,34,9969,1913,1036,1567,537,3,3402,2086
2688,2181,1206,40,11676,2829,1497,1939,219,28,22871,4155,2806,2537,582,50,16462,1854,2064,2632,182,55,24973,1841,1641,1853,903,0,7507,1458,2870,2378,918,43,13967,2173,1842,2437,407,27,16360,3980,2842,1958,308,31,6534,1858,2140,2326,1276,44,12140,1997,1450,1762,732,4,4080,2548
3831,2903,1928,54,14833,4092,1899,2226,501,35,27959,4980,3308,3128,1173,60,21117,2273,2466,2929,479,62,26863,1906,1750,2212,457,1,8441,1793,3303,2667,1207,49,16607,3468,2053,2635,605,32,23235,6114,3387,2267,617,39,10451,2759,2484,2581,231,52,14420,2139,1663,1984,224,6,5553,3357
4016,3092,27,57,15905,4637,2775,2729,1004,51,40655,6446,3908,3669,1714,71,26906,2815,3104,3646,1196,75,31067,3213,2301,2596,841,3,10256,2158,4043,3093,533,64,22941,3487,2916,3188,1158,37,27836,6905,3975,2573,923,47,13463,3698,2638,2760,410,55,16411,3375,1808,2143,383,7,6413,3357
