blue_top_xp,blue_top_total_gold,blue_top_current_gold,blue_top_cs,blue_top_dmg_done,blue_top_dmg_taken,blue_jg_xp,blue_jg_total_gold,blue_jg_current_gold,blue_jg_cs,blue_jg_dmg_done,blue_jg_dmg_taken,blue_mid_xp,blue_mid_total_gold,blue_mid_current_gold,blue_mid_cs,blue_mid_dmg_done,blue_mid_dmg_taken,blue_bot_xp,blue_bot_total_gold,blue_bot_current_gold,blue_bot_cs,blue_bot_dmg_done,blue_bot_dmg_taken,blue_sup_xp,blue_sup_total_gold,blue_sup_current_gold,blue_sup_cs,blue_sup_dmg_done,blue_sup_dmg_taken,red_top_xp,red_top_total_gold,red_top_current_gold,red_top_cs,red_top_dmg_done,red_top_dmg_taken,red_jg_xp,red_jg_total_gold,red_jg_current_gold,red_jg_cs,red_jg_dmg_done,red_jg_dmg_taken,red_mid_xp,red_mid_total_gold,red_mid_current_gold,red_mid_cs,red_mid_dmg_done,red_mid_dmg_taken,red_bot_xp,red_bot_total_gold,red_bot_current_gold,red_bot_cs,red_bot_dmg_done,red_bot_dmg_taken,red_sup_xp,red_sup_total_gold,red_sup_current_gold,red_sup_cs,red_sup_dmg_done,red_sup_dmg_taken
0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0
0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0
185,584,84,3,540,113,375,636,136,6,5175,797,246,594,94,4,913,78,113,584,84,3,750,0,113,544,44,1,586,68,185,584,84,3,728,88,420,616,116,6,3715,849,185,581,81,3,322,123,113,563,63,2,182,0,113,544,44,1,440,0
646,867,367,12,2451,369,713,886,386,12,8195,1067,924,893,393,13,3381,680,539,969,469,16,3738,150,539,760,260,4,2140,994,893,955,455,15,3435,523,876,976,476,16,10826,1713,924,966,466,17,7333,598,373,744,239,6,1119,580,342,714,214,2,847,623
1324,1225,725,23,4500,674,913,1429,229,16,11635,2401,1477,1168,668,22,5946,1016,744,1749,899,18,5389,1634,744,1155,305,6,3736,2132,1324,1183,208,21,4883,780,1408,1826,1326,26,15298,2159,1477,1287,787,29,10932,818,738,2041,516,12,3313,1959,963,1130,630,6,2711,1360
2002,1571,1071,33,7034,1180,1017,1637,362,20,13249,2401,2125,1530,1030,34,9270,1016,1257,2054,454,29,7648,1954,1012,1325,470,8,4000,2240,1941,1529,554,31,7540,1460,1759,2444,1944,34,22318,2581,2125,1623,1123,39,14221,933,770,2238,283,12,3422,1959,1240,1591,91,8,4399,1405
2432,1813,213,40,9371,1850,1346,1878,603,24,15957,2664,2650,1751,1251,37,11180,1266,1659,2466,866,43,10965,1995,1414,1547,692,10,5205,2457,2647,1911,936,46,11364,2136,2211,2801,51,45,32093,3166,2834,1996,1496,51,18398,933,1201,2567,607,25,7957,2118,1634,1725,225,8,4483,1405
3080,2183,583,51,12643,2434,1446,2000,325,24,16626,3609,3264,2005,1505,45,13803,1553,1777,2680,1080,48,13398,2446,1532,1681,126,10,5396,3379,3325,2288,1313,58,14816,2583,2784,3575,820,56,39257,4759,3325,2263,1763,60,22848,1087,1694,3291,1331,35,11344,2205,2126,2154,649,13,6351,1915
3141,2319,119,52,13070,3054,1768,2207,532,28,24089,4353,3418,2167,107,47,15021,2243,2461,3046,1446,59,17331,2789,1909,1941,386,14,7742,3953,3973,2647,137,69,19579,2876,3234,3819,1064,64,46989,5598,4281,3120,220,71,28750,2077,1921,3588,1628,42,15098,3189,2477,2378,873,15,7597,2177
3662,2624,424,63,16306,3109,2382,2548,873,36,31236,5004,4065,2559,499,60,20002,2296,2555,3217,217,62,18155,2789,2188,2096,141,15,7923,3953,4526,2959,299,80,22826,3054,3428,4041,-14,68,51528,6149,4806,3452,402,81,35996,2178,2183,3864,104,51,17914,3189,2739,2534,179,16,8056,2267
