blue_top_xp,blue_top_total_gold,blue_top_current_gold,blue_top_cs,blue_top_dmg_done,blue_top_dmg_taken,blue_jg_xp,blue_jg_total_gold,blue_jg_current_gold,blue_jg_cs,blue_jg_dmg_done,blue_jg_dmg_taken,blue_mid_xp,blue_mid_total_gold,blue_mid_current_gold,blue_mid_cs,blue_mid_dmg_done,blue_mid_dmg_taken,blue_bot_xp,blue_bot_total_gold,blue_bot_current_gold,blue_bot_cs,blue_bot_dmg_done,blue_bot_dmg_taken,blue_sup_xp,blue_sup_total_gold,blue_sup_current_gold,blue_sup_cs,blue_sup_dmg_done,blue_sup_dmg_taken,red_top_xp,red_top_total_gold,red_top_current_gold,red_top_cs,red_top_dmg_done,red_top_dmg_taken,red_jg_xp,red_jg_total_gold,red_jg_current_gold,red_jg_cs,red_jg_dmg_done,red_jg_dmg_taken,red_mid_xp,red_mid_total_gold,red_mid_current_gold,red_mid_cs,red_mid_dmg_done,red_mid_dmg_taken,red_bot_xp,red_bot_total_gold,red_bot_current_gold,red_bot_cs,red_bot_dmg_done,red_bot_dmg_taken,red_sup_xp,red_sup_total_gold,red_sup_current_gold,red_sup_cs,red_sup_dmg_done,red_sup_dmg_taken
0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0
0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0
185,584,84,3,570,194,425,631,131,6,3987,694,215,554,54,2,775,270,113,542,42,1,750,170,113,523,23,0,451,99,185,563,63,2,1159,188,475,666,166,8,5581,508,276,607,107,5,1597,309,150,612,112,5,880,0,150,563,63,0,324,0
522,762,262,7,1372,962,635,884,384,12,10565,1831,924,755,255,7,2683,652,450,804,304,9,2876,670,450,777,277,0,1165,447,865,986,486,7,3832,555,756,1327,27,13,8841,987,924,894,394,12,4654,558,450,868,368,11,2550,296,450,842,342,0,1813,427
1105,1004,504,14,3514,1204,1010,1162,162,20,13675,2817,1200,931,81,10,3394,988,832,1517,1017,18,8178,1074,863,1210,710,2,2720,1263,1226,1223,723,14,6921,1161,1013,1904,604,19,13330,1303,1477,1195,695,23,10336,775,718,1327,127,15,4396,1099,854,1070,570,2,3181,1014
1906,1343,843,24,5680,1242,1232,1402,402,24,16555,3438,1848,1194,344,16,5734,1644,1009,1695,195,21,9102,1083,1040,1364,429,2,3250,1367,1661,1449,949,17,8153,1330,1376,2282,982,31,17440,1598,1939,1477,327,31,13868,1441,1127,1596,396,21,5226,1190,1004,1249,314,2,3900,1014
2306,1592,1092,31,6984,1379,1411,1725,725,26,21584,4134,2066,1350,65,18,6924,2156,1526,2529,1029,30,13127,1633,1556,1962,1027,6,5750,2205,2335,1627,1127,21,9294,1879,1490,2425,1125,31,18390,2249,2546,2076,26,36,15568,2211,1367,2039,464,21,6191,2206,1042,1424,54,2,4906,1788
3232,2387,137,39,12136,2331,1678,1993,243,32,26125,4693,2558,1598,313,25,9498,2603,1676,2672,222,31,14092,1643,1767,2136,336,6,6222,2342,2614,1820,220,25,11210,2979,1914,2733,1433,39,28104,2918,3193,2415,365,46,21838,2684,1769,2337,757,31,8300,2339,1406,1638,268,2,7635,2156
3819,2746,496,50,15985,2765,1972,2215,465,36,28986,5323,2895,1753,168,27,11434,3386,2109,3105,655,41,17699,1738,2200,2397,597,7,6551,2641,3047,2019,419,30,13712,3157,2480,3118,1818,51,35926,3850,3749,2885,235,49,24082,3712,1978,2527,947,34,9167,2703,1676,1819,449,2,8441,2156
4218,2932,682,54,16695,2872,2633,2577,827,44,37335,6318,3172,1955,370,32,13548,3751,2520,3562,1112,52,30156,1974,2611,2809,1004,9,8430,2708,3726,2409,809,43,18488,3321,2551,3241,41,51,35926,3850,4610,3503,853,66,32859,3854,2296,2739,1159,39,11090,3280,1994,2006,636,3,8786,2931
