blue_top_xp,blue_top_total_gold,blue_top_current_gold,blue_top_cs,blue_top_dmg_done,blue_top_dmg_taken,blue_jg_xp,blue_jg_total_gold,blue_jg_current_gold,blue_jg_cs,blue_jg_dmg_done,blue_jg_dmg_taken,blue_mid_xp,blue_mid_total_gold,blue_mid_current_gold,blue_mid_cs,blue_mid_dmg_done,blue_mid_dmg_taken,blue_bot_xp,blue_bot_total_gold,blue_bot_current_gold,blue_bot_cs,blue_bot_dmg_done,blue_bot_dmg_taken,blue_sup_xp,blue_sup_total_gold,blue_sup_current_gold,blue_sup_cs,blue_sup_dmg_done,blue_sup_dmg_taken,red_top_xp,red_top_total_gold,red_top_current_gold,red_top_cs,red_top_dmg_done,red_top_dmg_taken,red_jg_xp,red_jg_total_gold,red_jg_current_gold,red_jg_cs,red_jg_dmg_done,red_jg_dmg_taken,red_mid_xp,red_mid_total_gold,red_mid_current_gold,red_mid_cs,red_mid_dmg_done,red_mid_dmg_taken,red_bot_xp,red_bot_total_gold,red_bot_current_gold,red_bot_cs,red_bot_dmg_done,red_bot_dmg_taken,red_sup_xp,red_sup_total_gold,red_sup_current_gold,red_sup_cs,red_sup_dmg_done,red_sup_dmg_taken
0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0
0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,120,98,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,98,120
185,563,63,2,146,0,325,601,101,4,3070,640,185,561,61,2,592,230,37,542,42,1,800,191,37,544,44,1,498,73,185,584,84,3,585,66,325,601,101,4,3365,768,276,620,120,6,1054,115,131,598,98,4,498,0,131,543,43,0,269,174
924,948,448,15,1870,82,920,982,482,16,12537,1598,696,815,315,10,1897,665,432,755,255,6,1448,695,432,720,220,3,792,585,461,797,297,8,1530,345,676,886,386,12,8404,1268,863,940,440,15,2733,215,564,955,455,15,4573,89,564,818,318,1,1493,341
1417,1816,1316,24,4165,245,1286,1579,1079,24,16428,2729,1222,1555,5,19,4315,665,770,1015,515,12,2953,1141,770,936,436,5,1794,1455,1263,1211,711,22,4334,613,892,1409,434,16,9684,1995,925,1063,128,15,3530,1014,927,1307,807,24,7234,941,927,1128,628,1,2864,1056
1541,1959,284,25,5412,1379,1515,1819,219,28,19635,2903,1870,1917,367,31,7893,1017,1203,1662,282,18,3867,1419,931,1241,366,6,1962,1539,1961,1855,1355,32,6256,1793,1401,1802,827,28,15168,2977,1787,1464,529,30,6768,1118,1021,1729,79,24,7677,1054,959,1287,262,1,2950,1229
2214,2291,316,38,8220,1401,1732,2362,57,33,25109,3190,2518,2289,739,43,12225,2082,1495,2396,16,21,5888,2629,1277,1643,118,8,3413,2452,2091,2036,356,35,6867,1793,1659,2394,169,28,16348,3933,2177,1700,765,36,9298,1692,1214,1908,108,27,9398,2040,1367,1551,526,4,3853,1950
2763,2788,813,46,11583,1787,2155,2705,395,42,32194,3928,2733,2458,208,46,13640,2776,1582,2532,152,22,7038,3129,1334,1777,252,8,3567,2646,2606,2500,820,38,9186,2082,2095,2719,494,36,25149,4613,2970,2150,1215,47,12214,1774,1859,2254,454,40,12652,2764,1610,1745,210,4,4094,2218
3008,2985,1010,50,12406,1847,2360,2924,614,47,37333,4446,3227,2876,626,55,16580,2933,2046,3232,852,34,10084,4007,1823,2118,593,12,5461,3042,3122,2941,1256,49,12949,2338,2415,3030,805,41,29564,5009,3618,2485,385,57,15440,1790,2140,2555,55,47,14793,3845,2126,2214,674,5,4724,2569
3192,3150,275,52,12897,2976,3139,3488,1178,59,45408,5276,3648,3189,939,63,20365,3261,2122,3388,208,36,11219,4254,2026,2324,399,13,5963,3042,3440,3385,200,54,15616,3438,2653,3588,1363,42,39189,5636,4266,2837,387,68,19545,1955,2798,2860,360,58,17661,3845,2263,2352,297,5,4725,2681
3926,3974,1099,64,17564,3279,3745,3986,1676,70,53326,5974,4323,3555,1305,78,25564,3381,2611,3799,619,50,16462,5175,2515,2534,609,14,6368,3500,3846,3654,469,63,20077,4107,3060,3907,32,50,44871,7119,4819,3131,681,78,23670,2165,3216,3331,831,70,23692,4077,2681,2630,570,6,5657,2720
4152,4483,33,68,20574,4735,4054,4448,638,74,57873,7201,4971,3883,1183,87,29290,3707,2771,3922,192,50,16462,5175,2863,2696,371,15,6640,4120,4869,4219,1034,77,26772,5264,3284,4349,474,50,47610,7557,5305,3475,1020,87,27181,2177,3635,3749,1249,79,29745,4309,3077,2979,919,7,7543,2720
4623,4832,377,77,23655,4735,4410,4781,321,82,67094,7774,5619,4241,1541,98,34990,4062,3274,4398,668,62,21888,5252,3090,3043,393,18,8785,4144,5422,4705,320,88,33593,5378,4056,4840,965,66,62147,8480,5953,3852,1397,99,33485,3168,3923,4141,166,86,32816,4495,3209,3206,346,7,8201,2720
5176,5116,661,86,30148,6591,4800,5649,1189,85,70522,8507,6172,4676,1976,107,42293,4965,3869,5231,1501,69,28189,6623,3691,3785,430,21,10693,5887,6403,5310,925,95,36694,7195,4607,5373,1498,70,67408,10383,6444,4132,1677,109,37302,3260,4162,4348,373,91,35991,6300,3234,3407,547,7,9020,4097
5916,5778,723,86,31304,6764,5289,5966,1501,90,78333,9922,6911,5278,2578,122,51090,5271,4192,5794,739,75,32130,7213,4075,4052,692,24,11694,6546,7222,6504,2119,107,45017,8462,4839,5652,302,74,75741,10812,7092,4583,2128,122,41735,3544,4560,4854,874,97,40379,6326,3484,3682,67,8,9412,5423
6530,6225,1170,99,38199,8275,5898,6784,419,100,89465,10720,7344,5859,459,128,54913,8294,4537,6335,340,80,36246,8216,4294,4445,185,24,12238,6642,7299,6724,439,109,46756,8730,6233,6135,785,85,85205,11400,7912,5410,980,128,47498,4947,4962,5145,565,103,45051,7733,3684,3843,229,9,10066,5447
6989,6515,260,110,43329,8278,6190,7067,697,101,103066,12022,7681,6114,374,136,59486,8326,5270,6997,997,99,42486,8241,4631,4683,418,28,13646,6642,7950,7178,893,121,54598,8774,6832,6660,1310,99,101388,13078,8038,5681,46,130,48824,4965,5548,5801,596,113,50856,7733,4171,4034,419,9,10548,5696
7548,6894,639,118,50368,8278,6577,7412,117,110,108812,12158,8362,6589,849,148,64850,8326,5515,7182,7,102,45158,8419,4876,4844,104,29,13974,6642,8502,7528,1233,133,59995,8853,7259,6926,1576,106,115211,13403,8545,6013,378,142,54614,4965,5737,6097,292,119,54778,7733,4428,4179,489,9,10862,5728
7915,7229,974,126,55516,8319,6982,7889,589,120,119016,13894,8805,6908,768,157,76825,9896,5666,7528,353,103,46146,9887,5118,5238,498,30,15019,7801,8874,7831,1536,139,64331,11283,7723,7160,160,111,120573,13851,9182,6790,1155,149,65437,4983,6395,6515,705,131,61430,9431,4592,4361,671,10,11223,5728
