blue_top_xp,blue_top_total_gold,blue_top_current_gold,blue_top_cs,blue_top_dmg_done,blue_top_dmg_taken,blue_jg_xp,blue_jg_total_gold,blue_jg_current_gold,blue_jg_cs,blue_jg_dmg_done,blue_jg_dmg_taken,blue_mid_xp,blue_mid_total_gold,blue_mid_current_gold,blue_mid_cs,blue_mid_dmg_done,blue_mid_dmg_taken,blue_bot_xp,blue_bot_total_gold,blue_bot_current_gold,blue_bot_cs,blue_bot_dmg_done,blue_bot_dmg_taken,blue_sup_xp,blue_sup_total_gold,blue_sup_current_gold,blue_sup_cs,blue_sup_dmg_done,blue_sup_dmg_taken,red_top_xp,red_top_total_gold,red_top_current_gold,red_top_cs,red_top_dmg_done,red_top_dmg_taken,red_jg_xp,red_jg_total_gold,red_jg_current_gold,red_jg_cs,red_jg_dmg_done,red_jg_dmg_taken,red_mid_xp,red_mid_total_gold,red_mid_current_gold,red_mid_cs,red_mid_dmg_done,red_mid_dmg_taken,red_bot_xp,red_bot_total_gold,red_bot_current_gold,red_bot_cs,red_bot_dmg_done,red_bot_dmg_taken,red_sup_xp,red_sup_total_gold,red_sup_current_gold,red_sup_cs,red_sup_dmg_done,red_sup_dmg_taken
0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0
0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,192,0,0,560,60,0,162,373,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,160,226,0,500,0,0,213,129
185,563,63,2,888,279,325,601,101,4,3933,793,215,594,94,4,942,55,150,612,112,5,1499,203,150,603,103,0,487,566,185,563,63,2,1199,528,325,601,101,4,2666,766,276,579,79,3,914,209,75,563,63,2,914,414,75,549,49,1,508,466
798,832,332,11,3286,694,835,954,454,16,12191,1736,801,920,420,14,3490,798,472,853,353,12,2365,322,319,757,107,0,1404,566,646,818,318,9,3314,1088,676,886,386,12,8537,1232,924,925,425,14,3617,634,450,853,353,12,2410,554,450,704,204,2,658,568
1344,1492,42,17,4708,916,1010,1157,232,20,13880,2573,1477,1221,721,25,5755,808,861,1074,574,18,5087,1202,432,992,267,0,2436,1294,984,1039,189,14,4153,1473,843,1314,814,16,10283,1994,1240,1867,1367,20,5370,968,813,1155,655,20,3620,935,844,970,470,5,1644,910
1622,1677,227,20,5132,925,1321,1450,525,28,18604,3001,1943,1399,49,28,7014,1273,1048,1259,309,22,5771,1252,593,1486,111,0,3008,2087,1723,1476,626,30,6481,1477,887,1737,1237,16,12804,2530,1610,2504,229,28,6671,1623,1048,1546,46,24,5839,1340,1078,1254,54,5,1896,1123
2517,2083,633,31,7943,1306,1599,1696,771,34,22485,3688,2652,1725,375,38,10072,1749,1418,1606,656,32,7549,1723,933,1641,266,0,3095,2087,2154,1718,868,36,8647,2168,1407,2085,1585,25,17086,4025,1886,2726,451,34,9187,1765,1560,1891,386,34,8577,1395,1253,1460,260,6,3127,1123
2963,2415,965,36,11073,2235,1881,1921,996,38,27515,4597,2824,2173,123,40,10611,1821,1808,2261,161,43,13285,2058,1323,1927,552,0,4771,2313,2893,2137,1287,51,15767,3327,1662,2292,242,29,22149,4571,2595,3019,744,45,11442,1967,1874,2146,341,42,10517,2207,1290,1594,394,6,3144,1763
3595,2629,1179,41,12718,3090,2008,2071,321,40,28316,4612,3563,2521,471,51,15333,2602,2202,2628,528,54,16997,2058,1623,2082,232,0,5558,2380,3491,2655,1805,60,21681,4195,1993,2525,470,34,25618,5661,3273,3292,1017,55,17390,2526,2335,2750,945,56,15169,2207,1648,1854,649,10,5202,1836
3871,2857,107,48,13454,3159,2474,2324,574,46,32067,5364,3748,2704,104,54,15967,3213,2484,2907,807,62,20083,2574,1905,2279,429,0,6299,3562,3767,2883,183,66,24580,4269,2482,2967,912,38,33174,6227,4229,4074,1799,67,25244,3258,2824,3169,1364,70,20314,2632,2137,2082,877,12,7357,2611
4424,3190,440,60,15470,3350,2888,2664,914,54,39502,5831,4301,3011,411,65,19805,3367,2823,3263,213,73,22544,2598,2243,2414,129,0,7081,3562,4568,3294,594,80,30975,4372,2679,3195,240,43,42457,7020,4604,4321,461,75,27344,3594,3269,3501,21,82,25726,2788,2306,2259,179,14,7927,2611
5102,3555,805,71,19653,4268,3381,3083,528,60,45338,6388,5013,4040,1440,74,24711,4300,3279,3821,766,89,35314,2677,2699,2721,436,0,8037,3562,5216,3835,1135,91,38750,6655,3219,3539,584,54,49906,8090,4997,4617,757,82,29505,4743,3627,3867,387,93,29908,3100,2777,2496,416,16,8493,2743
5509,4127,1377,78,21866,5731,3491,3337,782,60,49510,8005,5362,4348,198,80,26934,5075,3574,4361,1306,92,45157,2833,2809,3059,769,1,8678,4097,5864,4420,1720,104,46830,6903,3455,3751,796,58,51691,10070,5120,4819,959,86,30290,5444,3650,4009,524,94,32359,3537,2800,2646,566,16,9498,4166
5876,4382,432,86,24150,5741,3655,3510,955,60,52862,8501,5965,4646,496,96,33721,5075,3927,4707,1652,95,49812,4601,2915,3209,914,2,9709,4097,6355,4906,456,115,52319,7336,3524,4262,457,61,52993,10556,5470,5046,1181,87,30809,5444,4269,4872,1387,106,38701,4119,3085,2979,889,18,9943,4689
6433,4645,695,93,29403,7001,3655,3632,77,60,57497,9349,6612,5013,13,107,39112,5650,4299,5219,664,104,55586,4601,3226,3384,74,4,10412,4271,7003,5299,849,127,60353,9117,4213,4590,785,68,62645,11597,5849,5347,1482,95,35187,5740,4634,5568,108,113,41567,4606,3419,3473,208,21,13046,4980
6755,4823,73,97,31506,8433,4354,4003,448,70,65088,9842,7242,5377,377,117,44099,5650,4760,5505,950,113,62297,6493,3502,3605,295,4,11019,5502,7681,6144,1694,139,69488,10403,4382,4827,1022,72,71641,11890,6527,5801,486,108,42698,5911,5053,6034,574,126,50257,5828,3899,3783,513,24,15627,5904
7029,5574,184,99,33761,9014,4664,4322,692,75,68768,11302,7637,5720,720,123,47984,7618,5546,6279,74,125,70982,6609,3708,3905,80,5,11021,5502,7989,6316,266,142,74421,11383,5183,5350,1545,80,81826,14113,6998,6144,829,117,49065,6276,5485,6377,567,135,56961,6378,4032,3924,654,24,15627,6639
7745,6139,749,105,37984,9173,4940,4529,894,76,73371,11790,7910,6192,82,123,48295,8647,6163,7067,857,140,80995,6609,4438,4511,686,5,12754,5502,8355,6695,645,147,77670,11659,5221,5593,163,81,83510,14800,7318,6516,186,117,49928,7824,6133,7699,39,148,71991,6400,4582,4514,344,24,15794,8377
7837,6304,314,108,40765,11623,5635,4837,52,84,82229,14124,8511,6676,566,136,56042,8801,6632,7389,1179,154,91914,6609,4714,4671,846,5,13598,6591,9003,7521,1471,155,81767,11761,5724,6145,715,83,87581,15233,7691,7032,697,120,53546,7838,6827,8218,558,160,81352,6969,5079,4830,655,26,16081,8828
