blue_top_xp,blue_top_total_gold,blue_top_current_gold,blue_top_cs,blue_top_dmg_done,blue_top_dmg_taken,blue_jg_xp,blue_jg_total_gold,blue_jg_current_gold,blue_jg_cs,blue_jg_dmg_done,blue_jg_dmg_taken,blue_mid_xp,blue_mid_total_gold,blue_mid_current_gold,blue_mid_cs,blue_mid_dmg_done,blue_mid_dmg_taken,blue_bot_xp,blue_bot_total_gold,blue_bot_current_gold,blue_bot_cs,blue_bot_dmg_done,blue_bot_dmg_taken,blue_sup_xp,blue_sup_total_gold,blue_sup_current_gold,blue_sup_cs,blue_sup_dmg_done,blue_sup_dmg_taken,red_top_xp,red_top_total_gold,red_top_current_gold,red_top_cs,red_top_dmg_done,red_top_dmg_taken,red_jg_xp,red_jg_total_gold,red_jg_current_gold,red_jg_cs,red_jg_dmg_done,red_jg_dmg_taken,red_mid_xp,red_mid_total_gold,red_mid_current_gold,red_mid_cs,red_mid_dmg_done,red_mid_dmg_taken,red_bot_xp,red_bot_total_gold,red_bot_current_gold,red_bot_cs,red_bot_dmg_done,red_bot_dmg_taken,red_sup_xp,red_sup_total_gold,red_sup_current_gold,red_sup_cs,red_sup_dmg_done,red_sup_dmg_taken
0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0
6,900,400,0,637,84,0,500,0,0,0,0,6,500,0,0,413,717,6,600,100,0,773,354,6,500,0,0,229,658,5,525,25,0,126,638,5,500,0,0,170,638,5,525,25,0,413,336,5,525,25,0,635,60,5,860,360,0,436,0
236,1298,173,4,1549,699,325,601,101,4,3429,689,222,594,94,4,786,717,58,696,46,0,1250,1007,168,523,23,0,312,889,197,867,67,1,464,719,330,601,101,4,2436,1359,289,650,100,5,1363,673,225,784,284,3,1881,78,40,1548,98,0,835,431
914,1634,509,14,3050,967,712,902,402,13,7661,1477,907,914,414,13,2405,1447,265,937,287,6,2749,1463,375,678,178,1,712,1147,598,1073,273,5,1598,1223,690,889,389,12,6863,2144,811,904,354,13,6950,811,613,1067,567,13,3952,448,397,1722,272,0,1310,614
1365,2162,37,20,5934,1928,1201,1260,760,23,16093,2327,1184,1076,126,16,3549,2082,791,1337,687,19,4056,1555,901,901,401,4,1680,1375,1215,1326,91,10,3362,1848,982,1290,790,16,8421,2308,1386,1545,220,25,10383,1251,782,1295,45,19,5319,448,566,1917,92,0,2232,619
2013,2522,397,31,7757,1928,1471,1484,984,30,21070,2630,1723,1379,429,24,4429,2672,1074,1627,127,27,5393,1555,1183,1112,237,6,3291,1409,1647,1644,59,19,5665,1848,1157,1512,312,20,10961,2679,1911,1822,497,32,13976,1526,1196,1629,379,28,6661,518,980,2051,226,0,2480,619
2791,2856,726,43,9639,2128,1846,1772,52,38,25027,3175,2354,2012,327,34,8248,2990,1655,2005,505,38,7411,1646,1503,1518,638,9,4564,1409,2138,1879,294,26,9084,2094,1630,1856,656,31,18092,3254,2190,2061,301,37,15739,2393,1629,2019,769,40,9334,575,1413,2206,381,0,3619,628
3206,3397,1267,50,12192,3371,2007,1979,259,42,30817,3474,2800,2389,629,41,10475,3853,2126,2358,858,52,9348,1646,1822,1652,772,9,4564,1412,2939,2305,720,41,13192,2094,2115,2145,945,39,25144,4316,2836,2902,277,44,18898,3595,1966,2368,1118,52,13306,575,1750,2340,515,0,4221,628
3769,3750,315,61,16399,3371,2307,2570,850,46,35656,4517,3246,3040,45,47,13755,4552,2568,2943,1438,62,12462,2206,2294,2080,1195,13,7030,2390,3310,2686,161,46,17540,2665,2335,2344,44,43,28306,6577,3422,3272,422,49,23656,3595,1989,2520,265,53,14528,2011,2054,2664,839,2,6273,911
4077,4173,738,61,17626,4712,2777,2888,318,54,45811,5946,3894,3379,384,57,19194,4566,2968,3191,1686,69,14342,2206,2294,2214,129,13,7148,2390,4111,3231,706,58,24788,3592,2836,2612,312,51,35952,7717,4305,3832,182,58,27426,4826,2584,2916,661,65,18539,2083,2432,2827,1002,4,9959,911
4709,4728,1293,71,22806,4781,3326,3279,709,56,52992,6781,4473,4395,1400,67,26055,5428,3216,3421,181,72,15395,3353,2539,2470,135,15,7578,2390,4326,3395,160,61,25886,4055,3440,3091,791,57,43715,9374,4863,4140,490,65,32063,4936,3003,3750,1490,77,24420,2269,2851,3365,1540,5,12037,1261
5333,5129,689,84,28390,4908,3935,3642,1072,68,69529,8092,5109,4736,1741,77,31007,6597,3887,3772,532,82,20671,3358,2619,2641,296,17,7584,2390,5012,3838,598,75,31690,4112,3644,3313,213,61,47493,10025,5664,4573,923,81,40890,5107,3291,4060,400,84,27342,2388,3078,3509,134,5,13136,1376
5981,5497,1057,95,34969,4989,4714,4004,1434,82,81840,9932,5666,4998,2003,85,34622,6973,4189,4153,198,87,23983,3888,2674,2791,46,17,7586,2390,5598,4206,966,86,38685,5227,4061,3606,506,65,50011,10211,6346,5036,1381,95,50183,5537,3885,4476,816,97,33738,2928,3334,3739,359,6,14498,1376
6534,6010,1570,107,43961,5699,4868,4201,151,82,84145,10821,5888,5208,63,86,34963,7480,4928,4921,966,101,34520,4081,2833,3231,136,17,7800,3436,5875,4448,158,90,41123,5549,4279,4832,282,65,54042,11942,6650,5731,101,100,55059,5537,4220,4963,1303,98,34936,3668,3690,4453,423,6,15012,1655
7182,6603,2163,120,52085,5699,5609,4584,534,93,100481,13251,6563,5613,468,99,42294,8027,5300,5229,74,108,38289,4095,2933,3477,292,20,7810,3436,6522,4806,516,100,46763,5617,5143,5265,715,81,66769,13548,7360,6141,501,112,62116,5551,4514,5227,667,103,39080,3982,3737,4624,344,6,15889,1775
7769,6933,2493,129,58977,8156,5805,4802,317,97,108440,14961,6825,5900,755,100,44456,9109,5770,5820,665,114,42633,4184,3050,3617,132,20,8040,4925,7157,5190,900,106,53285,7011,5629,5793,888,88,70556,14077,8328,7424,1784,118,68130,5590,4698,5455,295,103,41280,6845,3995,4904,624,6,16589,1994
7987,7291,211,133,62186,8173,6554,5279,794,110,120210,15985,7132,6491,96,107,47195,9109,6319,6283,1128,124,48625,4368,3195,3888,398,21,8045,6475,7559,5523,148,115,57640,7011,6307,6212,507,102,77103,14286,8559,7918,1023,122,71794,5604,5253,5971,811,113,53313,6938,4184,5054,149,6,16591,1994
8925,7824,744,152,82136,8173,6952,5701,341,114,130286,17280,7841,6872,477,118,56681,11730,6596,6510,115,130,51440,6230,3367,4028,88,21,8045,6681,8161,6319,944,118,63282,8376,6987,6870,1165,104,79704,15228,9074,8295,1400,132,79334,5604,5486,6260,100,116,54592,8230,4774,5380,475,6,17324,2504
9256,8054,969,157,85116,9791,7703,6305,945,133,147936,19371,7964,7022,117,120,59745,11741,6596,6633,238,130,51440,6230,4209,4300,360,24,11675,8279,8776,6706,81,129,69560,8384,7686,7239,1534,111,83865,15310,9781,8714,1819,134,83996,6197,6728,7832,1672,124,60586,9819,5369,5730,820,7,19010,2504
9749,8399,514,166,93988,9953,7758,6454,279,135,153114,19377,8753,7421,516,132,65929,11778,6841,6934,539,136,57830,7515,4525,4560,620,27,13040,8279,9300,7073,448,139,76790,8949,7984,7481,401,115,88520,15818,10214,9041,2141,141,89206,6276,7200,8243,163,136,68977,10318,5530,5970,1060,12,19406,2504
10336,8822,938,176,102805,12034,8686,7451,1276,145,169370,19863,10435,8302,1397,143,77818,14000,7754,7685,1290,151,69378,7554,4562,4750,235,27,13040,8279,9660,7300,675,145,82447,10755,8677,7823,743,129,105747,19258,10988,9426,2526,149,94065,6548,8234,8925,845,145,77430,11072,5800,6124,414,13,22565,2504
10584,9098,338,181,107268,12034,9148,7714,1539,151,178538,19899,10702,8508,213,148,80947,14089,8114,8002,557,158,74951,7554,4662,4891,76,27,13040,9111,10199,7611,586,152,88646,10764,8800,7983,178,131,110500,19559,11581,9790,1141,161,103347,6622,8437,9176,291,150,80692,11072,6134,6356,646,18,24017,2504
