blue_top_xp,blue_top_total_gold,blue_top_current_gold,blue_top_cs,blue_top_dmg_done,blue_top_dmg_taken,blue_jg_xp,blue_jg_total_gold,blue_jg_current_gold,blue_jg_cs,blue_jg_dmg_done,blue_jg_dmg_taken,blue_mid_xp,blue_mid_total_gold,blue_mid_current_gold,blue_mid_cs,blue_mid_dmg_done,blue_mid_dmg_taken,blue_bot_xp,blue_bot_total_gold,blue_bot_current_gold,blue_bot_cs,blue_bot_dmg_done,blue_bot_dmg_taken,blue_sup_xp,blue_sup_total_gold,blue_sup_current_gold,blue_sup_cs,blue_sup_dmg_done,blue_sup_dmg_taken,red_top_xp,red_top_total_gold,red_top_current_gold,red_top_cs,red_top_dmg_done,red_top_dmg_taken,red_jg_xp,red_jg_total_gold,red_jg_current_gold,red_jg_cs,red_jg_dmg_done,red_jg_dmg_taken,red_mid_xp,red_mid_total_gold,red_mid_current_gold,red_mid_cs,red_mid_dmg_done,red_mid_dmg_taken,red_bot_xp,red_bot_total_gold,red_bot_current_gold,red_bot_cs,red_bot_dmg_done,red_bot_dmg_taken,red_sup_xp,red_sup_total_gold,red_sup_current_gold,red_sup_cs,red_sup_dmg_done,red_sup_dmg_taken
0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0
0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,102,0,0,500,0,0,0,52,0,500,0,0,0,49,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0
0,521,21,0,1116,206,325,601,101,4,1923,460,215,574,74,3,336,32,123,521,21,0,111,251,0,523,23,0,462,174,215,598,98,4,715,202,325,601,101,4,2433,800,215,594,94,4,258,0,150,612,112,5,886,0,150,583,83,0,627,129
646,779,279,6,2157,814,614,1223,-27,8,4870,1870,924,913,413,14,4432,859,449,752,252,4,1269,582,264,738,238,1,835,643,924,968,468,16,2885,570,362,1073,148,4,4351,1405,714,868,368,13,2553,535,564,923,423,16,3181,198,564,817,317,0,2054,731
1324,1116,616,16,4465,1177,866,1511,261,16,9901,2150,1477,1194,694,24,9248,1122,786,1043,543,14,2389,712,601,933,433,1,1456,801,1477,1299,799,27,5621,962,749,1381,456,11,9364,1939,1362,1208,708,24,4458,802,687,1154,179,17,4068,321,564,1039,89,0,2455,990
2033,1455,955,26,6886,1566,1016,1704,454,20,13635,2573,2299,1863,13,36,12667,2115,1288,1403,903,25,4686,963,1072,1147,647,1,3498,1063,1848,1579,29,33,7732,1341,1109,1670,220,19,13135,2437,1822,1428,128,31,7028,1460,1027,1452,477,25,6337,444,903,1234,284,0,3370,1406
2556,1697,1197,33,8167,1891,1384,2010,760,30,20615,3446,2670,2085,235,42,15837,2924,1363,1547,147,26,5215,1237,1147,1302,302,1,3716,1268,2431,1963,413,47,11941,1750,1744,2038,588,31,20440,3367,2283,1690,390,39,9856,2239,1271,1721,746,33,8805,524,1147,1448,498,0,4142,1415
3019,2004,254,41,10012,1976,1384,2132,57,30,21271,4265,3223,2329,479,49,18787,3105,2006,1952,552,40,9833,1752,1299,1496,146,1,4387,2044,2980,2697,97,62,16446,2002,2012,2375,925,35,25114,4451,3045,2263,963,49,14436,2344,1700,1960,985,35,10967,998,1515,1718,68,0,6439,1951
3509,2300,550,48,11493,2406,2139,2491,416,40,29205,5377,3745,2626,41,57,23949,3750,2099,2141,241,44,10601,1842,1592,1732,372,5,4915,2312,3382,2975,375,67,19139,2708,2442,2687,187,43,29322,4574,3598,2543,318,59,17404,2344,2187,2243,68,42,13527,998,1696,1893,243,1,6661,2094
3961,2507,757,53,13367,3033,2543,3211,1136,43,34101,5978,4633,3487,902,72,31818,3913,2721,2615,715,60,15825,2696,2214,2019,659,6,6438,2514,3782,3236,636,74,22671,4263,2878,3130,155,47,36839,6100,3813,2745,85,64,18196,3972,2413,2463,288,47,18047,1541,1952,2146,496,4,7864,2434
4424,2916,241,60,16735,3066,3190,3617,1537,55,39790,6335,5180,3762,1177,80,40741,4228,2996,2939,1039,63,18420,3919,2488,2607,1247,6,8422,3785,4194,3808,608,82,25331,4263,3100,3453,478,50,39485,6408,4427,2998,338,73,21385,4721,2921,2858,683,57,22679,2297,2330,2457,807,6,9613,3367
5144,3798,1123,72,23907,3589,3706,4009,279,60,45709,7159,5827,4332,1747,93,48986,5198,3333,3144,244,68,20020,4246,2488,2747,287,6,8422,3785,4333,4135,85,85,27176,5748,3664,3747,772,58,49766,7098,4967,3393,733,86,26539,5580,3035,3280,320,57,22679,2297,2518,2662,262,6,10149,3367
5550,4019,504,78,25594,3900,3993,4268,538,63,47573,7659,6228,4649,274,102,53886,5464,3739,3552,647,76,22731,4788,2893,3442,977,9,10298,4789,4917,4674,624,96,34652,5748,4111,4092,262,67,55184,7379,5615,3750,290,97,31231,5722,3447,3591,631,69,26929,3697,2748,2962,557,7,12260,3897
6259,4415,900,90,30472,5075,4031,4425,40,64,50599,8965,6388,4859,49,106,56024,7526,4121,3811,906,87,28785,4915,3135,3622,307,12,12203,4789,5625,5167,1117,110,42214,6691,4376,4910,1080,70,60445,8346,6031,4288,828,101,32440,6653,3713,3814,589,69,27779,4189,3537,3369,959,13,14352,3897
6876,4780,1265,100,34217,5107,4467,4786,401,72,59117,9852,6911,5147,337,116,61114,7656,5044,4584,1679,104,35369,5330,3800,4146,826,19,17191,5053,6273,5630,1580,122,48170,6691,5115,5244,239,82,71718,9366,6770,4635,70,115,38574,6730,4277,4237,1002,82,33695,4610,3787,3564,229,13,15687,5400
7555,5210,345,114,41492,5412,5192,5308,923,78,68857,12476,7608,5750,940,123,67828,10229,5276,4787,107,108,37540,6041,4032,4471,401,20,19755,5754,7012,6130,1480,138,57556,6742,5731,5689,684,95,84337,10720,7220,4877,312,122,44251,8974,4308,4360,325,82,33909,5325,3787,3704,369,13,16294,6501
8383,5729,864,131,51082,5724,5555,5581,96,78,69083,12702,8132,6128,343,134,74828,10468,5985,5250,570,123,46777,7795,4473,5561,1486,21,21663,7380,7598,6576,1176,149,63629,6760,5931,5942,232,96,88390,11777,7556,5225,260,122,46144,10380,5022,5478,1438,94,40100,6399,4024,4150,165,13,16723,6676
9510,6979,2114,146,61802,6429,6303,6093,603,87,89830,14060,8847,6634,849,140,81716,12274,6257,5505,200,127,51564,9873,4473,5811,696,21,22455,8798,8316,7168,1768,165,77516,8912,6724,6867,1157,100,91619,12956,8000,5592,627,129,49385,10602,5685,6211,2171,106,47437,7190,4723,4822,37,16,22950,7974
10294,7401,821,159,69679,6683,6480,6300,-15,91,99838,15786,9192,7098,498,143,84921,13119,6628,5859,554,136,57818,9873,5036,6158,393,24,25043,8998,8316,7290,190,165,78945,8912,7138,7166,106,108,102262,13166,8587,5993,628,141,54225,10602,6057,6507,467,112,51864,9065,4761,4998,208,17,23736,9720
10317,7544,964,160,70733,9968,6578,6873,558,91,99975,16380,9267,7371,771,143,86413,14685,6770,5982,677,136,59613,11619,5083,6378,603,27,27081,9965,9400,8380,1280,177,93233,10113,8107,7882,822,118,115390,14796,9084,6166,801,141,57606,11496,6711,7131,1091,113,53783,9176,4991,5253,373,20,25780,9748
10914,8042,472,163,75146,12019,6658,7015,700,91,100710,18113,10248,7790,1190,156,97622,15403,7254,6328,723,144,69106,11973,5275,6582,802,30,28627,10589,9989,8969,1869,190,107165,10513,8686,8569,109,126,122997,14982,9976,6682,67,151,65057,13788,7317,7889,1849,118,59740,9236,5501,5678,793,22,28707,9907
11065,8180,175,165,76000,12144,7596,7384,-31,103,115221,20662,10896,8213,328,169,108108,15566,7372,6473,268,145,69964,13394,5713,6882,202,35,34766,10625,10767,9582,632,205,122918,10693,9061,8827,367,130,133311,15588,10482,7272,657,157,68216,14191,8041,8302,2262,128,66932,11117,6049,5980,1085,26,31816,9907
11651,8582,577,178,87383,12576,9238,8228,813,113,126809,22505,10951,8377,492,172,110342,15801,7904,7216,1006,155,77402,13798,5997,7058,28,36,36324,12218,11414,10067,1317,217,137959,12966,9777,9181,721,138,143746,16183,11048,7820,1205,165,75307,16011,8568,8804,2759,144,75320,11288,6480,6231,1326,28,32879,9907
12307,9048,1038,191,91732,12728,9865,8581,-134,125,146847,23326,11375,8819,934,174,113625,16083,8413,7597,87,166,83664,13823,5997,7199,169,36,36324,12218,11552,10189,140,217,137961,12966,10591,9593,433,150,164119,16967,11312,8169,604,173,83648,16011,8982,9053,258,152,80935,11288,6480,6372,502,28,33151,11817
12702,9325,515,196,95130,15119,10050,9324,559,125,148410,25353,12147,9311,1426,188,122080,16102,9113,8000,490,175,91532,15776,6618,7459,354,40,40678,13930,12562,11214,1164,229,156516,14826,10957,9926,11,154,169173,19340,13406,8446,881,179,88432,16032,9740,9662,862,155,83725,12057,7167,6716,846,28,34639,12043
13194,9534,109,201,100865,15279,10163,9496,131,128,154084,25880,12392,9593,858,193,126517,16979,9125,8122,192,175,94292,15776,7041,7641,216,43,44086,13930,13148,11756,206,242,176212,15382,11445,10249,254,163,179828,19563,14103,8937,438,192,99149,16356,10058,9815,125,157,91682,12524,7309,6881,186,32,38640,13369
13752,9900,476,211,109580,19082,10773,9902,538,139,171339,27915,13058,9893,1159,195,129941,20441,9571,8495,560,188,105282,16824,7884,8398,218,45,45386,15907,14180,12825,1275,248,187971,18515,13035,11575,1581,168,189254,20636,15637,9635,1135,192,110814,19193,11516,10521,832,164,99353,15022,8863,7371,677,32,42902,13864
14149,10176,751,216,114994,19318,10792,10025,-265,139,172345,31444,14513,11278,2543,208,145604,21518,9571,8617,282,188,106860,18503,9462,9086,556,48,49913,16628,14799,14052,1403,257,206068,19587,13655,12538,2544,176,205087,22012,15973,10510,745,195,115410,21842,12532,12100,2440,176,111749,15725,9385,7908,1213,32,46441,15761
15031,10682,107,230,124945,19331,10854,10147,-143,139,172464,31977,15020,11550,2815,208,147907,25946,10743,9578,1243,198,118986,19119,10024,9435,906,56,57356,16628,16220,14806,2156,257,215124,23263,14524,12959,314,191,226349,22659,16448,10881,366,204,120696,21842,13081,12510,546,188,124219,16321,9749,8125,255,34,49152,15980
15199,10818,244,231,126642,22665,11250,10511,222,145,182236,32193,15175,11672,133,208,150250,30455,11398,10014,379,208,130160,21304,10341,9597,317,58,62646,18017,16558,15091,541,257,217581,23263,15433,13730,1086,197,236746,24609,17570,11660,1145,220,138417,21842,14127,13713,1748,194,132942,16321,10989,8599,729,35,55540,17683
15199,10891,316,231,127983,28625,11497,10669,379,145,184334,34260,15344,11809,270,208,150250,30455,11398,10076,441,208,130160,21304,10716,9968,688,58,63197,19835,17091,16072,1523,262,231596,24136,15997,13955,1311,201,246954,24845,17929,11910,1395,223,142924,25029,14671,14092,2127,194,134633,16355,11372,8891,1021,35,56166,20059
