blue_top_xp,blue_top_total_gold,blue_top_current_gold,blue_top_cs,blue_top_dmg_done,blue_top_dmg_taken,blue_jg_xp,blue_jg_total_gold,blue_jg_current_gold,blue_jg_cs,blue_jg_dmg_done,blue_jg_dmg_taken,blue_mid_xp,blue_mid_total_gold,blue_mid_current_gold,blue_mid_cs,blue_mid_dmg_done,blue_mid_dmg_taken,blue_bot_xp,blue_bot_total_gold,blue_bot_current_gold,blue_bot_cs,blue_bot_dmg_done,blue_bot_dmg_taken,blue_sup_xp,blue_sup_total_gold,blue_sup_current_gold,blue_sup_cs,blue_sup_dmg_done,blue_sup_dmg_taken,red_top_xp,red_top_total_gold,red_top_current_gold,red_top_cs,red_top_dmg_done,red_top_dmg_taken,red_jg_xp,red_jg_total_gold,red_jg_current_gold,red_jg_cs,red_jg_dmg_done,red_jg_dmg_taken,red_mid_xp,red_mid_total_gold,red_mid_current_gold,red_mid_cs,red_mid_dmg_done,red_mid_dmg_taken,red_bot_xp,red_bot_total_gold,red_bot_current_gold,red_bot_cs,red_bot_dmg_done,red_bot_dmg_taken,red_sup_xp,red_sup_total_gold,red_sup_current_gold,red_sup_cs,red_sup_dmg_done,red_sup_dmg_taken
0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0
0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0
123,563,63,2,229,160,475,671,171,8,6214,648,185,581,81,3,763,240,113,542,42,1,431,108,113,523,23,0,0,0,185,584,84,3,711,98,325,601,101,4,3649,877,276,587,87,4,992,132,150,563,63,2,1315,0,150,523,23,0,161,54
738,839,339,11,1832,513,727,1054,554,12,9082,1739,827,1301,801,12,3341,1376,508,885,385,11,1768,317,508,759,259,3,1041,237,893,983,483,17,3174,137,925,1259,759,13,8408,1882,638,919,19,9,2639,1002,450,853,353,11,2933,163,450,704,204,2,1268,115
1248,1092,592,17,3806,1118,950,1577,727,16,12128,2789,1134,1523,173,18,4815,1886,887,1148,648,19,3842,920,887,956,451,6,1828,674,1232,1497,997,22,5890,1084,1107,1617,817,17,12168,2583,1039,1153,253,16,4668,1812,808,1169,669,20,5310,697,808,955,455,6,3383,720
1783,1508,258,20,5410,1635,1257,2010,410,20,13853,3520,1578,2660,210,22,7462,2294,1364,1779,1279,28,6226,1441,1364,1327,817,9,3261,1059,1507,2024,274,26,7568,1746,1107,1749,174,17,13473,3473,1556,1564,264,25,6636,2323,1228,1508,1008,30,7990,1149,1166,1152,652,7,5222,1399
2245,1673,423,22,5864,1635,1819,2654,1054,32,23188,4099,2123,2947,497,29,9792,2764,1570,2021,71,35,8322,1469,1628,1599,64,9,3888,1059,2275,2399,649,40,10600,1897,1382,1972,97,21,16062,4579,2076,1877,577,33,9608,2898,1565,1736,136,36,9293,1322,1224,1352,327,8,5448,1399
2984,2071,821,35,7969,1973,2135,2894,1294,36,26911,4242,2623,3260,810,41,13745,3416,2093,2368,413,48,10439,1708,1783,1764,229,10,4302,1059,3014,2811,1061,54,13907,2044,1870,2280,405,29,22570,5440,2708,2046,746,36,10891,3665,2166,2149,549,51,13199,1453,1393,1528,503,10,5944,1536
3107,2219,119,36,8278,2132,2397,3207,1607,40,33291,4986,3336,3955,1505,52,19373,4745,2456,2734,779,59,13717,2467,2084,2015,480,13,5713,1475,3540,3163,1413,64,15745,2135,2032,2487,237,33,28335,6422,3138,2227,227,40,13151,4835,2530,2377,777,58,15981,1789,1695,1683,658,11,7373,2130
3813,2538,438,47,11370,2798,2777,3778,2178,45,39012,5891,3767,4183,1733,58,22976,5950,3152,3444,1489,74,18937,2702,2409,2293,753,15,7198,2533,4123,3482,1732,75,22369,2864,2535,2776,521,41,31957,7573,3701,2422,422,44,16101,5825,2888,2598,998,63,19512,1948,1807,1839,89,12,8582,3655
