blue_top_xp,blue_top_total_gold,blue_top_current_gold,blue_top_cs,blue_top_dmg_done,blue_top_dmg_taken,blue_jg_xp,blue_jg_total_gold,blue_jg_current_gold,blue_jg_cs,blue_jg_dmg_done,blue_jg_dmg_taken,blue_mid_xp,blue_mid_total_gold,blue_mid_current_gold,blue_mid_cs,blue_mid_dmg_done,blue_mid_dmg_taken,blue_bot_xp,blue_bot_total_gold,blue_bot_current_gold,blue_bot_cs,blue_bot_dmg_done,blue_bot_dmg_taken,blue_sup_xp,blue_sup_total_gold,blue_sup_current_gold,blue_sup_cs,blue_sup_dmg_done,blue_sup_dmg_taken,red_top_xp,red_top_total_gold,red_top_current_gold,red_top_cs,red_top_dmg_done,red_top_dmg_taken,red_jg_xp,red_jg_total_gold,red_jg_current_gold,red_jg_cs,red_jg_dmg_done,red_jg_dmg_taken,red_mid_xp,red_mid_total_gold,red_mid_current_gold,red_mid_cs,red_mid_dmg_done,red_mid_dmg_taken,red_bot_xp,red_bot_total_gold,red_bot_current_gold,red_bot_cs,red_bot_dmg_done,red_bot_dmg_taken,red_sup_xp,red_sup_total_gold,red_sup_current_gold,red_sup_cs,red_sup_dmg_done,red_sup_dmg_taken
0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0
0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,38,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,38
185,521,21,0,591,209,363,616,111,5,1779,267,246,607,107,5,905,400,113,563,63,2,879,103,113,523,23,0,261,130,0,521,21,0,109,591,310,596,96,4,5455,798,276,620,120,6,1427,50,113,563,63,2,230,0,113,523,23,0,0,83
614,811,11,10,2060,892,699,849,344,10,5824,952,691,861,361,13,3595,1831,558,962,462,16,4690,191,558,759,259,3,1053,294,676,1152,652,4,1440,1103,797,1075,150,12,9128,1537,893,940,440,16,4942,1045,357,811,311,9,1046,0,357,678,178,1,327,130
1106,1095,295,19,3238,1203,1067,1410,205,16,10947,1584,1211,1312,162,22,5678,1959,732,1151,201,19,5764,200,671,915,115,4,1359,307,1166,1443,43,14,4745,1219,1189,1397,472,23,13483,2113,1170,1162,262,22,7745,1112,961,1204,704,23,3414,40,808,887,387,3,1005,216
1680,1376,576,28,8499,2019,1556,1804,594,29,18832,2389,1736,1562,412,27,7539,2931,1301,1656,706,38,8920,456,1178,1105,305,7,3043,412,1569,1663,263,19,6520,2361,1728,1765,835,36,22465,2932,1750,1465,565,30,10237,1651,1311,1501,1001,30,4890,156,1035,1105,230,5,2413,216
1994,1513,63,29,8878,2290,1899,2066,106,37,20685,2897,1952,1705,120,28,8610,3660,1643,1951,996,47,10336,669,1520,1266,466,8,3227,421,2369,2399,999,36,12661,2834,2031,1921,991,38,26128,3545,2157,1817,42,35,11752,2269,1774,1757,1257,38,6040,217,1297,1561,686,6,2823,256
2795,1932,482,43,12172,2294,2278,2391,431,45,33459,3667,2505,1992,407,38,11851,3994,2080,2300,1345,56,13345,946,1958,1532,727,13,4209,462,2585,2598,173,40,14383,3024,2454,2246,216,46,31119,4291,2835,2097,322,45,15725,2393,2226,2181,1681,52,10606,451,1749,1803,928,9,4249,1021
3328,2532,1082,48,14457,2294,2944,3131,1171,57,41120,4572,3157,2585,1000,46,17081,4250,2178,2937,82,56,14150,2370,2130,1816,211,13,5485,1052,3170,2986,561,53,17575,3145,2499,2443,413,46,35351,6149,3080,2258,483,48,16644,3381,2271,2603,303,52,11572,1693,1855,2012,57,9,4491,1366
3693,3155,605,51,16578,2642,3161,3583,868,59,45020,5851,3559,3182,1597,49,20668,6542,2909,3866,1006,72,20815,2460,2399,2122,442,14,6701,1252,4033,3474,1049,71,26634,3693,2826,3162,252,55,42661,8059,3392,2515,740,52,18567,4487,2529,2837,537,56,13409,1731,1974,2235,55,10,5338,2624
