blue_top_xp,blue_top_total_gold,blue_top_current_gold,blue_top_cs,blue_top_dmg_done,blue_top_dmg_taken,blue_jg_xp,blue_jg_total_gold,blue_jg_current_gold,blue_jg_cs,blue_jg_dmg_done,blue_jg_dmg_taken,blue_mid_xp,blue_mid_total_gold,blue_mid_current_gold,blue_mid_cs,blue_mid_dmg_done,blue_mid_dmg_taken,blue_bot_xp,blue_bot_total_gold,blue_bot_current_gold,blue_bot_cs,blue_bot_dmg_done,blue_bot_dmg_taken,blue_sup_xp,blue_sup_total_gold,blue_sup_current_gold,blue_sup_cs,blue_sup_dmg_done,blue_sup_dmg_taken,red_top_xp,red_top_total_gold,red_top_current_gold,red_top_cs,red_top_dmg_done,red_top_dmg_taken,red_jg_xp,red_jg_total_gold,red_jg_current_gold,red_jg_cs,red_jg_dmg_done,red_jg_dmg_taken,red_mid_xp,red_mid_total_gold,red_mid_current_gold,red_mid_cs,red_mid_dmg_done,red_mid_dmg_taken,red_bot_xp,red_bot_total_gold,red_bot_current_gold,red_bot_cs,red_bot_dmg_done,red_bot_dmg_taken,red_sup_xp,red_sup_total_gold,red_sup_current_gold,red_sup_cs,red_sup_dmg_done,red_sup_dmg_taken
0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0
0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0
185,584,84,3,334,0,475,666,166,8,5488,683,215,574,74,3,344,61,113,584,84,3,815,0,113,523,23,0,221,0,185,563,63,2,602,64,335,606,106,4,3972,795,215,574,74,3,415,9,215,584,84,3,757,0,0,523,23,0,0,0
738,867,367,12,1909,260,700,896,396,12,10121,1243,798,874,374,14,2046,520,541,825,325,10,3177,588,480,752,247,1,1337,467,833,913,413,13,2586,152,836,982,482,16,12910,1573,893,867,367,11,2485,292,446,811,311,9,2406,784,260,777,277,0,726,277
1200,1137,637,21,3175,498,1122,1262,762,23,15567,2512,1356,1488,38,23,4536,1306,649,1610,110,10,3795,1009,587,1465,150,1,2024,977,1200,1169,669,21,4552,1357,1121,1815,215,20,14465,2042,1499,1318,818,22,5430,781,789,1246,246,12,3334,1292,413,1340,30,0,968,1682
1645,1718,218,26,5628,994,1399,1645,195,27,18334,3035,1943,1850,400,35,7007,1306,1005,1837,337,13,5394,1342,748,1974,74,1,2383,1041,1751,1794,344,31,9175,2132,1532,2150,545,29,22578,2698,1924,1733,278,31,6925,1376,1676,1586,586,22,6160,1380,647,1550,235,5,2133,1682
2293,2068,568,36,13599,2215,1803,1990,535,36,26847,3641,2495,2158,708,46,12402,1666,1417,2219,719,28,8564,1375,1161,2149,249,1,3831,1240,2243,2064,614,39,13550,3170,1932,2439,834,37,31829,3925,2572,2033,578,39,9834,1658,1993,1869,869,31,8858,1848,872,1705,390,5,2475,1838
2784,2358,858,46,16840,2215,2168,2388,928,41,31695,3924,3223,2803,1353,57,16893,2537,1976,2603,1103,40,11772,1943,1443,2363,113,1,4744,2074,3044,2525,175,56,19108,3186,2248,3125,1520,42,33546,4151,2941,2241,86,44,12319,2748,2403,2171,1171,37,12823,2271,1255,2057,742,9,3690,2058
3370,2717,417,57,20293,2216,2802,3731,2271,47,36518,5563,3793,3471,371,61,18684,3071,2203,2768,168,43,13310,1983,2123,2930,679,5,7322,2558,3692,3101,751,69,27806,3342,2676,3861,186,48,40981,5149,3436,2502,47,52,16062,3996,2680,2364,389,41,15276,2917,1525,2454,139,11,5533,2954
3832,2987,687,65,24382,2504,3026,3943,58,51,42097,5790,4360,4174,1074,69,23839,3896,2942,3626,126,59,20242,2889,2424,3064,384,5,8805,2598,4340,3506,1156,82,34000,3940,3494,4422,747,67,57646,5949,3808,2795,340,59,20213,4291,2908,2570,25,46,18011,4122,1600,2650,260,11,6141,3990
