blue_top_xp,blue_top_total_gold,blue_top_current_gold,blue_top_cs,blue_top_dmg_done,blue_top_dmg_taken,blue_jg_xp,blue_jg_total_gold,blue_jg_current_gold,blue_jg_cs,blue_jg_dmg_done,blue_jg_dmg_taken,blue_mid_xp,blue_mid_total_gold,blue_mid_current_gold,blue_mid_cs,blue_mid_dmg_done,blue_mid_dmg_taken,blue_bot_xp,blue_bot_total_gold,blue_bot_current_gold,blue_bot_cs,blue_bot_dmg_done,blue_bot_dmg_taken,blue_sup_xp,blue_sup_total_gold,blue_sup_current_gold,blue_sup_cs,blue_sup_dmg_done,blue_sup_dmg_taken,red_top_xp,red_top_total_gold,red_top_current_gold,red_top_cs,red_top_dmg_done,red_top_dmg_taken,red_jg_xp,red_jg_total_gold,red_jg_current_gold,red_jg_cs,red_jg_dmg_done,red_jg_dmg_taken,red_mid_xp,red_mid_total_gold,red_mid_current_gold,red_mid_cs,red_mid_dmg_done,red_mid_dmg_taken,red_bot_xp,red_bot_total_gold,red_bot_current_gold,red_bot_cs,red_bot_dmg_done,red_bot_dmg_taken,red_sup_xp,red_sup_total_gold,red_sup_current_gold,red_sup_cs,red_sup_dmg_done,red_sup_dmg_taken
0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0
0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,50,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0
185,584,84,3,562,47,415,631,131,6,4878,572,276,620,120,6,654,14,150,591,91,4,1026,67,150,583,83,0,249,178,185,584,84,3,802,0,0,521,71,0,0,0,92,521,21,0,0,0,75,563,63,2,621,0,115,583,83,0,237,306
924,1004,504,18,3221,538,670,886,386,12,8925,1001,924,966,466,17,3322,251,558,997,497,18,4357,136,558,797,297,0,843,474,614,783,283,8,2775,578,688,874,49,12,25000,0,833,848,348,9,1354,653,438,867,367,12,3137,150,478,797,297,0,758,778
1386,1272,772,25,5153,850,865,1519,294,16,11744,2026,1415,1234,734,26,7283,582,953,1321,821,20,5669,136,583,1026,126,0,897,1111,1324,1113,613,18,5340,888,1140,1278,448,25,65003,131,1386,1050,550,14,2316,1703,1277,1888,1388,27,6696,327,637,1241,191,0,916,1094
2125,1695,1195,40,8321,1325,1388,2147,922,24,17750,2588,1932,2052,27,33,9547,1616,1760,1751,1251,36,8545,145,851,1445,545,0,1333,1496,1938,1438,938,29,8627,1380,1282,1475,645,25,65841,996,1874,1643,58,18,4251,2276,1584,2122,297,33,8509,364,973,1591,541,1,1476,1625
2773,2080,1580,52,14696,2050,1772,2592,1367,32,22483,3048,2829,2693,668,46,14095,2094,2154,1978,1478,42,11995,1067,908,1699,799,0,2001,1933,2494,1757,107,38,12166,1990,1501,1703,223,29,70917,1291,1998,1806,221,20,5111,3461,2106,2427,602,44,13882,1315,1056,1765,65,2,1600,2340
3325,2342,242,60,19175,2075,1913,2728,193,33,23799,3271,3218,2963,938,55,17298,2413,2468,2307,1807,51,15195,1427,1191,1834,534,0,2206,2177,2957,2092,442,48,15139,1990,1703,1846,366,30,71523,1533,2426,2079,494,30,10436,3539,2592,2769,944,54,18166,1442,1222,2010,305,3,2078,3269
3820,2818,718,67,22931,2188,2467,3153,618,45,36468,4178,3648,3224,499,63,22374,2413,2719,2589,264,57,16467,1437,1380,1968,293,0,2206,2181,3543,2382,732,58,19739,2022,2148,2173,343,38,106523,1533,3074,2454,869,42,14539,3671,2875,3100,50,63,21733,1468,1597,2144,439,3,2881,3269
4559,3244,1144,82,29577,2877,3051,3708,1173,53,44023,5510,3801,3581,481,67,23739,3776,3148,2880,555,67,20637,2558,1731,2258,583,0,3163,2213,4005,2631,981,65,22879,3054,2711,2471,641,42,111746,1533,3999,3139,139,49,19360,5298,3529,3980,930,77,27865,1803,1980,2436,331,3,3602,4127
