blue_top_xp,blue_top_total_gold,blue_top_current_gold,blue_top_cs,blue_top_dmg_done,blue_top_dmg_taken,blue_jg_xp,blue_jg_total_gold,blue_jg_current_gold,blue_jg_cs,blue_jg_dmg_done,blue_jg_dmg_taken,blue_mid_xp,blue_mid_total_gold,blue_mid_current_gold,blue_mid_cs,blue_mid_dmg_done,blue_mid_dmg_taken,blue_bot_xp,blue_bot_total_gold,blue_bot_current_gold,blue_bot_cs,blue_bot_dmg_done,blue_bot_dmg_taken,blue_sup_xp,blue_sup_total_gold,blue_sup_current_gold,blue_sup_cs,blue_sup_dmg_done,blue_sup_dmg_taken,red_top_xp,red_top_total_gold,red_top_current_gold,red_top_cs,red_top_dmg_done,red_top_dmg_taken,red_jg_xp,red_jg_total_gold,red_jg_current_gold,red_jg_cs,red_jg_dmg_done,red_jg_dmg_taken,red_mid_xp,red_mid_total_gold,red_mid_current_gold,red_mid_cs,red_mid_dmg_done,red_mid_dmg_taken,red_bot_xp,red_bot_total_gold,red_bot_current_gold,red_bot_cs,red_bot_dmg_done,red_bot_dmg_taken,red_sup_xp,red_sup_total_gold,red_sup_current_gold,red_sup_cs,red_sup_dmg_done,red_sup_dmg_taken
0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0
0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,65,118,0,500,0,0,0,0,0,505,5,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,118,65
123,521,21,0,441,0,325,601,101,4,3515,958,215,554,54,2,979,169,168,591,91,4,1313,0,168,543,43,0,332,177,185,584,84,3,392,8,455,657,157,7,5897,901,276,567,67,3,1037,287,113,584,84,3,893,179,113,523,23,0,348,65
676,825,325,7,2442,386,835,954,454,16,11722,1763,924,932,432,15,4636,173,487,888,388,14,4094,167,487,817,317,0,1880,723,863,972,472,15,2790,520,675,883,383,12,9250,1656,924,906,406,14,3748,392,450,839,339,11,2829,679,450,791,291,1,1433,402
1324,1104,604,13,4465,537,1135,1613,1113,24,15426,2207,1477,1190,690,23,7491,897,988,1727,1227,26,7354,865,928,1278,78,1,2695,1133,1386,1270,770,25,5902,773,1010,1182,682,20,13590,2254,1386,1102,602,18,5841,1033,699,1057,157,14,4606,1320,545,1006,71,1,1802,1003
1661,1319,119,17,6425,1175,1261,1827,1327,28,17064,2207,1909,1469,269,30,11274,1101,1266,1961,211,33,8747,891,1240,1453,178,2,3631,1472,2125,1682,1182,39,12343,1680,1482,1487,987,28,21182,2708,2029,1457,7,30,13153,1038,1188,1347,447,24,7925,1350,1072,1175,235,2,3156,1040
1983,1661,161,21,8625,2130,1879,2213,1713,34,21485,3368,2576,2141,941,42,17963,1502,1472,2196,446,39,9771,891,1446,1602,327,3,4194,1729,2731,2125,75,39,15383,3131,1744,1735,280,33,24315,3290,2553,1932,482,38,17410,1038,1565,1711,811,35,10890,1360,1449,1330,390,2,3328,1040
2321,1870,370,25,9873,2750,1879,2335,210,34,21568,3597,2883,2355,330,47,20915,1502,1828,2490,740,47,12897,1239,1710,1830,555,4,5381,2183,3254,2422,372,49,16766,3139,1906,1922,467,37,29944,3836,3106,2267,817,49,21094,1119,1827,1924,1024,40,13513,2475,1711,1584,644,2,4269,1367
2873,2182,-193,36,15897,3870,2276,2682,552,42,25918,3857,3518,2740,715,59,25748,1742,2527,3006,31,54,16512,2238,1772,1986,276,5,5442,2183,4334,3293,1243,60,23387,4922,2123,2139,59,37,30326,3935,3754,2548,1098,58,25338,1119,2029,2205,405,45,15671,2939,1971,2078,38,2,5180,1589
3187,2450,70,43,17974,4424,2765,2987,857,50,35349,4489,4071,2971,946,66,31074,3267,3069,3744,769,66,22829,3076,2407,2460,750,7,7815,2727,4761,3635,335,70,27871,5077,2938,2800,720,47,42937,4833,4599,3044,1594,68,29853,1487,2337,2391,591,48,18113,4101,2102,2291,251,2,5736,1899
3773,2627,172,46,20611,5506,3081,3278,1143,56,40061,5729,4355,3174,669,71,33127,3267,3332,4101,376,75,26654,3076,2669,2702,191,7,9963,2874,5380,4146,846,75,33150,7079,3327,3242,1162,51,48082,5452,4966,3284,-116,76,32909,1487,2524,2632,232,55,20414,4145,2535,2487,447,5,6605,1934
4421,3029,574,57,26940,7179,3765,3687,1552,68,50667,7255,4941,3435,130,80,37573,3267,3802,4529,804,89,33637,3444,3140,2866,356,7,10551,2885,6225,4693,593,82,38780,7694,3755,3555,375,59,54950,6238,5614,3659,259,88,38934,1487,2906,2970,570,64,23902,4277,2917,2662,622,6,7947,1945
4793,3352,47,63,30203,7399,4535,4499,2364,80,64249,8860,5629,3857,547,92,43883,3437,4564,5362,1632,103,43450,4951,3756,3450,940,7,12614,3334,6903,5468,1368,96,48084,8232,4205,3971,791,72,62911,6740,5677,3781,381,88,40020,2895,3170,3204,804,70,27265,5544,3175,2922,882,6,9286,2470
4793,3475,210,63,31026,8953,4813,4739,124,85,67573,9147,5968,4060,325,97,46602,3568,4733,5764,109,109,47273,5019,3987,3590,230,7,13045,3334,7611,5901,276,103,52542,9510,4288,4142,187,75,68254,6970,6353,4316,916,102,46503,2918,3459,3410,1010,75,28980,5544,3484,3062,33,6,9486,2470
5072,3718,453,66,33645,10420,5635,5159,544,93,73911,10181,6634,4622,137,103,52370,5236,5135,6073,418,116,51240,5214,4079,3796,1,7,14023,4689,8568,6639,1014,115,63754,11097,5016,4877,922,82,75739,8429,6848,5093,43,109,52794,4427,3983,3782,507,86,33559,5544,4119,3398,368,6,9971,2470
5750,4044,779,76,40515,10730,6094,5519,899,102,86604,11083,7097,4865,380,110,57557,5719,5673,6492,337,125,57820,6934,4314,4275,480,8,16961,4689,8844,7316,201,121,69459,11164,5545,5235,1275,91,81964,9374,7419,5488,438,118,59147,4453,4443,4546,46,89,35598,7118,4636,3798,768,6,11018,2470
5850,4201,931,77,42223,10829,6931,5951,1331,118,102518,12495,7675,5216,726,119,64164,5828,5924,6785,630,131,62639,6934,4809,4441,646,12,17926,4689,9866,7969,849,139,79179,11311,5648,5458,43,92,86792,9724,8220,6271,1221,135,69370,4739,4670,4911,411,96,39499,7118,4886,3994,964,6,12299,2614
6900,4909,189,85,46111,11109,7351,6584,1964,118,105927,14669,8287,5974,384,125,69766,7156,6338,7077,917,141,70070,7640,5038,4641,416,12,19232,4845,10175,8539,1419,141,82006,13085,6056,5740,250,96,95965,11770,8417,6468,83,135,70674,6135,5145,5306,806,108,45158,7695,5280,4189,1159,8,15832,3257
7475,5219,499,93,52360,11109,7802,6923,493,127,123470,15735,8812,6338,748,135,76005,8012,6652,7443,408,151,80229,7732,5388,4795,570,13,19686,5021,10541,8863,468,149,85347,13108,6824,6128,638,108,110798,13021,8788,6771,386,141,75646,6899,5454,5560,360,112,47637,7695,5360,4364,180,9,15834,3257
7475,5383,663,93,52975,11109,8381,7231,801,136,134190,16342,9532,6776,286,136,79127,8996,6769,7615,40,154,81681,9282,5444,4956,731,13,20077,6510,11044,9596,1201,156,95513,15399,7546,6755,115,113,113700,13753,9171,7065,265,142,76878,8077,5990,5907,702,120,52033,8154,6271,4994,809,10,17277,3519
8184,6106,1386,105,62316,11304,9381,8197,1762,144,145027,18266,10150,7538,1043,148,87230,9312,7203,7987,412,161,92502,9386,6389,5366,1141,18,23140,6660,11463,10130,240,166,106259,15601,7979,7127,482,122,126459,14184,9819,7502,-48,153,93925,10118,6143,6142,187,124,54669,9766,6533,5309,324,10,18360,3599
8555,6444,49,111,66702,11304,9853,8490,190,152,152406,18904,10836,7970,820,162,94408,9329,7762,8376,176,173,102499,9628,6427,5542,187,19,23685,8152,12291,10635,746,184,123322,16223,8342,7615,970,126,132847,14375,10190,7804,569,159,97891,10118,6460,6354,399,125,56214,9766,6949,5525,540,10,19885,4392
8935,6781,-289,118,74899,12091,10064,8713,413,156,160504,19141,11151,8262,402,170,96823,9329,8338,8778,578,185,112153,9628,6503,5692,337,19,24457,8152,13140,11128,1233,201,134630,16875,8425,7752,202,127,132848,14992,10929,8247,1012,174,106358,10635,7197,6700,745,137,64157,9819,6957,5665,355,10,19885,5527
9272,7069,-11,125,78392,12109,10270,8879,580,159,167830,19943,11858,8650,790,182,105628,9923,8868,9238,1038,199,125311,9662,6714,5832,478,19,26886,8152,13621,11480,1585,211,142032,17428,8919,8059,509,135,151111,15444,11279,8524,1289,181,110928,11388,7390,6892,937,141,67437,9846,7128,5805,496,10,21116,5527
10386,8094,1014,129,85307,14059,11095,9334,1034,164,179617,22983,12010,8832,147,186,109645,11980,10149,11402,3203,207,139004,11148,7585,6193,398,21,28195,9815,14129,12168,649,212,145305,21074,9570,8492,92,143,160129,18897,11909,8888,-262,186,115096,13022,7878,7399,844,146,70861,11605,7220,5951,16,10,21253,7492
11291,8574,-146,131,88266,15123,12680,10129,1829,174,198922,24797,13089,9572,243,187,112731,13752,11303,11830,30,207,144734,12330,8390,6695,465,25,29547,9815,14129,12291,21,212,145305,21074,9887,8714,314,147,164822,19096,12185,9115,-35,192,119376,15660,8015,7572,1017,149,75444,11773,7480,6207,272,12,24197,8115
11320,8701,-144,131,90532,15238,13306,10424,225,182,207610,25104,13150,9725,390,188,112734,13752,12160,12505,700,230,171040,12330,8588,6866,166,26,30051,9815,14654,12699,430,225,157709,21540,10335,8906,507,151,166064,19096,12618,9425,276,198,125725,15674,8566,7911,256,158,81614,11852,7734,6418,473,14,24203,8360
12210,9284,439,142,106410,15566,13519,10662,462,187,217189,26475,13181,9927,187,189,115435,13939,12736,13180,1366,241,184660,12330,8927,7249,549,28,32290,9815,14654,12871,452,225,157874,22909,10531,9175,775,155,172526,19369,13390,10625,1465,215,142824,15674,8790,8167,512,163,85256,12616,8207,6685,735,17,27532,9393
12487,9573,728,148,117604,17598,14007,10965,61,196,228418,27345,14015,10356,617,203,126360,14137,13294,13641,676,255,206532,12330,9116,7389,690,28,32290,9815,15445,13363,943,238,170399,23018,10956,9480,255,163,187946,19369,14831,11402,-158,227,155633,16562,9316,8665,135,176,95905,12831,8851,6839,115,18,29208,9552
12983,10023,1178,157,124911,17634,14559,11264,355,204,240438,27460,14696,10639,174,212,136943,14151,13917,14156,292,269,223913,12330,9522,7540,840,28,32457,9815,16089,13842,1418,250,178139,23028,11798,9752,528,171,194281,19883,15823,12093,534,247,174764,16562,9646,8983,453,183,102523,13634,9067,7010,285,18,29209,9552
14093,11008,2164,176,149580,17825,15032,11597,687,208,253958,29727,14696,10811,347,212,137288,16276,14910,14898,284,276,232799,13212,10263,8358,1043,30,37629,11306,16089,14064,400,250,181153,26787,12513,10271,171,174,200475,20407,16986,13606,2046,261,197286,18219,9808,9268,138,187,106290,14854,9637,7334,604,22,33806,10013
14112,11146,126,177,151312,17825,15510,11908,999,216,262052,30217,15288,11184,715,221,146866,16352,15350,15271,656,287,247636,13852,10469,8541,176,32,38167,11322,16307,14291,627,256,189323,26938,13194,10663,564,182,210741,21186,17464,14048,539,271,208676,18219,10406,9558,429,193,112741,14854,10005,7475,95,22,33806,10791
15697,11768,748,177,155944,18959,16785,12788,1878,216,273022,34216,16452,11991,1516,222,155085,19046,17133,16286,1667,295,267537,16640,12992,10376,2006,37,44406,12353,16830,14498,834,261,195751,31754,14094,11117,1017,186,218313,25074,18187,15161,1652,272,214644,21256,10867,9772,642,193,113671,16754,10005,7616,236,22,33806,13384
16435,12266,1247,189,178135,20399,16785,13010,451,216,276789,34631,16452,12213,39,222,155085,19046,17530,16878,9,302,279458,17255,13390,10856,436,38,51506,12809,16830,14620,381,261,195751,31754,14241,11239,1139,186,219007,25074,18187,15284,924,272,214644,21256,11503,10207,1077,203,122501,16832,10277,7777,398,23,35138,14791
16435,12399,-171,189,178135,20399,17630,13483,924,232,297604,35640,16853,12547,373,230,161615,21603,18458,17583,713,327,309534,17255,13846,11027,597,41,51513,13370,17735,15164,50,280,219320,32472,15185,11764,1665,196,233322,25074,18899,15916,1552,280,224520,21256,12243,10719,290,217,139662,17030,11159,7923,543,23,35225,14867
17281,12960,390,200,201928,20636,17692,13641,1076,233,301322,39902,17033,12769,594,234,165467,21603,18929,18021,1147,337,323749,18779,13969,11181,752,41,53677,14045,18160,15419,305,284,224397,34409,15554,11957,332,196,235023,26265,19533,16391,2027,292,241671,21657,12976,11267,212,220,146843,18385,11968,8127,198,24,36492,16301
17904,13508,-286,210,213469,20766,18142,13979,1415,241,311789,40210,17558,13589,40,240,176228,21724,19026,18258,884,341,333815,18779,13969,11372,442,41,54220,14045,18863,15898,785,295,239223,35529,16137,12309,675,205,248487,26296,20194,16883,19,304,260892,21657,13472,11522,468,228,155949,18514,12485,8375,440,28,38310,16424
18062,13944,150,210,215590,20766,18295,14401,412,241,313966,40864,17734,13978,429,250,183666,22881,19511,18566,1187,347,349103,18779,14427,11633,698,43,57349,14045,18863,16021,832,295,239223,35767,16350,12446,812,205,248490,27793,20445,17210,346,311,271554,21915,14009,11962,908,238,167275,18879,12530,8563,623,30,40189,18856
18283,14324,530,214,223176,25089,18295,14526,537,241,316386,43688,17854,14136,237,252,188069,24858,20227,19004,1625,348,369093,21572,15279,11994,1059,48,66384,15398,19475,16235,546,296,242889,41028,17000,12774,1135,207,251292,32492,21345,17942,578,318,284251,23601,14750,12455,301,239,172759,20945,12647,8745,406,33,42592,18856
18802,14973,1179,218,241084,26442,18773,14872,383,249,331347,44406,17854,14258,359,252,189962,25422,21157,19647,268,353,375684,25772,16336,12367,1432,48,75785,15696,19475,16357,593,296,242889,41028,17247,12967,28,207,252281,34091,21593,18115,751,318,286639,26926,15488,13837,1682,249,188201,22142,13355,8946,606,33,44422,21039
