blue_top_xp,blue_top_total_gold,blue_top_current_gold,blue_top_cs,blue_top_dmg_done,blue_top_dmg_taken,blue_jg_xp,blue_jg_total_gold,blue_jg_current_gold,blue_jg_cs,blue_jg_dmg_done,blue_jg_dmg_taken,blue_mid_xp,blue_mid_total_gold,blue_mid_current_gold,blue_mid_cs,blue_mid_dmg_done,blue_mid_dmg_taken,blue_bot_xp,blue_bot_total_gold,blue_bot_current_gold,blue_bot_cs,blue_bot_dmg_done,blue_bot_dmg_taken,blue_sup_xp,blue_sup_total_gold,blue_sup_current_gold,blue_sup_cs,blue_sup_dmg_done,blue_sup_dmg_taken,red_top_xp,red_top_total_gold,red_top_current_gold,red_top_cs,red_top_dmg_done,red_top_dmg_taken,red_jg_xp,red_jg_total_gold,red_jg_current_gold,red_jg_cs,red_jg_dmg_done,red_jg_dmg_taken,red_mid_xp,red_mid_total_gold,red_mid_current_gold,red_mid_cs,red_mid_dmg_done,red_mid_dmg_taken,red_bot_xp,red_bot_total_gold,red_bot_current_gold,red_bot_cs,red_bot_dmg_done,red_bot_dmg_taken,red_sup_xp,red_sup_total_gold,red_sup_current_gold,red_sup_cs,red_sup_dmg_done,red_sup_dmg_taken
0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0
0,500,0,0,0,0,0,500,50,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,505,5,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,505,5,0,0,0
185,584,84,3,349,30,525,671,221,8,4393,897,185,581,81,3,326,162,113,584,84,3,958,291,113,528,28,0,366,374,123,563,63,2,590,76,526,699,199,8,4703,599,246,587,87,4,633,74,191,622,117,6,1306,112,191,598,98,0,592,473
738,832,332,10,3063,695,1211,1132,682,24,15866,2129,833,848,348,9,1109,305,487,867,367,12,3537,765,487,704,204,2,755,492,798,874,374,13,3536,733,1011,1062,562,20,14314,1869,924,900,400,13,2712,170,568,1000,495,18,3951,296,568,752,252,0,2171,495
1147,1431,201,14,4777,1578,1398,1346,61,28,17026,2129,945,1043,43,9,1496,1336,801,1171,671,16,4698,1389,801,1199,699,3,1485,1924,1261,1116,266,20,5325,1382,1408,1658,1158,26,17996,2992,1191,2018,1518,15,4621,1383,912,1460,955,24,6825,823,700,967,92,0,2889,1140
1875,1854,624,29,12411,2097,1837,1648,363,36,26398,3183,1446,1359,359,18,2905,1468,1302,1490,325,25,6021,1389,825,1399,199,7,1578,1924,1787,1427,577,27,6708,1712,1768,1983,383,34,26560,3704,1468,2206,206,19,5973,1383,1283,1925,170,31,9992,849,978,1189,314,3,3854,1239
2182,2096,366,36,14260,2238,2324,1985,185,45,32065,3582,1722,1521,521,20,3740,2560,1581,1780,610,34,8095,1552,1073,1555,355,8,2402,2619,2371,1760,910,39,8097,1721,2210,2272,672,42,34221,4721,2116,2592,592,32,10375,1393,1639,2242,487,42,13610,1733,1316,1438,563,4,5442,1569
2890,2494,764,49,16942,2663,2845,2652,852,56,38111,3719,1813,1694,394,20,3830,2988,1881,2075,40,39,10015,2798,1391,1819,119,10,3091,3081,2773,2011,1161,43,8836,1981,2473,2887,112,47,36219,4913,2257,3089,69,32,11475,2405,1962,2527,172,49,16538,2031,1545,1771,21,5,6587,2030
3262,2790,110,56,21404,2678,3259,2972,222,64,43334,4106,2552,2013,713,33,8252,3146,2433,2420,385,49,13469,3089,1579,2003,298,13,3715,3200,3758,2489,1639,61,12865,2069,3049,3292,517,59,49966,5895,2843,3434,414,42,15560,2405,2476,2895,540,61,21202,2065,1718,1935,180,6,6591,2030
4126,3377,697,67,28706,2860,4023,3579,829,79,60790,5181,2577,2136,136,33,8508,4482,2458,2565,230,51,13706,4365,1605,2138,38,13,3715,4479,3834,2612,162,61,12865,2069,3475,3964,1189,68,56735,6358,3218,4215,1195,47,17435,2405,2690,3087,732,62,22732,2247,1930,2487,732,8,8233,2030
4464,3954,99,73,34236,3223,4477,3872,47,88,68474,5527,2869,2434,434,35,9654,4639,2959,3262,127,64,18578,5104,1895,2340,240,16,5263,4503,4696,2958,508,75,17358,2100,4059,4329,1554,82,66022,7442,3770,4536,236,59,23787,2405,2770,3210,355,62,24776,2247,2241,2690,160,11,9811,3189
5263,4759,904,81,41128,5296,5512,4477,-148,105,79338,7483,3425,2703,703,40,11608,5862,3443,3852,717,74,22871,5810,2303,2705,600,19,6975,4685,5299,3226,376,80,19605,4019,4481,4844,819,85,68891,8398,4334,5085,785,71,30615,2405,3141,3652,797,67,28859,3510,2419,2907,372,13,10284,3232
5788,5106,501,91,47718,5858,6294,5197,522,115,92585,7829,3853,3646,1211,41,12631,7340,3960,4595,1455,87,29874,6432,2786,3074,969,20,9244,5139,5823,3580,330,90,23479,4758,5298,5329,1304,102,88049,9454,4877,5700,350,83,37648,3972,3388,3838,108,70,31725,4856,2818,3515,980,13,11198,4772
6340,5438,833,103,55791,7707,6979,5965,1289,131,107161,9440,4153,3852,567,46,14821,8815,4201,4822,242,93,32534,6432,2864,3245,310,21,9378,5139,6321,3898,648,101,29003,5329,5725,5621,196,110,95605,10025,5153,5921,571,89,40896,4044,3865,4064,334,79,37514,5873,2856,3715,430,13,11799,4772
6712,5747,1202,110,62943,9258,7263,6137,212,133,110390,10320,4398,4067,167,52,16352,8924,4669,5355,775,103,39575,7254,3159,3641,706,22,11237,5995,7590,5021,1771,115,44432,6732,6274,6391,216,118,101013,10047,5489,6540,140,95,45769,4695,4279,4397,667,88,41501,6473,3311,4246,961,13,12932,4772
7144,6084,314,119,72086,9717,8127,7382,1457,149,136147,11439,4752,4324,424,52,17340,10398,5261,5804,1224,114,44967,7389,3557,4301,166,22,11533,7384,7866,5248,198,121,48020,7557,6746,6703,528,126,112493,11445,6204,7135,735,106,54510,5251,4355,4562,207,90,43126,7260,3387,4386,251,13,13866,6272
8565,7382,1612,130,88637,12348,8853,7754,79,162,148167,11996,5400,4565,665,59,21673,11240,5786,6308,543,122,50650,7959,3907,4661,451,25,12396,7822,8914,6157,1107,137,56075,9901,7652,7235,1060,138,131053,13644,7009,7603,1203,118,64441,5501,4833,4897,192,99,49119,8692,4035,4561,421,14,13870,6272
8565,7604,284,130,89411,12688,10468,9263,1588,179,162132,12201,5585,4809,909,60,21999,12382,6209,6942,177,134,57968,8132,4303,5188,978,29,15951,8327,9191,6434,284,143,59780,11075,7958,7531,481,142,133510,14314,7657,8325,1925,131,76653,7411,5223,5259,554,106,52362,9546,4309,4871,721,17,15193,7140
8813,7865,195,134,93732,14699,11018,9583,583,188,175011,12527,6145,5126,1226,67,25767,13202,6911,7671,906,147,67750,9399,4659,5664,674,30,16891,9588,10087,7198,1048,159,71817,11460,8709,8017,92,143,137316,15620,7961,8972,622,137,82892,8459,5545,5452,147,107,54728,10192,4568,5121,521,17,16436,8438
