blue_top_xp,blue_top_total_gold,blue_top_current_gold,blue_top_cs,blue_top_dmg_done,blue_top_dmg_taken,blue_jg_xp,blue_jg_total_gold,blue_jg_current_gold,blue_jg_cs,blue_jg_dmg_done,blue_jg_dmg_taken,blue_mid_xp,blue_mid_total_gold,blue_mid_current_gold,blue_mid_cs,blue_mid_dmg_done,blue_mid_dmg_taken,blue_bot_xp,blue_bot_total_gold,blue_bot_current_gold,blue_bot_cs,blue_bot_dmg_done,blue_bot_dmg_taken,blue_sup_xp,blue_sup_total_gold,blue_sup_current_gold,blue_sup_cs,blue_sup_dmg_done,blue_sup_dmg_taken,red_top_xp,red_top_total_gold,red_top_current_gold,red_top_cs,red_top_dmg_done,red_top_dmg_taken,red_jg_xp,red_jg_total_gold,red_jg_current_gold,red_jg_cs,red_jg_dmg_done,red_jg_dmg_taken,red_mid_xp,red_mid_total_gold,red_mid_current_gold,red_mid_cs,red_mid_dmg_done,red_mid_dmg_taken,red_bot_xp,red_bot_total_gold,red_bot_current_gold,red_bot_cs,red_bot_dmg_done,red_bot_dmg_taken,red_sup_xp,red_sup_total_gold,red_sup_current_gold,red_sup_cs,red_sup_dmg_done,red_sup_dmg_taken
0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0
0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,72,0,500,0,0,0,0,0,500,50,0,0,0,0,500,0,0,72,0,0,500,0,0,0,0,0,500,0,0,0,0
185,542,42,1,76,64,335,608,108,4,4654,816,276,617,117,5,964,154,113,563,63,2,535,669,113,583,83,0,603,72,192,637,87,3,354,16,325,601,151,4,2420,524,222,1047,547,4,1124,379,138,631,131,4,785,143,138,577,77,1,331,225
646,769,269,7,1331,639,475,808,233,8,7433,1235,768,902,402,12,2965,636,450,804,304,9,3474,1411,450,791,291,1,2139,795,745,879,329,10,2288,224,731,983,533,12,8129,1466,931,1367,867,13,4647,844,407,957,457,12,3773,647,407,1036,536,2,1350,566
1324,1099,599,16,3046,798,475,931,56,8,9143,1515,1477,1250,750,23,5245,674,581,969,469,11,3800,1618,766,947,147,2,2401,823,1231,1246,696,22,7445,482,1073,1403,253,20,11465,2040,1484,1602,277,20,6417,925,765,1701,351,22,5705,970,727,1251,751,4,2655,781
2125,1515,1015,30,5597,1365,1113,1347,472,20,16338,2745,1940,1498,248,28,8128,1053,1070,1406,906,27,6241,1731,1255,1141,341,2,3974,915,1388,1389,139,23,8808,745,1389,1686,536,28,18691,2825,2132,1931,606,30,11462,1674,1142,2071,721,33,7750,1512,1104,1494,994,7,4219,1051
2463,1764,164,37,7947,1703,1413,1560,250,24,18480,3220,2672,1881,631,40,13314,1348,1301,1564,1064,29,7317,2654,1425,1396,596,2,4857,915,2247,1827,577,42,11407,792,1516,1863,713,30,24359,3792,2791,2200,875,38,16045,2027,1638,2845,1495,43,10438,2123,1539,1750,1250,7,4697,1334
2758,2200,100,38,10044,3056,1784,1828,513,30,23833,3859,3225,2168,168,50,16152,1348,1711,2191,691,31,8626,3193,2033,1570,770,2,6980,1426,2606,2249,99,42,12048,2080,2167,2238,1088,42,28723,4096,3006,2361,226,41,17387,2027,2010,3133,1783,52,13212,3036,1726,1926,251,9,5247,1375
3284,2489,389,44,13074,4062,2206,2166,851,38,33658,5366,3873,2749,749,61,23379,1462,1835,2313,513,31,9115,4374,2057,1774,169,3,7377,1512,3407,2700,550,58,17549,2653,2451,2555,355,46,35172,5245,3615,3012,872,51,21693,2413,2292,3450,800,59,14893,3200,2102,2134,459,13,7151,1671
3898,2752,652,52,14156,4366,2719,2424,1109,45,38380,5933,4521,3150,1150,73,28757,1845,2055,2599,799,37,12237,5183,2754,2323,718,4,10426,1795,3869,2969,819,66,20666,2865,3105,3061,861,63,47298,6196,4017,3204,1064,55,24349,3146,2566,4153,203,65,19532,4557,2540,2580,905,14,8616,1867
