blue_top_xp,blue_top_total_gold,blue_top_current_gold,blue_top_cs,blue_top_dmg_done,blue_top_dmg_taken,blue_jg_xp,blue_jg_total_gold,blue_jg_current_gold,blue_jg_cs,blue_jg_dmg_done,blue_jg_dmg_taken,blue_mid_xp,blue_mid_total_gold,blue_mid_current_gold,blue_mid_cs,blue_mid_dmg_done,blue_mid_dmg_taken,blue_bot_xp,blue_bot_total_gold,blue_bot_current_gold,blue_bot_cs,blue_bot_dmg_done,blue_bot_dmg_taken,blue_sup_xp,blue_sup_total_gold,blue_sup_current_gold,blue_sup_cs,blue_sup_dmg_done,blue_sup_dmg_taken,red_top_xp,red_top_total_gold,red_top_current_gold,red_top_cs,red_top_dmg_done,red_top_dmg_taken,red_jg_xp,red_jg_total_gold,red_jg_current_gold,red_jg_cs,red_jg_dmg_done,red_jg_dmg_taken,red_mid_xp,red_mid_total_gold,red_mid_current_gold,red_mid_cs,red_mid_dmg_done,red_mid_dmg_taken,red_bot_xp,red_bot_total_gold,red_bot_current_gold,red_bot_cs,red_bot_dmg_done,red_bot_dmg_taken,red_sup_xp,red_sup_total_gold,red_sup_current_gold,red_sup_cs,red_sup_dmg_done,red_sup_dmg_taken
0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0
0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,93,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,93,0,500,0,0,0,0,0,500,0,0,0,0
185,584,84,3,921,156,325,601,101,4,3099,806,276,600,100,5,1204,294,13,911,411,0,878,275,13,671,171,0,333,659,185,563,63,2,959,130,420,616,116,6,3513,732,185,561,61,2,698,313,51,941,41,0,718,700,113,639,139,0,756,548
584,783,283,7,2335,480,771,897,397,13,10106,1674,614,808,308,10,2329,974,733,1359,859,16,3690,405,334,826,326,0,1142,729,924,927,427,13,3285,879,742,1027,527,12,8813,1223,876,1068,568,8,2478,659,287,1154,254,5,1130,913,225,794,164,1,1017,548
1506,1353,853,16,5892,1289,1242,1497,997,21,13399,1856,1030,1248,48,19,4119,1840,1053,2118,768,20,5575,718,602,1341,841,1,2062,1305,1047,1071,121,14,4538,1721,1025,1570,1070,16,11979,1490,1123,1379,144,10,3696,1474,644,1498,598,16,2694,1473,583,964,34,3,1834,1391
1969,1657,307,24,8692,1739,1620,1818,1318,29,18214,2535,1462,1511,311,25,5906,1858,1374,2429,19,28,8464,1695,923,1549,124,2,3447,1829,1665,1452,502,26,7935,2755,1515,2102,1602,24,15460,2135,1349,2022,787,11,4817,2245,1057,2087,587,25,4944,1706,927,1204,274,6,2935,1633
2947,2243,893,35,13209,2007,1809,2100,300,33,23478,3040,2077,1851,651,38,7876,1992,1803,3159,749,38,11914,1957,1360,1926,501,2,4594,2107,2186,1729,779,35,9526,3646,1763,2310,1810,28,20920,2422,1511,2170,210,13,5378,2555,1219,2252,402,27,5485,1815,1064,1352,422,7,3502,2484
3162,2400,110,37,14823,2412,2029,2339,464,37,26397,3967,2786,2217,147,50,12140,3138,2078,3392,282,44,14004,2898,1390,2094,244,3,5363,3180,2616,1963,313,42,12567,3895,2167,2665,15,36,26441,3066,2341,3028,1068,21,9114,3040,1732,3228,178,34,8881,2797,1756,2066,361,8,4976,2493
3655,2655,365,42,17636,3530,2598,2708,833,49,36538,5622,3372,2497,427,60,16277,3498,2629,3676,561,52,17168,2908,1607,2311,461,5,6166,3446,3617,2723,1073,49,16026,5120,2621,2964,314,44,32727,3476,2786,3230,1270,26,11733,3858,2332,3608,558,46,13499,3292,2096,2234,529,10,5876,2918
4087,2954,664,49,20277,3601,2987,3150,375,53,43676,6528,4020,3064,149,73,23758,3974,2704,3847,732,55,19248,4005,1682,2508,223,5,6924,4495,3956,2951,501,54,17822,5770,3062,3759,1109,49,40168,4217,3185,3398,313,29,13633,4562,3013,4196,1146,59,19148,4154,2417,2526,21,11,6341,3504
4549,3210,920,56,22937,4115,3244,3388,613,57,50955,8541,4385,3885,540,79,27805,5292,3160,4318,328,65,24930,5227,2107,2814,524,6,7233,5662,4756,3348,898,67,22277,6817,3696,4352,1702,57,47552,5897,3757,4118,1033,33,17922,6548,3518,5043,1018,63,22068,4767,2764,2872,367,11,6772,4815
5042,3505,415,63,27327,5411,3428,3626,416,61,55720,9002,4600,4086,741,84,30279,5489,3573,4704,189,78,30202,5227,2536,3129,324,6,7691,5688,5995,4028,1578,79,31156,7586,4079,4690,460,66,58156,6123,4124,4326,451,39,19646,7045,3917,5577,252,73,25571,4880,3009,3124,169,14,8429,4815
5708,4161,1071,68,31269,7302,4190,4074,14,69,62771,9398,4814,4293,148,89,32625,6684,3956,4988,473,84,33064,5227,2794,3347,537,9,8202,5775,6643,4788,738,92,40621,7834,4671,5231,1001,71,64219,7596,5362,5050,310,48,28870,8768,4329,5997,672,82,29697,5050,3122,3483,518,17,8688,4815
5984,4368,178,73,34407,8325,4572,4547,482,76,68167,9738,5344,4603,453,100,38899,6869,4617,6605,390,87,37741,6762,3587,4667,12,9,9096,6142,7196,5470,1420,104,49330,9681,4808,5428,48,71,67915,8449,5607,5212,472,51,30332,9497,4687,6488,288,85,33039,6375,3325,3698,643,17,8798,6349
6046,4490,300,73,35316,10278,4756,4740,675,80,75703,10077,5344,4726,576,100,39188,8184,5413,7085,870,105,45574,6924,3922,4837,177,10,9956,6173,7979,6700,150,114,57411,10697,5287,5785,405,79,75748,9122,6336,6033,1293,61,37524,9616,5058,6825,625,91,36642,6438,4344,4206,1146,18,9028,6361
6046,4618,428,73,35316,10278,4756,4862,797,80,76125,11829,5535,4922,767,104,40913,9752,5504,7236,121,107,47092,7092,3922,5058,323,10,10374,6548,8207,7057,507,114,59744,10697,6040,6531,1151,87,85039,10482,6440,6206,1466,61,37587,9616,5614,7723,1523,103,45995,6711,4934,4571,1506,21,11208,7454
6413,4815,225,73,37410,13116,5269,5201,1136,88,95501,14043,5872,5157,1001,111,44092,11177,5888,8220,105,109,50966,9083,4357,5353,168,10,10707,8250,8505,7279,729,114,60817,13684,6945,7590,2210,91,92796,11475,7205,6618,468,62,40179,10336,6539,8665,2465,114,55727,8091,5087,4712,247,21,11208,7454
6714,5162,272,79,39836,13116,6268,5913,1848,100,108873,14856,6086,5462,257,115,45605,11177,6792,8884,769,129,64445,9556,4834,5662,477,13,11351,8250,9309,7740,450,126,67622,13747,7595,7958,403,103,105988,12128,7600,6984,834,72,46234,10489,6636,8852,228,118,63724,8561,5483,4984,119,24,13205,7454
7218,5459,569,85,44759,15654,6568,6638,1758,101,110312,16770,6301,5633,428,118,46783,12702,7125,9130,140,131,66458,11516,5244,5938,503,13,12352,9754,9997,8434,1144,129,71486,14237,8023,8516,61,103,107516,14647,8233,7536,1386,77,48613,10620,7830,10169,1545,132,77219,10384,6312,5629,764,27,15648,8701
7240,5594,204,86,49537,15980,6605,6761,281,101,110312,18855,6470,5861,656,124,51833,13607,7255,9266,276,132,68455,13036,5471,6078,93,13,13420,11259,10404,8961,1671,130,75529,15114,8643,9055,600,112,115953,14918,8726,8177,2027,80,52330,11748,8348,11338,2713,139,88927,10977,6915,6138,1263,29,16254,9248
8153,6129,739,106,62158,16763,7258,7067,187,102,112398,21161,6640,5983,778,124,51945,14392,7425,9590,601,139,74531,14662,6186,7218,1233,13,14274,11259,10602,9204,715,131,78137,16132,9266,9517,1062,118,123568,15508,9123,8487,2337,80,54564,12242,8797,12259,34,151,100726,13105,7439,6397,1522,29,16897,9772
8961,7467,1677,115,72646,18593,7604,7190,310,102,113165,22263,7094,6206,1000,124,52957,16120,7846,9833,393,139,76338,16681,6659,7459,74,13,14943,13086,11108,9781,1471,133,83858,18417,9805,9764,1309,126,135116,17151,9633,8932,67,80,58919,14790,9128,12591,366,163,124706,13605,8153,6640,415,29,17392,9932
9232,7770,130,121,77859,19937,7691,7312,432,102,113165,22263,7678,6600,145,136,60451,18358,8473,10290,75,153,91546,17009,7201,7724,264,16,20767,14936,11283,9903,844,133,83858,18417,10412,10095,840,130,143099,19018,9929,9410,545,80,61614,15532,9439,12837,613,171,139297,14674,8523,6781,556,29,17618,11132
9499,8126,486,122,79641,23861,7959,7354,474,102,115621,24771,7678,6642,187,136,60451,18358,8741,10502,287,153,94627,19005,7201,7772,312,16,20767,14936,11754,10064,1004,133,85872,20514,10902,10591,1336,131,146342,20065,10378,9516,651,81,65232,16435,9977,13738,1513,177,148593,16317,8949,6997,772,29,18938,12843
