blue_top_xp,blue_top_total_gold,blue_top_current_gold,blue_top_cs,blue_top_dmg_done,blue_top_dmg_taken,blue_jg_xp,blue_jg_total_gold,blue_jg_current_gold,blue_jg_cs,blue_jg_dmg_done,blue_jg_dmg_taken,blue_mid_xp,blue_mid_total_gold,blue_mid_current_gold,blue_mid_cs,blue_mid_dmg_done,blue_mid_dmg_taken,blue_bot_xp,blue_bot_total_gold,blue_bot_current_gold,blue_bot_cs,blue_bot_dmg_done,blue_bot_dmg_taken,blue_sup_xp,blue_sup_total_gold,blue_sup_current_gold,blue_sup_cs,blue_sup_dmg_done,blue_sup_dmg_taken,red_top_xp,red_top_total_gold,red_top_current_gold,red_top_cs,red_top_dmg_done,red_top_dmg_taken,red_jg_xp,red_jg_total_gold,red_jg_current_gold,red_jg_cs,red_jg_dmg_done,red_jg_dmg_taken,red_mid_xp,red_mid_total_gold,red_mid_current_gold,red_mid_cs,red_mid_dmg_done,red_mid_dmg_taken,red_bot_xp,red_bot_total_gold,red_bot_current_gold,red_bot_cs,red_bot_dmg_done,red_bot_dmg_taken,red_sup_xp,red_sup_total_gold,red_sup_current_gold,red_sup_cs,red_sup_dmg_done,red_sup_dmg_taken
0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0
0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,50,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0
185,584,84,3,684,256,475,666,166,8,6304,838,215,581,81,3,988,485,113,584,84,3,565,13,113,544,44,1,250,156,185,563,63,2,1190,397,325,601,151,4,3525,705,215,594,94,4,1094,354,113,584,84,3,636,26,113,544,44,1,449,134
863,955,455,15,2777,598,676,886,386,12,9333,1303,924,960,460,16,3577,649,545,1004,504,18,2851,619,545,759,259,3,1119,1171,523,685,185,2,1440,969,676,886,436,12,9883,1588,833,947,447,15,3401,563,412,837,337,10,2465,380,412,713,213,3,2263,614
1386,1253,753,25,4721,741,903,1429,929,17,11689,1568,1405,1228,728,25,5555,725,763,1285,35,22,4610,1080,683,975,175,4,1312,1404,1386,927,427,9,2219,1358,1016,1210,755,19,13233,2377,1477,1281,781,28,7632,804,592,1407,207,12,2852,911,865,1124,74,6,3570,1317
1911,1534,1034,31,6970,1593,1162,1637,1137,21,15020,2174,2096,1890,290,37,8911,1358,1009,1561,311,28,5330,1080,929,1214,414,7,2199,1413,2033,1154,654,12,3506,1930,1589,1571,1116,30,17018,2949,1698,1462,212,32,8820,1446,1274,1830,630,27,7395,929,1076,1304,249,9,4290,1424
2434,1946,261,38,8942,2159,1454,2180,1680,25,19677,3003,2713,2183,283,45,10426,1367,1440,1894,644,40,7236,1297,1360,1384,584,9,3507,2105,2462,1375,275,18,5772,2753,1954,1877,1422,38,24604,3661,2100,1697,447,39,10637,1626,1643,2138,938,34,9133,1635,1322,1504,449,10,5451,2016
3439,2610,925,50,15690,3175,1969,2553,153,37,28169,3677,3530,2744,844,55,14973,2132,1723,2131,31,44,8977,1974,1642,1619,94,12,5429,2512,2803,1497,97,18,7995,4179,1977,2017,387,39,24744,3661,2837,1937,687,47,13579,2900,1868,2393,43,42,9943,1815,1577,1680,25,12,6877,3014
3934,2907,1222,56,16606,3211,2404,2888,483,46,34802,4634,4116,3268,543,66,19041,2136,2202,2504,404,55,14714,2141,1835,1774,249,13,5942,2652,3359,1772,372,24,8960,4332,2391,2341,711,47,30026,4181,3362,2265,315,57,16808,2900,2249,2741,386,53,11404,1815,2019,1941,286,15,8500,3404
4734,3542,1857,73,22376,3512,2793,3331,926,50,45890,5640,4393,3489,689,72,21768,3514,2612,2865,765,69,17776,2491,2154,1951,426,15,6655,3005,3819,1937,537,26,9667,4867,2452,2474,839,48,34627,5234,4463,3387,1432,71,24388,4041,2605,3148,788,65,14004,1881,2376,2168,513,17,10036,4142
