blue_top_xp,blue_top_total_gold,blue_top_current_gold,blue_top_cs,blue_top_dmg_done,blue_top_dmg_taken,blue_jg_xp,blue_jg_total_gold,blue_jg_current_gold,blue_jg_cs,blue_jg_dmg_done,blue_jg_dmg_taken,blue_mid_xp,blue_mid_total_gold,blue_mid_current_gold,blue_mid_cs,blue_mid_dmg_done,blue_mid_dmg_taken,blue_bot_xp,blue_bot_total_gold,blue_bot_current_gold,blue_bot_cs,blue_bot_dmg_done,blue_bot_dmg_taken,blue_sup_xp,blue_sup_total_gold,blue_sup_current_gold,blue_sup_cs,blue_sup_dmg_done,blue_sup_dmg_taken,red_top_xp,red_top_total_gold,red_top_current_gold,red_top_cs,red_top_dmg_done,red_top_dmg_taken,red_jg_xp,red_jg_total_gold,red_jg_current_gold,red_jg_cs,red_jg_dmg_done,red_jg_dmg_taken,red_mid_xp,red_mid_total_gold,red_mid_current_gold,red_mid_cs,red_mid_dmg_done,red_mid_dmg_taken,red_bot_xp,red_bot_total_gold,red_bot_current_gold,red_bot_cs,red_bot_dmg_done,red_bot_dmg_taken,red_sup_xp,red_sup_total_gold,red_sup_current_gold,red_sup_cs,red_sup_dmg_done,red_sup_dmg_taken
0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0,0,500,500,0,0,0
0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,86,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,0,0,0,500,0,0,86,0,0,500,0,0,0,0
123,521,21,0,1009,279,525,671,171,8,3792,692,185,561,61,2,657,311,131,598,98,4,1221,386,131,544,44,1,614,317,185,521,21,0,595,381,420,616,116,6,3977,743,276,626,126,5,5722,272,131,598,98,4,1214,414,131,623,123,0,839,228
646,727,227,4,1537,342,914,969,464,17,11701,1696,869,802,302,9,1642,653,206,748,248,6,1527,803,206,692,192,2,1074,902,802,878,378,11,2115,406,836,982,482,16,11719,1526,833,976,476,13,8439,423,612,955,455,16,3961,765,488,797,297,0,1851,444
1353,1141,291,19,8296,1355,1295,1205,700,23,15537,2442,1452,1077,577,18,3051,1034,601,1057,557,14,2500,956,601,908,408,4,1885,1187,1651,1627,1127,23,8615,1378,958,1191,691,20,13097,1593,1477,1322,822,24,12097,428,961,1260,760,26,7026,792,776,1052,552,0,3552,609
1940,1431,581,26,12281,1793,1332,1348,143,24,17892,2780,2100,1399,899,28,7097,1581,1047,1354,854,21,4308,1133,1047,1147,647,7,2494,1397,2146,1948,1448,31,11161,1738,1433,1541,1041,28,17568,2480,2186,1740,1240,36,16170,709,1357,1671,1171,36,10598,1144,1171,1359,859,1,5166,772
2463,1610,760,29,13283,1793,1821,1743,538,36,23583,3456,2748,1692,792,36,9673,1709,1218,1505,-95,23,4558,1301,1127,1282,57,7,2848,1838,2729,2260,1760,42,15985,1965,1690,1782,407,32,20948,2749,2426,2262,237,41,17453,1572,1564,1974,1474,42,12886,1429,1378,1648,1148,1,5564,1397
3187,2033,1183,43,19000,2407,2203,2028,823,44,33361,4333,3115,1957,307,45,12879,2348,1688,1952,352,39,6746,1301,1597,1479,254,10,3400,1849,3408,2619,2119,52,18623,2719,2151,2065,690,40,30647,3701,2817,2552,522,49,19878,1872,1564,2096,146,42,12886,1429,1378,1783,183,1,5564,1397
3804,2399,1549,54,24254,3292,2308,2350,1140,45,34372,4797,3777,2526,876,51,17172,3395,2009,2304,704,49,8902,1357,1918,1682,457,11,3886,1869,4147,2991,2491,62,23842,3056,2345,2288,213,44,34364,5113,3465,2895,865,58,25012,2465,2259,2596,646,61,18272,1499,1736,1958,358,2,5811,1397
4019,2606,256,59,27510,3689,2648,2573,1363,49,38510,5573,4363,2838,328,60,21285,3512,2284,2581,981,58,10886,1482,2255,1864,639,13,5113,2297,4732,3493,118,68,26668,3993,2665,2487,412,48,36395,5151,4113,3314,259,70,29453,2490,2654,3126,1176,71,22911,1795,2132,2198,598,2,7551,1512
