tier,division,match_id
GRANDMASTERS,GR,NA1_4579963910
GRANDMASTERS,GR,NA1_4579951758
GRANDMASTERS,GR,NA1_4579928336
GRANDMASTERS,GR,NA1_4578419814
GRANDMASTERS,GR,NA1_4578384194
GRANDMASTERS,GR,NA1_4578356780
GRANDMASTERS,GR,NA1_4578322565
GRANDMASTERS,GR,NA1_4578290686
GRANDMASTERS,GR,NA1_4578272249
GRANDMASTERS,GR,NA1_4578257180
GRANDMASTERS,GR,NA1_4578227469
GRANDMASTERS,GR,NA1_4576035985
GRANDMASTERS,GR,NA1_4576019873
GRANDMASTERS,GR,NA1_4575984110
GRANDMASTERS,GR,NA1_4575952569
GRANDMASTERS,GR,NA1_4575924430
GRANDMASTERS,GR,NA1_4575892477
GRANDMASTERS,GR,NA1_4575873474
GRANDMASTERS,GR,NA1_4575846497
GRANDMASTERS,GR,NA1_4572213809
GRANDMASTERS,GR,NA1_4572116571
GRANDMASTERS,GR,NA1_4572094808
GRANDMASTERS,GR,NA1_4572064826
GRANDMASTERS,GR,NA1_4572041759
GRANDMASTERS,GR,NA1_4571367314
GRANDMASTERS,GR,NA1_4571346551
GRANDMASTERS,GR,NA1_4571328122
GRANDMASTERS,GR,NA1_4571311912
GRANDMASTERS,GR,NA1_4571290957
GRANDMASTERS,GR,NA1_4571267188
GRANDMASTERS,GR,NA1_4571243594
GRANDMASTERS,GR,NA1_4571235825
GRANDMASTERS,GR,NA1_4569661599
GRANDMASTERS,GR,NA1_4569647912
GRANDMASTERS,GR,NA1_4569609928
GRANDMASTERS,GR,NA1_4569569306
GRANDMASTERS,GR,NA1_4569533072
GRANDMASTERS,GR,NA1_4569496178
GRANDMASTERS,GR,NA1_4567583393
GRANDMASTERS,GR,NA1_4567568152
GRANDMASTERS,GR,NA1_4567543255
GRANDMASTERS,GR,NA1_4567519848
GRANDMASTERS,GR,NA1_4567492173
GRANDMASTERS,GR,NA1_4567458726
GRANDMASTERS,GR,NA1_4567453892
GRANDMASTERS,GR,NA1_4590091384
GRANDMASTERS,GR,NA1_4590065554
GRANDMASTERS,GR,NA1_4590024525
GRANDMASTERS,GR,NA1_4589982633
GRANDMASTERS,GR,NA1_4589945609
GRANDMASTERS,GR,NA1_4589917635
GRANDMASTERS,GR,NA1_4589897024
GRANDMASTERS,GR,NA1_4589850199
GRANDMASTERS,GR,NA1_4589815508
GRANDMASTERS,GR,NA1_4589796842
GRANDMASTERS,GR,NA1_4589765361
GRANDMASTERS,GR,NA1_4589742117
GRANDMASTERS,GR,NA1_4589721765
GRANDMASTERS,GR,NA1_4589688430
GRANDMASTERS,GR,NA1_4589670515
GRANDMASTERS,GR,NA1_4589650224
GRANDMASTERS,GR,NA1_4589617734
GRANDMASTERS,GR,NA1_4589613242
GRANDMASTERS,GR,NA1_4589593128
GRANDMASTERS,GR,NA1_4589570467
GRANDMASTERS,GR,NA1_4589563069
GRANDMASTERS,GR,NA1_4589541747
GRANDMASTERS,GR,NA1_4589517605
GRANDMASTERS,GR,NA1_4589507683
GRANDMASTERS,GR,NA1_4589498074
GRANDMASTERS,GR,NA1_4589447837
GRANDMASTERS,GR,NA1_4589439871
GRANDMASTERS,GR,NA1_4589428852
GRANDMASTERS,GR,NA1_4582444139
GRANDMASTERS,GR,NA1_4582415013
GRANDMASTERS,GR,NA1_4582374485
GRANDMASTERS,GR,NA1_4582337325
GRANDMASTERS,GR,NA1_4582301147
GRANDMASTERS,GR,NA1_4581743836
GRANDMASTERS,GR,NA1_4581714458
GRANDMASTERS,GR,NA1_4581707013
GRANDMASTERS,GR,NA1_4581688550
GRANDMASTERS,GR,NA1_4581672628
GRANDMASTERS,GR,NA1_4581671968
GRANDMASTERS,GR,NA1_4581662841
GRANDMASTERS,GR,NA1_4581640589
GRANDMASTERS,GR,NA1_4581507336
GRANDMASTERS,GR,NA1_4581474320
GRANDMASTERS,GR,NA1_4581453182
GRANDMASTERS,GR,NA1_4581412193
GRANDMASTERS,GR,NA1_4581384290
GRANDMASTERS,GR,NA1_4581344552
GRANDMASTERS,GR,NA1_4581306145
GRANDMASTERS,GR,NA1_4581255984
GRANDMASTERS,GR,NA1_4580661243
GRANDMASTERS,GR,NA1_4586707996
GRANDMASTERS,GR,NA1_4586668521
GRANDMASTERS,GR,NA1_4585601713
GRANDMASTERS,GR,NA1_4585549721
GRANDMASTERS,GR,NA1_4585520928
GRANDMASTERS,GR,NA1_4585486231
GRANDMASTERS,GR,NA1_4585455611
GRANDMASTERS,GR,NA1_4582987637
GRANDMASTERS,GR,NA1_4582972159
GRANDMASTERS,GR,NA1_4582935664
GRANDMASTERS,GR,NA1_4582910943
GRANDMASTERS,GR,NA1_4582495882
GRANDMASTERS,GR,NA1_4582304892
GRANDMASTERS,GR,NA1_4582248492
GRANDMASTERS,GR,NA1_4581931937
GRANDMASTERS,GR,NA1_4581253356
GRANDMASTERS,GR,NA1_4581195636
GRANDMASTERS,GR,NA1_4581162800
GRANDMASTERS,GR,NA1_4581119980
GRANDMASTERS,GR,NA1_4581088240
GRANDMASTERS,GR,NA1_4580563409
GRANDMASTERS,GR,NA1_4580544016
GRANDMASTERS,GR,NA1_4580495566
GRANDMASTERS,GR,NA1_4580079139
GRANDMASTERS,GR,NA1_4580051946
GRANDMASTERS,GR,NA1_4580019135
GRANDMASTERS,GR,NA1_4579996019
GRANDMASTERS,GR,NA1_4579448632
GRANDMASTERS,GR,NA1_4579418222
GRANDMASTERS,GR,NA1_4579359067
GRANDMASTERS,GR,NA1_4579299557
GRANDMASTERS,GR,NA1_4579271924
GRANDMASTERS,GR,NA1_4579233277
GRANDMASTERS,GR,NA1_4576777388
GRANDMASTERS,GR,NA1_4576752377
GRANDMASTERS,GR,NA1_4575996483
GRANDMASTERS,GR,NA1_4575983898
GRANDMASTERS,GR,NA1_4575946603
GRANDMASTERS,GR,NA1_4575249411
GRANDMASTERS,GR,NA1_4575212121
GRANDMASTERS,GR,NA1_4575183962
GRANDMASTERS,GR,NA1_4575168154
GRANDMASTERS,GR,NA1_4575139119
GRANDMASTERS,GR,NA1_4575094639
GRANDMASTERS,GR,NA1_4575060589
GRANDMASTERS,GR,NA1_4574492087
GRANDMASTERS,GR,NA1_4574439760
GRANDMASTERS,GR,NA1_4574289630
GRANDMASTERS,GR,NA1_4574243565
GRANDMASTERS,GR,NA1_4574207944
GRANDMASTERS,GR,NA1_4590126363
GRANDMASTERS,GR,NA1_4590103424
GRANDMASTERS,GR,NA1_4589717116
GRANDMASTERS,GR,NA1_4588546275
GRANDMASTERS,GR,NA1_4588543337
GRANDMASTERS,GR,NA1_4588521595
GRANDMASTERS,GR,NA1_4588503825
GRANDMASTERS,GR,NA1_4588474904
GRANDMASTERS,GR,NA1_4588449147
GRANDMASTERS,GR,NA1_4588428748
GRANDMASTERS,GR,NA1_4588392043
GRANDMASTERS,GR,NA1_4588349322
GRANDMASTERS,GR,NA1_4588314036
GRANDMASTERS,GR,NA1_4588124832
GRANDMASTERS,GR,NA1_4588103325
GRANDMASTERS,GR,NA1_4586780886
GRANDMASTERS,GR,NA1_4586745885
GRANDMASTERS,GR,NA1_4586721705
GRANDMASTERS,GR,NA1_4586696657
GRANDMASTERS,GR,NA1_4586680004
GRANDMASTERS,GR,NA1_4585460457
GRANDMASTERS,GR,NA1_4585432442
GRANDMASTERS,GR,NA1_4585418779
GRANDMASTERS,GR,NA1_4585396894
GRANDMASTERS,GR,NA1_4584928491
GRANDMASTERS,GR,NA1_4584884701
GRANDMASTERS,GR,NA1_4584846732
GRANDMASTERS,GR,NA1_4584822986
GRANDMASTERS,GR,NA1_4583887516
GRANDMASTERS,GR,NA1_4583868918
GRANDMASTERS,GR,NA1_4583824443
GRANDMASTERS,GR,NA1_4583794137
GRANDMASTERS,GR,NA1_4583757252
GRANDMASTERS,GR,NA1_4583096595
GRANDMASTERS,GR,NA1_4583062354
GRANDMASTERS,GR,NA1_4583024455
GRANDMASTERS,GR,NA1_4582997433
GRANDMASTERS,GR,NA1_4582971329
GRANDMASTERS,GR,NA1_4582939800
GRANDMASTERS,GR,NA1_4582902878
GRANDMASTERS,GR,NA1_4582566116
GRANDMASTERS,GR,NA1_4582537367
GRANDMASTERS,GR,NA1_4582522927
GRANDMASTERS,GR,NA1_4582500444
GRANDMASTERS,GR,NA1_4582468612
GRANDMASTERS,GR,NA1_4582450782
GRANDMASTERS,GR,NA1_4582407940
GRANDMASTERS,GR,NA1_4582067571
GRANDMASTERS,GR,NA1_4582036216
GRANDMASTERS,GR,NA1_4582014233
GRANDMASTERS,GR,NA1_4590113586
GRANDMASTERS,GR,NA1_4590054174
GRANDMASTERS,GR,NA1_4589923147
GRANDMASTERS,GR,NA1_4589892069
GRANDMASTERS,GR,NA1_4589844547
GRANDMASTERS,GR,NA1_4589807650
GRANDMASTERS,GR,NA1_4589778768
GRANDMASTERS,GR,NA1_4589743820
GRANDMASTERS,GR,NA1_4589706654
GRANDMASTERS,GR,NA1_4589684475
GRANDMASTERS,GR,NA1_4589636243
GRANDMASTERS,GR,NA1_4589616550
GRANDMASTERS,GR,NA1_4589603182
GRANDMASTERS,GR,NA1_4589583424
GRANDMASTERS,GR,NA1_4589570248
GRANDMASTERS,GR,NA1_4588883514
GRANDMASTERS,GR,NA1_4588810922
GRANDMASTERS,GR,NA1_4588789163
GRANDMASTERS,GR,NA1_4588767246
GRANDMASTERS,GR,NA1_4588743304
GRANDMASTERS,GR,NA1_4588729310
GRANDMASTERS,GR,NA1_4587873610
GRANDMASTERS,GR,NA1_4587855394
GRANDMASTERS,GR,NA1_4587828121
GRANDMASTERS,GR,NA1_4587158997
GRANDMASTERS,GR,NA1_4587136957
GRANDMASTERS,GR,NA1_4587107101
GRANDMASTERS,GR,NA1_4586247187
GRANDMASTERS,GR,NA1_4586220118
GRANDMASTERS,GR,NA1_4586181582
GRANDMASTERS,GR,NA1_4586158446
GRANDMASTERS,GR,NA1_4586120103
GRANDMASTERS,GR,NA1_4586094256
GRANDMASTERS,GR,NA1_4586075430
GRANDMASTERS,GR,NA1_4586065257
GRANDMASTERS,GR,NA1_4586046359
GRANDMASTERS,GR,NA1_4586035829
GRANDMASTERS,GR,NA1_4586019945
GRANDMASTERS,GR,NA1_4585988595
GRANDMASTERS,GR,NA1_4585974544
GRANDMASTERS,GR,NA1_4585975779
GRANDMASTERS,GR,NA1_4585445950
GRANDMASTERS,GR,NA1_4585184571
GRANDMASTERS,GR,NA1_4585158729
GRANDMASTERS,GR,NA1_4585154630
GRANDMASTERS,GR,NA1_4584958346
GRANDMASTERS,GR,NA1_4584914460
GRANDMASTERS,GR,NA1_4584853681
GRANDMASTERS,GR,NA1_4584805824
GRANDMASTERS,GR,NA1_4584764801
GRANDMASTERS,GR,NA1_4590121469
GRANDMASTERS,GR,NA1_4590104204
GRANDMASTERS,GR,NA1_4590076194
GRANDMASTERS,GR,NA1_4590032640
GRANDMASTERS,GR,NA1_4590011262
GRANDMASTERS,GR,NA1_4589892406
GRANDMASTERS,GR,NA1_4589847656
GRANDMASTERS,GR,NA1_4589728918
GRANDMASTERS,GR,NA1_4589707001
GRANDMASTERS,GR,NA1_4589677418
GRANDMASTERS,GR,NA1_4589444774
GRANDMASTERS,GR,NA1_4589432072
GRANDMASTERS,GR,NA1_4589420629
GRANDMASTERS,GR,NA1_4589411409
GRANDMASTERS,GR,NA1_4589410235
GRANDMASTERS,GR,NA1_4589402946
GRANDMASTERS,GR,NA1_4589395743
GRANDMASTERS,GR,NA1_4589375081
GRANDMASTERS,GR,NA1_4589365846
GRANDMASTERS,GR,NA1_4588483770
GRANDMASTERS,GR,NA1_4588392051
GRANDMASTERS,GR,NA1_4588350128
GRANDMASTERS,GR,NA1_4584968211
GRANDMASTERS,GR,NA1_4584931272
GRANDMASTERS,GR,NA1_4584896306
GRANDMASTERS,GR,NA1_4584824172
GRANDMASTERS,GR,NA1_4584792231
GRANDMASTERS,GR,NA1_4584761115
GRANDMASTERS,GR,NA1_4584720793
GRANDMASTERS,GR,NA1_4584555484
GRANDMASTERS,GR,NA1_4584530638
GRANDMASTERS,GR,NA1_4584073676
GRANDMASTERS,GR,NA1_4579597749
GRANDMASTERS,GR,NA1_4579549287
GRANDMASTERS,GR,NA1_4579516957
GRANDMASTERS,GR,NA1_4579469588
GRANDMASTERS,GR,NA1_4579177579
GRANDMASTERS,GR,NA1_4579132525
GRANDMASTERS,GR,NA1_4579109959
GRANDMASTERS,GR,NA1_4578349318
GRANDMASTERS,GR,NA1_4578322565
GRANDMASTERS,GR,NA1_4578305274
GRANDMASTERS,GR,NA1_4577850438
GRANDMASTERS,GR,NA1_4571010987
GRANDMASTERS,GR,NA1_4570982410
GRANDMASTERS,GR,NA1_4570936563
GRANDMASTERS,GR,NA1_4570214171
GRANDMASTERS,GR,NA1_4570188667
GRANDMASTERS,GR,NA1_4570187750
GRANDMASTERS,GR,NA1_4570077371
GRANDMASTERS,GR,NA1_4588046942
GRANDMASTERS,GR,NA1_4587981914
GRANDMASTERS,GR,NA1_4587934218
GRANDMASTERS,GR,NA1_4587903157
GRANDMASTERS,GR,NA1_4587882227
GRANDMASTERS,GR,NA1_4587861909
GRANDMASTERS,GR,NA1_4587101624
GRANDMASTERS,GR,NA1_4587076270
GRANDMASTERS,GR,NA1_4587041713
GRANDMASTERS,GR,NA1_4586218173
GRANDMASTERS,GR,NA1_4586191422
GRANDMASTERS,GR,NA1_4586160724
GRANDMASTERS,GR,NA1_4586135298
GRANDMASTERS,GR,NA1_4586114960
GRANDMASTERS,GR,NA1_4586076560
GRANDMASTERS,GR,NA1_4586053577
GRANDMASTERS,GR,NA1_4586040403
GRANDMASTERS,GR,NA1_4585513919
GRANDMASTERS,GR,NA1_4585460269
GRANDMASTERS,GR,NA1_4585432807
GRANDMASTERS,GR,NA1_4585394280
GRANDMASTERS,GR,NA1_4585350510
GRANDMASTERS,GR,NA1_4585336084
GRANDMASTERS,GR,NA1_4585305489
GRANDMASTERS,GR,NA1_4585293179
GRANDMASTERS,GR,NA1_4585262852
GRANDMASTERS,GR,NA1_4585247794
GRANDMASTERS,GR,NA1_4585226367
GRANDMASTERS,GR,NA1_4583657318
GRANDMASTERS,GR,NA1_4583622697
GRANDMASTERS,GR,NA1_4583612245
GRANDMASTERS,GR,NA1_4583017267
GRANDMASTERS,GR,NA1_4582978241
GRANDMASTERS,GR,NA1_4582921431
GRANDMASTERS,GR,NA1_4582742039
GRANDMASTERS,GR,NA1_4582703861
GRANDMASTERS,GR,NA1_4582014777
GRANDMASTERS,GR,NA1_4581967267
GRANDMASTERS,GR,NA1_4581924543
GRANDMASTERS,GR,NA1_4581887619
GRANDMASTERS,GR,NA1_4581857126
GRANDMASTERS,GR,NA1_4581788329
GRANDMASTERS,GR,NA1_4581758656
GRANDMASTERS,GR,NA1_4581740254
GRANDMASTERS,GR,NA1_4581078185
GRANDMASTERS,GR,NA1_4581038226
GRANDMASTERS,GR,NA1_4581001104
GRANDMASTERS,GR,NA1_4580934633
GRANDMASTERS,GR,NA1_4580909883
GRANDMASTERS,GR,NA1_4580876121
GRANDMASTERS,GR,NA1_4586973351
GRANDMASTERS,GR,NA1_4586538249
GRANDMASTERS,GR,NA1_4586494211
GRANDMASTERS,GR,NA1_4586429769
GRANDMASTERS,GR,NA1_4585070664
GRANDMASTERS,GR,NA1_4585066065
GRANDMASTERS,GR,NA1_4584962082
GRANDMASTERS,GR,NA1_4582732079
GRANDMASTERS,GR,NA1_4582305672
GRANDMASTERS,GR,NA1_4582272341
GRANDMASTERS,GR,NA1_4582243050
GRANDMASTERS,GR,NA1_4582004169
GRANDMASTERS,GR,NA1_4581975883
GRANDMASTERS,GR,NA1_4581253356
GRANDMASTERS,GR,NA1_4581210658
GRANDMASTERS,GR,NA1_4580566801
GRANDMASTERS,GR,NA1_4580522032
GRANDMASTERS,GR,NA1_4577862351
GRANDMASTERS,GR,NA1_4577836791
GRANDMASTERS,GR,NA1_4577713590
GRANDMASTERS,GR,NA1_4577678706
GRANDMASTERS,GR,NA1_4577463524
GRANDMASTERS,GR,NA1_4577211058
GRANDMASTERS,GR,NA1_4576382696
GRANDMASTERS,GR,NA1_4576226090
GRANDMASTERS,GR,NA1_4576192047
GRANDMASTERS,GR,NA1_4576155360
GRANDMASTERS,GR,NA1_4576124078
GRANDMASTERS,GR,NA1_4576051611
GRANDMASTERS,GR,NA1_4575073589
GRANDMASTERS,GR,NA1_4574777277
GRANDMASTERS,GR,NA1_4574509413
GRANDMASTERS,GR,NA1_4574429010
GRANDMASTERS,GR,NA1_4574409249
GRANDMASTERS,GR,NA1_4574375884
GRANDMASTERS,GR,NA1_4574346744
GRANDMASTERS,GR,NA1_4574177648
GRANDMASTERS,GR,NA1_4573614088
GRANDMASTERS,GR,NA1_4573572676
GRANDMASTERS,GR,NA1_4573516370
GRANDMASTERS,GR,NA1_4573471995
GRANDMASTERS,GR,NA1_4572287403
GRANDMASTERS,GR,NA1_4570949352
GRANDMASTERS,GR,NA1_4570879291
GRANDMASTERS,GR,NA1_4567979610
GRANDMASTERS,GR,NA1_4567938540
GRANDMASTERS,GR,NA1_4567915058
GRANDMASTERS,GR,NA1_4567401713
GRANDMASTERS,GR,NA1_4567259939
GRANDMASTERS,GR,NA1_4567245270
GRANDMASTERS,GR,NA1_4590102844
GRANDMASTERS,GR,NA1_4590055032
GRANDMASTERS,GR,NA1_4589999210
GRANDMASTERS,GR,NA1_4589945202
GRANDMASTERS,GR,NA1_4589840709
GRANDMASTERS,GR,NA1_4589394460
GRANDMASTERS,GR,NA1_4589380108
GRANDMASTERS,GR,NA1_4589365846
GRANDMASTERS,GR,NA1_4589276484
GRANDMASTERS,GR,NA1_4588880803
GRANDMASTERS,GR,NA1_4588831478
GRANDMASTERS,GR,NA1_4588823749
GRANDMASTERS,GR,NA1_4588590566
GRANDMASTERS,GR,NA1_4588587775
GRANDMASTERS,GR,NA1_4587209995
GRANDMASTERS,GR,NA1_4586666306
GRANDMASTERS,GR,NA1_4586625377
GRANDMASTERS,GR,NA1_4586431058
GRANDMASTERS,GR,NA1_4586375465
GRANDMASTERS,GR,NA1_4586344522
GRANDMASTERS,GR,NA1_4586298824
GRANDMASTERS,GR,NA1_4586273927
GRANDMASTERS,GR,NA1_4585831888
GRANDMASTERS,GR,NA1_4585791292
GRANDMASTERS,GR,NA1_4585520311
GRANDMASTERS,GR,NA1_4585488114
GRANDMASTERS,GR,NA1_4585460089
GRANDMASTERS,GR,NA1_4585359790
GRANDMASTERS,GR,NA1_4585336505
GRANDMASTERS,GR,NA1_4585311583
GRANDMASTERS,GR,NA1_4585087788
GRANDMASTERS,GR,NA1_4585068033
GRANDMASTERS,GR,NA1_4585045361
GRANDMASTERS,GR,NA1_4585007324
GRANDMASTERS,GR,NA1_4584968547
GRANDMASTERS,GR,NA1_4584937615
GRANDMASTERS,GR,NA1_4584524695
GRANDMASTERS,GR,NA1_4584508320
GRANDMASTERS,GR,NA1_4584492769
GRANDMASTERS,GR,NA1_4584221498
GRANDMASTERS,GR,NA1_4584193000
GRANDMASTERS,GR,NA1_4584163508
GRANDMASTERS,GR,NA1_4584094362
GRANDMASTERS,GR,NA1_4584050978
GRANDMASTERS,GR,NA1_4584003194
GRANDMASTERS,GR,NA1_4583950731
GRANDMASTERS,GR,NA1_4583686985
GRANDMASTERS,GR,NA1_4583669942
GRANDMASTERS,GR,NA1_4583653001
GRANDMASTERS,GR,NA1_4583633718
GRANDMASTERS,GR,NA1_4589616550
GRANDMASTERS,GR,NA1_4589599113
GRANDMASTERS,GR,NA1_4588857917
GRANDMASTERS,GR,NA1_4588826800
GRANDMASTERS,GR,NA1_4587621326
GRANDMASTERS,GR,NA1_4585278099
GRANDMASTERS,GR,NA1_4585255149
GRANDMASTERS,GR,NA1_4584491708
GRANDMASTERS,GR,NA1_4584482910
GRANDMASTERS,GR,NA1_4584459791
GRANDMASTERS,GR,NA1_4584421438
GRANDMASTERS,GR,NA1_4583678177
GRANDMASTERS,GR,NA1_4583659111
GRANDMASTERS,GR,NA1_4583639096
GRANDMASTERS,GR,NA1_4583618224
GRANDMASTERS,GR,NA1_4583593138
GRANDMASTERS,GR,NA1_4582864024
GRANDMASTERS,GR,NA1_4582833205
GRANDMASTERS,GR,NA1_4582804565
GRANDMASTERS,GR,NA1_4582780422
GRANDMASTERS,GR,NA1_4579910768
GRANDMASTERS,GR,NA1_4579887329
GRANDMASTERS,GR,NA1_4579873755
GRANDMASTERS,GR,NA1_4579854892
GRANDMASTERS,GR,NA1_4579827647
GRANDMASTERS,GR,NA1_4579807608
GRANDMASTERS,GR,NA1_4579795035
GRANDMASTERS,GR,NA1_4579515543
GRANDMASTERS,GR,NA1_4579487177
GRANDMASTERS,GR,NA1_4579446484
GRANDMASTERS,GR,NA1_4579131837
GRANDMASTERS,GR,NA1_4579103967
GRANDMASTERS,GR,NA1_4579092789
GRANDMASTERS,GR,NA1_4579071164
GRANDMASTERS,GR,NA1_4579047261
GRANDMASTERS,GR,NA1_4578999671
GRANDMASTERS,GR,NA1_4578972714
GRANDMASTERS,GR,NA1_4578959048
GRANDMASTERS,GR,NA1_4578936647
GRANDMASTERS,GR,NA1_4578935871
GRANDMASTERS,GR,NA1_4578929831
GRANDMASTERS,GR,NA1_4578690517
GRANDMASTERS,GR,NA1_4578642907
GRANDMASTERS,GR,NA1_4578594696
GRANDMASTERS,GR,NA1_4578307069
GRANDMASTERS,GR,NA1_4578289954
GRANDMASTERS,GR,NA1_4578205442
GRANDMASTERS,GR,NA1_4578200849
GRANDMASTERS,GR,NA1_4578141558
GRANDMASTERS,GR,NA1_4578131571
GRANDMASTERS,GR,NA1_4588769756
GRANDMASTERS,GR,NA1_4587275328
GRANDMASTERS,GR,NA1_4587241708
GRANDMASTERS,GR,NA1_4587158997
GRANDMASTERS,GR,NA1_4586230181
GRANDMASTERS,GR,NA1_4586164122
GRANDMASTERS,GR,NA1_4585913533
GRANDMASTERS,GR,NA1_4585907748
GRANDMASTERS,GR,NA1_4585883144
GRANDMASTERS,GR,NA1_4585821417
GRANDMASTERS,GR,NA1_4585795782
GRANDMASTERS,GR,NA1_4585762035
GRANDMASTERS,GR,NA1_4585704693
GRANDMASTERS,GR,NA1_4584645925
GRANDMASTERS,GR,NA1_4584459842
GRANDMASTERS,GR,NA1_4583806088
GRANDMASTERS,GR,NA1_4583345728
GRANDMASTERS,GR,NA1_4582761699
GRANDMASTERS,GR,NA1_4582556933
GRANDMASTERS,GR,NA1_4582533053
GRANDMASTERS,GR,NA1_4582491917
GRANDMASTERS,GR,NA1_4582109585
GRANDMASTERS,GR,NA1_4581505563
GRANDMASTERS,GR,NA1_4581466004
GRANDMASTERS,GR,NA1_4580623339
GRANDMASTERS,GR,NA1_4580605109
GRANDMASTERS,GR,NA1_4579685712
GRANDMASTERS,GR,NA1_4579670018
GRANDMASTERS,GR,NA1_4579644633
GRANDMASTERS,GR,NA1_4579610235
GRANDMASTERS,GR,NA1_4579578456
GRANDMASTERS,GR,NA1_4579487635
GRANDMASTERS,GR,NA1_4578842944
GRANDMASTERS,GR,NA1_4578827106
GRANDMASTERS,GR,NA1_4578805784
GRANDMASTERS,GR,NA1_4578750233
GRANDMASTERS,GR,NA1_4578028210
GRANDMASTERS,GR,NA1_4577976522
GRANDMASTERS,GR,NA1_4577638501
GRANDMASTERS,GR,NA1_4577481051
GRANDMASTERS,GR,NA1_4576838818
GRANDMASTERS,GR,NA1_4576471566
GRANDMASTERS,GR,NA1_4576457005
GRANDMASTERS,GR,NA1_4576439064
GRANDMASTERS,GR,NA1_4576413737
GRANDMASTERS,GR,NA1_4576362537
GRANDMASTERS,GR,NA1_4576339152
GRANDMASTERS,GR,NA1_4576317067
GRANDMASTERS,GR,NA1_4576050105
GRANDMASTERS,GR,NA1_4576021174
GRANDMASTERS,GR,NA1_4589589138
GRANDMASTERS,GR,NA1_4589568041
GRANDMASTERS,GR,NA1_4589548254
GRANDMASTERS,GR,NA1_4589528110
GRANDMASTERS,GR,NA1_4588574776
GRANDMASTERS,GR,NA1_4588550775
GRANDMASTERS,GR,NA1_4587752612
GRANDMASTERS,GR,NA1_4587754920
GRANDMASTERS,GR,NA1_4585465090
GRANDMASTERS,GR,NA1_4585442820
GRANDMASTERS,GR,NA1_4585414816
GRANDMASTERS,GR,NA1_4584333648
GRANDMASTERS,GR,NA1_4584330903
GRANDMASTERS,GR,NA1_4584319216
GRANDMASTERS,GR,NA1_4584316983
GRANDMASTERS,GR,NA1_4584308188
GRANDMASTERS,GR,NA1_4584296572
GRANDMASTERS,GR,NA1_4584294074
GRANDMASTERS,GR,NA1_4581741131
GRANDMASTERS,GR,NA1_4581563228
GRANDMASTERS,GR,NA1_4581533082
GRANDMASTERS,GR,NA1_4581478146
GRANDMASTERS,GR,NA1_4581437829
GRANDMASTERS,GR,NA1_4581361084
GRANDMASTERS,GR,NA1_4581076012
GRANDMASTERS,GR,NA1_4580952350
GRANDMASTERS,GR,NA1_4580925013
GRANDMASTERS,GR,NA1_4580905578
GRANDMASTERS,GR,NA1_4580892811
GRANDMASTERS,GR,NA1_4580860529
GRANDMASTERS,GR,NA1_4580665183
GRANDMASTERS,GR,NA1_4580650165
GRANDMASTERS,GR,NA1_4580632614
GRANDMASTERS,GR,NA1_4580627164
GRANDMASTERS,GR,NA1_4580600654
GRANDMASTERS,GR,NA1_4580330292
GRANDMASTERS,GR,NA1_4580292558
GRANDMASTERS,GR,NA1_4580240967
GRANDMASTERS,GR,NA1_4580200355
GRANDMASTERS,GR,NA1_4580051865
GRANDMASTERS,GR,NA1_4580000527
GRANDMASTERS,GR,NA1_4579970704
GRANDMASTERS,GR,NA1_4579608429
GRANDMASTERS,GR,NA1_4579434649
GRANDMASTERS,GR,NA1_4579409079
GRANDMASTERS,GR,NA1_4579364083
GRANDMASTERS,GR,NA1_4579311206
GRANDMASTERS,GR,NA1_4579265829
GRANDMASTERS,GR,NA1_4578782599
GRANDMASTERS,GR,NA1_4578763606
GRANDMASTERS,GR,NA1_4590036047
GRANDMASTERS,GR,NA1_4589984703
GRANDMASTERS,GR,NA1_4589957054
GRANDMASTERS,GR,NA1_4588846634
GRANDMASTERS,GR,NA1_4588826355
GRANDMASTERS,GR,NA1_4588802604
GRANDMASTERS,GR,NA1_4588791394
GRANDMASTERS,GR,NA1_4588751460
GRANDMASTERS,GR,NA1_4588736137
GRANDMASTERS,GR,NA1_4588715534
GRANDMASTERS,GR,NA1_4588701704
GRANDMASTERS,GR,NA1_4588691633
GRANDMASTERS,GR,NA1_4588317962
GRANDMASTERS,GR,NA1_4588207295
GRANDMASTERS,GR,NA1_4588152404
GRANDMASTERS,GR,NA1_4588116381
GRANDMASTERS,GR,NA1_4588094043
GRANDMASTERS,GR,NA1_4588044647
GRANDMASTERS,GR,NA1_4586481488
GRANDMASTERS,GR,NA1_4586445272
GRANDMASTERS,GR,NA1_4586401313
GRANDMASTERS,GR,NA1_4586363618
GRANDMASTERS,GR,NA1_4586332752
GRANDMASTERS,GR,NA1_4586130210
GRANDMASTERS,GR,NA1_4586107918
GRANDMASTERS,GR,NA1_4586080721
GRANDMASTERS,GR,NA1_4586072789
GRANDMASTERS,GR,NA1_4585778442
GRANDMASTERS,GR,NA1_4585748814
GRANDMASTERS,GR,NA1_4585705220
GRANDMASTERS,GR,NA1_4585650616
GRANDMASTERS,GR,NA1_4585205827
GRANDMASTERS,GR,NA1_4585178304
GRANDMASTERS,GR,NA1_4584700571
GRANDMASTERS,GR,NA1_4584668531
GRANDMASTERS,GR,NA1_4584645425
GRANDMASTERS,GR,NA1_4584617371
GRANDMASTERS,GR,NA1_4584574501
GRANDMASTERS,GR,NA1_4584556943
GRANDMASTERS,GR,NA1_4584521621
